bench, mem, temp, row_size, row_count, col_count, cycles
q1, c, -, 128, 32768, 4, 170094
q1, r, c, 128, 32768, 4, 287167
q1, r, h, 128, 32768, 4, 286729
q1, d, -, 128, 32768, 4, 465220
q1, c, -, 128, 32768, 4, 171504
q1, r, c, 128, 32768, 4, 289398
q1, r, h, 128, 32768, 4, 286605
q1, d, -, 128, 32768, 4, 463495
q1, c, -, 128, 32768, 4, 170747
q1, r, c, 128, 32768, 4, 289309
q1, r, h, 128, 32768, 4, 285561
q1, d, -, 128, 32768, 4, 528595
q1, c, -, 128, 32768, 4, 169740
q1, r, c, 128, 32768, 4, 291805
q1, r, h, 128, 32768, 4, 285638
q1, d, -, 128, 32768, 4, 465285
q1, c, -, 128, 32768, 4, 170013
q1, r, c, 128, 32768, 4, 287219
q1, r, h, 128, 32768, 4, 296589
q1, d, -, 128, 32768, 4, 463617
q1, c, -, 128, 32768, 4, 171643
q1, r, c, 128, 32768, 4, 289092
q1, r, h, 128, 32768, 4, 285761
q1, d, -, 128, 32768, 4, 464751
q1, c, -, 128, 32768, 4, 173058
q1, r, c, 128, 32768, 4, 289309
q1, r, h, 128, 32768, 4, 286931
q1, d, -, 128, 32768, 4, 464094
q1, c, -, 128, 32768, 4, 170351
q1, r, c, 128, 32768, 4, 287172
q1, r, h, 128, 32768, 4, 285668
q1, d, -, 128, 32768, 4, 463921
q1, c, -, 128, 32768, 4, 173378
q1, r, c, 128, 32768, 4, 289488
q1, r, h, 128, 32768, 4, 286703
q1, d, -, 128, 32768, 4, 463655
q1, c, -, 128, 32768, 4, 170160
q1, r, c, 128, 32768, 4, 295552
q1, r, h, 128, 32768, 4, 286968
q1, d, -, 128, 32768, 4, 463690
q1, c, -, 128, 32768, 4, 171333
q1, r, c, 128, 32768, 4, 287195
q1, r, h, 128, 32768, 4, 287015
q1, d, -, 128, 32768, 4, 463271
q1, c, -, 128, 32768, 4, 172049
q1, r, c, 128, 32768, 4, 289495
q1, r, h, 128, 32768, 4, 285577
q1, d, -, 128, 32768, 4, 463811
q1, c, -, 128, 32768, 4, 170721
q1, r, c, 128, 32768, 4, 289597
q1, r, h, 128, 32768, 4, 289211
q1, d, -, 128, 32768, 4, 464316
q1, c, -, 128, 32768, 4, 170188
q1, r, c, 128, 32768, 4, 289799
q1, r, h, 128, 32768, 4, 285851
q1, d, -, 128, 32768, 4, 463751
q1, c, -, 128, 32768, 4, 172151
q1, r, c, 128, 32768, 4, 365242
q1, r, h, 128, 32768, 4, 350408
q1, d, -, 128, 32768, 4, 567193
q1, c, -, 128, 32768, 4, 171988
q1, r, c, 128, 32768, 4, 350738
q1, r, h, 128, 32768, 4, 349397
q1, d, -, 128, 32768, 4, 569339
q1, c, -, 128, 32768, 4, 170682
q1, r, c, 128, 32768, 4, 355381
q1, r, h, 128, 32768, 4, 350682
q1, d, -, 128, 32768, 4, 567219
q1, c, -, 128, 32768, 4, 172622
q1, r, c, 128, 32768, 4, 353445
q1, r, h, 128, 32768, 4, 350574
q1, d, -, 128, 32768, 4, 597261
q1, c, -, 128, 32768, 4, 173541
q1, r, c, 128, 32768, 4, 353112
q1, r, h, 128, 32768, 4, 350665
q1, d, -, 128, 32768, 4, 569417
q1, c, -, 128, 32768, 4, 170813
q1, r, c, 128, 32768, 4, 353389
q1, r, h, 128, 32768, 4, 353020
q1, d, -, 128, 32768, 4, 567963
q1, c, -, 128, 32768, 4, 174406
q1, r, c, 128, 32768, 4, 354281
q1, r, h, 128, 32768, 4, 350064
q1, d, -, 128, 32768, 4, 567992
q1, c, -, 128, 32768, 4, 170335
q1, r, c, 128, 32768, 4, 353051
q1, r, h, 128, 32768, 4, 352637
q1, d, -, 128, 32768, 4, 567434
q1, c, -, 128, 32768, 4, 173253
q1, r, c, 128, 32768, 4, 353079
q1, r, h, 128, 32768, 4, 350174
q1, d, -, 128, 32768, 4, 568298
q1, c, -, 128, 32768, 4, 172263
q1, r, c, 128, 32768, 4, 352967
q1, r, h, 128, 32768, 4, 350356
q1, d, -, 128, 32768, 4, 568663
q1, c, -, 128, 32768, 4, 170806
q1, r, c, 128, 32768, 4, 352459
q1, r, h, 128, 32768, 4, 360248
q1, d, -, 128, 32768, 4, 567601
q1, c, -, 128, 32768, 4, 170542
q1, r, c, 128, 32768, 4, 352929
q1, r, h, 128, 32768, 4, 350769
q1, d, -, 128, 32768, 4, 567157
q1, c, -, 128, 32768, 4, 171679
q1, r, c, 128, 32768, 4, 353907
q1, r, h, 128, 32768, 4, 350665
q1, d, -, 128, 32768, 4, 569926
q1, c, -, 128, 32768, 4, 171360
q1, r, c, 128, 32768, 4, 352125
q1, r, h, 128, 32768, 4, 349205
q1, d, -, 128, 32768, 4, 568070
q1, c, -, 128, 32768, 4, 169618
q1, r, c, 128, 32768, 4, 353163
q1, r, h, 128, 32768, 4, 350252
q1, d, -, 128, 32768, 4, 567270
q1, c, -, 128, 32768, 4, 170894
q1, r, c, 128, 32768, 4, 352974
q1, r, h, 128, 32768, 4, 355370
q1, d, -, 128, 32768, 4, 567833
q1, c, -, 128, 32768, 4, 170321
q1, r, c, 128, 32768, 4, 355688
q1, r, h, 128, 32768, 4, 349870
q1, d, -, 128, 32768, 4, 567309
q1, c, -, 128, 32768, 4, 170789
q1, r, c, 128, 32768, 4, 352818
q1, r, h, 128, 32768, 4, 355486
q1, d, -, 128, 32768, 4, 567983
q1, c, -, 128, 32768, 4, 170666
q1, r, c, 128, 32768, 4, 352524
q1, r, h, 128, 32768, 4, 349394
q1, d, -, 128, 32768, 4, 568753
q1, c, -, 128, 32768, 4, 170675
q1, r, c, 128, 32768, 4, 353328
q1, r, h, 128, 32768, 4, 350283
q1, d, -, 128, 32768, 4, 567394
q1, c, -, 128, 32768, 4, 171759
q1, r, c, 128, 32768, 4, 352753
q1, r, h, 128, 32768, 4, 350291
q1, d, -, 128, 32768, 4, 593346
q1, c, -, 128, 32768, 4, 171545
q1, r, c, 128, 32768, 4, 366984
q1, r, h, 128, 32768, 4, 350410
q1, d, -, 128, 32768, 4, 567959
q1, c, -, 128, 32768, 4, 170693
q1, r, c, 128, 32768, 4, 353467
q1, r, h, 128, 32768, 4, 351639
q1, d, -, 128, 32768, 4, 567443
q1, c, -, 128, 32768, 4, 171130
q1, r, c, 128, 32768, 4, 353018
q1, r, h, 128, 32768, 4, 352895
q1, d, -, 128, 32768, 4, 567048
q1, c, -, 128, 32768, 4, 173066
q1, r, c, 128, 32768, 4, 355124
q1, r, h, 128, 32768, 4, 350370
q1, d, -, 128, 32768, 4, 568025
q1, c, -, 128, 32768, 4, 170571
q1, r, c, 128, 32768, 4, 350752
q1, r, h, 128, 32768, 4, 350671
q1, d, -, 128, 32768, 4, 577094
q1, c, -, 128, 32768, 4, 170561
q1, r, c, 128, 32768, 4, 353043
q1, r, h, 128, 32768, 4, 349035
q1, d, -, 128, 32768, 4, 568515
q1, c, -, 128, 32768, 4, 171359
q1, r, c, 128, 32768, 4, 353144
q1, r, h, 128, 32768, 4, 350809
q1, d, -, 128, 32768, 4, 568265
q1, c, -, 128, 32768, 4, 170406
q1, r, c, 128, 32768, 4, 352698
q1, r, h, 128, 32768, 4, 354369
q1, d, -, 128, 32768, 4, 567267
q1, c, -, 128, 32768, 4, 173807
q1, r, c, 128, 32768, 4, 353721
q1, r, h, 128, 32768, 4, 350608
q1, d, -, 128, 32768, 4, 568575
q1, c, -, 128, 32768, 4, 172173
q1, r, c, 128, 32768, 4, 415811
q1, r, h, 128, 32768, 4, 413778
q1, d, -, 128, 32768, 4, 672101
q1, c, -, 128, 32768, 4, 171135
q1, r, c, 128, 32768, 4, 416592
q1, r, h, 128, 32768, 4, 414780
q1, d, -, 128, 32768, 4, 672337
q1, c, -, 128, 32768, 4, 170537
q1, r, c, 128, 32768, 4, 417551
q1, r, h, 128, 32768, 4, 415588
q1, d, -, 128, 32768, 4, 671813
q1, c, -, 128, 32768, 4, 171110
q1, r, c, 128, 32768, 4, 416909
q1, r, h, 128, 32768, 4, 414247
q1, d, -, 128, 32768, 4, 673441
q1, c, -, 128, 32768, 4, 171786
q1, r, c, 128, 32768, 4, 443277
q1, r, h, 128, 32768, 4, 414500
q1, d, -, 128, 32768, 4, 675121
q1, c, -, 128, 32768, 4, 172058
q1, r, c, 128, 32768, 4, 416857
q1, r, h, 128, 32768, 4, 414252
q1, d, -, 128, 32768, 4, 672755
q1, c, -, 128, 32768, 4, 171509
q1, r, c, 128, 32768, 4, 423223
q1, r, h, 128, 32768, 4, 420323
q1, d, -, 128, 32768, 4, 954431
q1, c, -, 128, 32768, 4, 170198
q1, r, c, 128, 32768, 4, 417297
q1, r, h, 128, 32768, 4, 413724
q1, d, -, 128, 32768, 4, 673502
q1, c, -, 128, 32768, 4, 170871
q1, r, c, 128, 32768, 4, 417978
q1, r, h, 128, 32768, 4, 416020
q1, d, -, 128, 32768, 4, 679434
q1, c, -, 128, 32768, 4, 171083
q1, r, c, 128, 32768, 4, 416344
q1, r, h, 128, 32768, 4, 413920
q1, d, -, 128, 32768, 4, 672823
q1, c, -, 128, 32768, 4, 171069
q1, r, c, 128, 32768, 4, 416937
q1, r, h, 128, 32768, 4, 422043
q1, d, -, 128, 32768, 4, 720115
q1, c, -, 128, 32768, 4, 170515
q1, r, c, 128, 32768, 4, 416984
q1, r, h, 128, 32768, 4, 419115
q1, d, -, 128, 32768, 4, 675388
q1, c, -, 128, 32768, 4, 170246
q1, r, c, 128, 32768, 4, 416851
q1, r, h, 128, 32768, 4, 413937
q1, d, -, 128, 32768, 4, 681194
q1, c, -, 128, 32768, 4, 170052
q1, r, c, 128, 32768, 4, 416528
q1, r, h, 128, 32768, 4, 413603
q1, d, -, 128, 32768, 4, 672832
q1, c, -, 128, 32768, 4, 170079
q1, r, c, 128, 32768, 4, 415603
q1, r, h, 128, 32768, 4, 413885
q1, d, -, 128, 32768, 4, 671672
q1, c, -, 128, 32768, 4, 172305
q1, r, c, 128, 32768, 4, 417974
q1, r, h, 128, 32768, 4, 416735
q1, d, -, 128, 32768, 4, 671641
q1, c, -, 128, 32768, 4, 171161
q1, r, c, 128, 32768, 4, 416326
q1, r, h, 128, 32768, 4, 413791
q1, d, -, 128, 32768, 4, 677484
q1, c, -, 128, 32768, 4, 171791
q1, r, c, 128, 32768, 4, 416585
q1, r, h, 128, 32768, 4, 414192
q1, d, -, 128, 32768, 4, 673341
q1, c, -, 128, 32768, 4, 170568
q1, r, c, 128, 32768, 4, 415758
q1, r, h, 128, 32768, 4, 417813
q1, d, -, 128, 32768, 4, 672087
q1, c, -, 128, 32768, 4, 173062
q1, r, c, 128, 32768, 4, 441632
q1, r, h, 128, 32768, 4, 415154
q1, d, -, 128, 32768, 4, 672389
q1, c, -, 128, 32768, 4, 174088
q1, r, c, 128, 32768, 4, 418165
q1, r, h, 128, 32768, 4, 414781
q1, d, -, 128, 32768, 4, 697724
q1, c, -, 128, 32768, 4, 171623
q1, r, c, 128, 32768, 4, 417463
q1, r, h, 128, 32768, 4, 414155
q1, d, -, 128, 32768, 4, 671946
q1, c, -, 128, 32768, 4, 171117
q1, r, c, 128, 32768, 4, 416634
q1, r, h, 128, 32768, 4, 418101
q1, d, -, 128, 32768, 4, 673776
q1, c, -, 128, 32768, 4, 170944
q1, r, c, 128, 32768, 4, 416673
q1, r, h, 128, 32768, 4, 415855
q1, d, -, 128, 32768, 4, 671812
q1, c, -, 128, 32768, 4, 171647
q1, r, c, 128, 32768, 4, 427322
q1, r, h, 128, 32768, 4, 416488
q1, d, -, 128, 32768, 4, 674745
q1, c, -, 128, 32768, 4, 171052
q1, r, c, 128, 32768, 4, 416145
q1, r, h, 128, 32768, 4, 414280
q1, d, -, 128, 32768, 4, 672220
q1, c, -, 128, 32768, 4, 173377
q1, r, c, 128, 32768, 4, 417075
q1, r, h, 128, 32768, 4, 415224
q1, d, -, 128, 32768, 4, 672986
q1, c, -, 128, 32768, 4, 171408
q1, r, c, 128, 32768, 4, 432449
q1, r, h, 128, 32768, 4, 413850
q1, d, -, 128, 32768, 4, 674070
q1, c, -, 128, 32768, 4, 170686
q1, r, c, 128, 32768, 4, 417895
q1, r, h, 128, 32768, 4, 413982
q1, d, -, 128, 32768, 4, 672114
q1, c, -, 128, 32768, 4, 171105
q1, r, c, 128, 32768, 4, 416964
q1, r, h, 128, 32768, 4, 413990
q1, d, -, 128, 32768, 4, 672847
q1, c, -, 128, 32768, 4, 170714
q1, r, c, 128, 32768, 4, 480291
q1, r, h, 128, 32768, 4, 480113
q1, d, -, 128, 32768, 4, 793312
q1, c, -, 128, 32768, 4, 173048
q1, r, c, 128, 32768, 4, 480233
q1, r, h, 128, 32768, 4, 480329
q1, d, -, 128, 32768, 4, 793904
q1, c, -, 128, 32768, 4, 170908
q1, r, c, 128, 32768, 4, 481486
q1, r, h, 128, 32768, 4, 497352
q1, d, -, 128, 32768, 4, 795469
q1, c, -, 128, 32768, 4, 170092
q1, r, c, 128, 32768, 4, 479621
q1, r, h, 128, 32768, 4, 494034
q1, d, -, 128, 32768, 4, 795468
q1, c, -, 128, 32768, 4, 173591
q1, r, c, 128, 32768, 4, 480364
q1, r, h, 128, 32768, 4, 478877
q1, d, -, 128, 32768, 4, 793810
q1, c, -, 128, 32768, 4, 170068
q1, r, c, 128, 32768, 4, 481170
q1, r, h, 128, 32768, 4, 478010
q1, d, -, 128, 32768, 4, 821757
q1, c, -, 128, 32768, 4, 171269
q1, r, c, 128, 32768, 4, 480069
q1, r, h, 128, 32768, 4, 479657
q1, d, -, 128, 32768, 4, 792380
q1, c, -, 128, 32768, 4, 170605
q1, r, c, 128, 32768, 4, 480291
q1, r, h, 128, 32768, 4, 478258
q1, d, -, 128, 32768, 4, 794112
q1, c, -, 128, 32768, 4, 169675
q1, r, c, 128, 32768, 4, 481786
q1, r, h, 128, 32768, 4, 479952
q1, d, -, 128, 32768, 4, 794941
q1, c, -, 128, 32768, 4, 170564
q1, r, c, 128, 32768, 4, 492898
q1, r, h, 128, 32768, 4, 478645
q1, d, -, 128, 32768, 4, 825517
q1, c, -, 128, 32768, 4, 170448
q1, r, c, 128, 32768, 4, 480101
q1, r, h, 128, 32768, 4, 478869
q1, d, -, 128, 32768, 4, 793565
q1, c, -, 128, 32768, 4, 170674
q1, r, c, 128, 32768, 4, 480308
q1, r, h, 128, 32768, 4, 478228
q1, d, -, 128, 32768, 4, 794737
q1, c, -, 128, 32768, 4, 173203
q1, r, c, 128, 32768, 4, 480180
q1, r, h, 128, 32768, 4, 478312
q1, d, -, 128, 32768, 4, 797940
q1, c, -, 128, 32768, 4, 172882
q1, r, c, 128, 32768, 4, 480278
q1, r, h, 128, 32768, 4, 479041
q1, d, -, 128, 32768, 4, 793651
q1, c, -, 128, 32768, 4, 170845
q1, r, c, 128, 32768, 4, 482329
q1, r, h, 128, 32768, 4, 478381
q1, d, -, 128, 32768, 4, 796025
q1, c, -, 128, 32768, 4, 171165
q1, r, c, 128, 32768, 4, 480038
q1, r, h, 128, 32768, 4, 486668
q1, d, -, 128, 32768, 4, 829202
q1, c, -, 128, 32768, 4, 172276
q1, r, c, 128, 32768, 4, 480123
q1, r, h, 128, 32768, 4, 480307
q1, d, -, 128, 32768, 4, 795173
q1, c, -, 128, 32768, 4, 173680
q1, r, c, 128, 32768, 4, 482936
q1, r, h, 128, 32768, 4, 479248
q1, d, -, 128, 32768, 4, 793975
q1, c, -, 128, 32768, 4, 171893
q1, r, c, 128, 32768, 4, 479139
q1, r, h, 128, 32768, 4, 484129
q1, d, -, 128, 32768, 4, 824697
q1, c, -, 128, 32768, 4, 174954
q1, r, c, 128, 32768, 4, 479215
q1, r, h, 128, 32768, 4, 477310
q1, d, -, 128, 32768, 4, 793026
q1, c, -, 128, 32768, 4, 171045
q1, r, c, 128, 32768, 4, 480237
q1, r, h, 128, 32768, 4, 478936
q1, d, -, 128, 32768, 4, 792857
q1, c, -, 128, 32768, 4, 172877
q1, r, c, 128, 32768, 4, 489135
q1, r, h, 128, 32768, 4, 479172
q1, d, -, 128, 32768, 4, 794057
q1, c, -, 128, 32768, 4, 170667
q1, r, c, 128, 32768, 4, 482466
q1, r, h, 128, 32768, 4, 480761
q1, d, -, 128, 32768, 4, 803474
q1, c, -, 128, 32768, 4, 176207
q1, r, c, 128, 32768, 4, 506662
q1, r, h, 128, 32768, 4, 484870
q1, d, -, 128, 32768, 4, 794524
q1, c, -, 128, 32768, 4, 169729
q1, r, c, 128, 32768, 4, 482916
q1, r, h, 128, 32768, 4, 478562
q1, d, -, 128, 32768, 4, 794611
q1, c, -, 128, 32768, 4, 170216
q1, r, c, 128, 32768, 4, 479881
q1, r, h, 128, 32768, 4, 508615
q1, d, -, 128, 32768, 4, 810243
q1, c, -, 128, 32768, 4, 172311
q1, r, c, 128, 32768, 4, 481702
q1, r, h, 128, 32768, 4, 485225
q1, d, -, 128, 32768, 4, 797050
q1, c, -, 128, 32768, 4, 170558
q1, r, c, 128, 32768, 4, 505082
q1, r, h, 128, 32768, 4, 478069
q1, d, -, 128, 32768, 4, 794971
q1, c, -, 128, 32768, 4, 170269
q1, r, c, 128, 32768, 4, 482447
q1, r, h, 128, 32768, 4, 479825
q1, d, -, 128, 32768, 4, 793299
q1, c, -, 128, 32768, 4, 172783
q1, r, c, 128, 32768, 4, 480188
q1, r, h, 128, 32768, 4, 514431
q1, d, -, 128, 32768, 4, 813534
q1, c, -, 128, 32768, 4, 170437
q1, r, c, 128, 32768, 4, 565539
q1, r, h, 128, 32768, 4, 564591
q1, d, -, 128, 32768, 4, 905493
q1, c, -, 128, 32768, 4, 170498
q1, r, c, 128, 32768, 4, 567396
q1, r, h, 128, 32768, 4, 562733
q1, d, -, 128, 32768, 4, 905484
q1, c, -, 128, 32768, 4, 172126
q1, r, c, 128, 32768, 4, 565438
q1, r, h, 128, 32768, 4, 564282
q1, d, -, 128, 32768, 4, 935799
q1, c, -, 128, 32768, 4, 170491
q1, r, c, 128, 32768, 4, 593400
q1, r, h, 128, 32768, 4, 564411
q1, d, -, 128, 32768, 4, 903602
q1, c, -, 128, 32768, 4, 171094
q1, r, c, 128, 32768, 4, 567300
q1, r, h, 128, 32768, 4, 565301
q1, d, -, 128, 32768, 4, 903672
q1, c, -, 128, 32768, 4, 171483
q1, r, c, 128, 32768, 4, 566722
q1, r, h, 128, 32768, 4, 563535
q1, d, -, 128, 32768, 4, 929249
q1, c, -, 128, 32768, 4, 171378
q1, r, c, 128, 32768, 4, 567590
q1, r, h, 128, 32768, 4, 563562
q1, d, -, 128, 32768, 4, 906173
q1, c, -, 128, 32768, 4, 171555
q1, r, c, 128, 32768, 4, 580928
q1, r, h, 128, 32768, 4, 566703
q1, d, -, 128, 32768, 4, 903704
q1, c, -, 128, 32768, 4, 170967
q1, r, c, 128, 32768, 4, 567181
q1, r, h, 128, 32768, 4, 579217
q1, d, -, 128, 32768, 4, 903077
q1, c, -, 128, 32768, 4, 171137
q1, r, c, 128, 32768, 4, 566125
q1, r, h, 128, 32768, 4, 563059
q1, d, -, 128, 32768, 4, 929763
q1, c, -, 128, 32768, 4, 170417
q1, r, c, 128, 32768, 4, 568737
q1, r, h, 128, 32768, 4, 562905
q1, d, -, 128, 32768, 4, 902672
q1, c, -, 128, 32768, 4, 172674
q1, r, c, 128, 32768, 4, 565413
q1, r, h, 128, 32768, 4, 563289
q1, d, -, 128, 32768, 4, 901963
q1, c, -, 128, 32768, 4, 170335
q1, r, c, 128, 32768, 4, 566348
q1, r, h, 128, 32768, 4, 563748
q1, d, -, 128, 32768, 4, 902872
q1, c, -, 128, 32768, 4, 170467
q1, r, c, 128, 32768, 4, 583655
q1, r, h, 128, 32768, 4, 563484
q1, d, -, 128, 32768, 4, 943469
q1, c, -, 128, 32768, 4, 170950
q1, r, c, 128, 32768, 4, 565307
q1, r, h, 128, 32768, 4, 562452
q1, d, -, 128, 32768, 4, 903794
q1, c, -, 128, 32768, 4, 170807
q1, r, c, 128, 32768, 4, 566589
q1, r, h, 128, 32768, 4, 563937
q1, d, -, 128, 32768, 4, 903120
q1, c, -, 128, 32768, 4, 170530
q1, r, c, 128, 32768, 4, 581798
q1, r, h, 128, 32768, 4, 564651
q1, d, -, 128, 32768, 4, 908552
q1, c, -, 128, 32768, 4, 170441
q1, r, c, 128, 32768, 4, 565989
q1, r, h, 128, 32768, 4, 564525
q1, d, -, 128, 32768, 4, 902729
q1, c, -, 128, 32768, 4, 186074
q1, r, c, 128, 32768, 4, 568746
q1, r, h, 128, 32768, 4, 569271
q1, d, -, 128, 32768, 4, 902485
q1, c, -, 128, 32768, 4, 172473
q1, r, c, 128, 32768, 4, 566401
q1, r, h, 128, 32768, 4, 567680
q1, d, -, 128, 32768, 4, 941204
q1, c, -, 128, 32768, 4, 171912
q1, r, c, 128, 32768, 4, 567711
q1, r, h, 128, 32768, 4, 569369
q1, d, -, 128, 32768, 4, 912567
q1, c, -, 128, 32768, 4, 176693
q1, r, c, 128, 32768, 4, 567002
q1, r, h, 128, 32768, 4, 563063
q1, d, -, 128, 32768, 4, 904185
q1, c, -, 128, 32768, 4, 170847
q1, r, c, 128, 32768, 4, 571131
q1, r, h, 128, 32768, 4, 564321
q1, d, -, 128, 32768, 4, 904155
q1, c, -, 128, 32768, 4, 171258
q1, r, c, 128, 32768, 4, 575093
q1, r, h, 128, 32768, 4, 563295
q1, d, -, 128, 32768, 4, 909961
q1, c, -, 128, 32768, 4, 170947
q1, r, c, 128, 32768, 4, 566629
q1, r, h, 128, 32768, 4, 563252
q1, d, -, 128, 32768, 4, 902521
q1, c, -, 128, 32768, 4, 170255
q1, r, c, 128, 32768, 4, 575212
q1, r, h, 128, 32768, 4, 562446
q1, d, -, 128, 32768, 4, 904315
q1, c, -, 128, 32768, 4, 171205
q1, r, c, 128, 32768, 4, 565642
q1, r, h, 128, 32768, 4, 563917
q1, d, -, 128, 32768, 4, 902114
q1, c, -, 128, 32768, 4, 171033
q1, r, c, 128, 32768, 4, 566269
q1, r, h, 128, 32768, 4, 567932
q1, d, -, 128, 32768, 4, 904234
q1, c, -, 128, 32768, 4, 176719
q1, r, c, 128, 32768, 4, 567447
q1, r, h, 128, 32768, 4, 562711
q1, d, -, 128, 32768, 4, 910203
q1, c, -, 128, 32768, 4, 170669
q1, r, c, 128, 32768, 4, 565800
q1, r, h, 128, 32768, 4, 562803
q1, d, -, 128, 32768, 4, 909770
q1, c, -, 128, 32768, 4, 170753
q1, r, c, 128, 32768, 4, 655798
q1, r, h, 128, 32768, 4, 631007
q1, d, -, 128, 32768, 4, 1017079
q1, c, -, 128, 32768, 4, 174036
q1, r, c, 128, 32768, 4, 633439
q1, r, h, 128, 32768, 4, 633769
q1, d, -, 128, 32768, 4, 1026605
q1, c, -, 128, 32768, 4, 171961
q1, r, c, 128, 32768, 4, 633701
q1, r, h, 128, 32768, 4, 631346
q1, d, -, 128, 32768, 4, 1010476
q1, c, -, 128, 32768, 4, 177311
q1, r, c, 128, 32768, 4, 634127
q1, r, h, 128, 32768, 4, 631769
q1, d, -, 128, 32768, 4, 1016591
q1, c, -, 128, 32768, 4, 170991
q1, r, c, 128, 32768, 4, 633420
q1, r, h, 128, 32768, 4, 632223
q1, d, -, 128, 32768, 4, 1019249
q1, c, -, 128, 32768, 4, 171545
q1, r, c, 128, 32768, 4, 633298
q1, r, h, 128, 32768, 4, 637233
q1, d, -, 128, 32768, 4, 1029478
q1, c, -, 128, 32768, 4, 170196
q1, r, c, 128, 32768, 4, 636987
q1, r, h, 128, 32768, 4, 632376
q1, d, -, 128, 32768, 4, 1010267
q1, c, -, 128, 32768, 4, 170588
q1, r, c, 128, 32768, 4, 633594
q1, r, h, 128, 32768, 4, 632345
q1, d, -, 128, 32768, 4, 1016485
q1, c, -, 128, 32768, 4, 171454
q1, r, c, 128, 32768, 4, 632109
q1, r, h, 128, 32768, 4, 632597
q1, d, -, 128, 32768, 4, 1017010
q1, c, -, 128, 32768, 4, 171695
q1, r, c, 128, 32768, 4, 633415
q1, r, h, 128, 32768, 4, 632149
q1, d, -, 128, 32768, 4, 1026638
q1, c, -, 128, 32768, 4, 173274
q1, r, c, 128, 32768, 4, 632950
q1, r, h, 128, 32768, 4, 632145
q1, d, -, 128, 32768, 4, 1010404
q1, c, -, 128, 32768, 4, 172203
q1, r, c, 128, 32768, 4, 636656
q1, r, h, 128, 32768, 4, 636148
q1, d, -, 128, 32768, 4, 1012608
q1, c, -, 128, 32768, 4, 172395
q1, r, c, 128, 32768, 4, 633667
q1, r, h, 128, 32768, 4, 631064
q1, d, -, 128, 32768, 4, 1009914
q1, c, -, 128, 32768, 4, 171485
q1, r, c, 128, 32768, 4, 633874
q1, r, h, 128, 32768, 4, 631072
q1, d, -, 128, 32768, 4, 1018106
q1, c, -, 128, 32768, 4, 170154
q1, r, c, 128, 32768, 4, 632097
q1, r, h, 128, 32768, 4, 631272
q1, d, -, 128, 32768, 4, 1010976
q1, c, -, 128, 32768, 4, 170963
q1, r, c, 128, 32768, 4, 636333
q1, r, h, 128, 32768, 4, 648696
q1, d, -, 128, 32768, 4, 1010113
q1, c, -, 128, 32768, 4, 170551
q1, r, c, 128, 32768, 4, 636552
q1, r, h, 128, 32768, 4, 651544
q1, d, -, 128, 32768, 4, 1012016
q1, c, -, 128, 32768, 4, 171541
q1, r, c, 128, 32768, 4, 637470
q1, r, h, 128, 32768, 4, 630513
q1, d, -, 128, 32768, 4, 1012805
q1, c, -, 128, 32768, 4, 170942
q1, r, c, 128, 32768, 4, 665084
q1, r, h, 128, 32768, 4, 630605
q1, d, -, 128, 32768, 4, 1014685
q1, c, -, 128, 32768, 4, 170458
q1, r, c, 128, 32768, 4, 634136
q1, r, h, 128, 32768, 4, 635771
q1, d, -, 128, 32768, 4, 1031786
q1, c, -, 128, 32768, 4, 171234
q1, r, c, 128, 32768, 4, 632285
q1, r, h, 128, 32768, 4, 631883
q1, d, -, 128, 32768, 4, 1016159
q1, c, -, 128, 32768, 4, 174128
q1, r, c, 128, 32768, 4, 634510
q1, r, h, 128, 32768, 4, 644959
q1, d, -, 128, 32768, 4, 1021635
q1, c, -, 128, 32768, 4, 170996
q1, r, c, 128, 32768, 4, 647036
q1, r, h, 128, 32768, 4, 633210
q1, d, -, 128, 32768, 4, 1035201
q1, c, -, 128, 32768, 4, 171784
q1, r, c, 128, 32768, 4, 634668
q1, r, h, 128, 32768, 4, 631645
q1, d, -, 128, 32768, 4, 1010655
q1, c, -, 128, 32768, 4, 172997
q1, r, c, 128, 32768, 4, 637229
q1, r, h, 128, 32768, 4, 631360
q1, d, -, 128, 32768, 4, 1019891
q1, c, -, 128, 32768, 4, 170901
q1, r, c, 128, 32768, 4, 633066
q1, r, h, 128, 32768, 4, 631168
q1, d, -, 128, 32768, 4, 1017186
q1, c, -, 128, 32768, 4, 174756
q1, r, c, 128, 32768, 4, 632728
q1, r, h, 128, 32768, 4, 631398
q1, d, -, 128, 32768, 4, 1019437
q1, c, -, 128, 32768, 4, 169697
q1, r, c, 128, 32768, 4, 659722
q1, r, h, 128, 32768, 4, 631201
q1, d, -, 128, 32768, 4, 1014572
q1, c, -, 128, 32768, 4, 170914
q1, r, c, 128, 32768, 4, 636886
q1, r, h, 128, 32768, 4, 645188
q1, d, -, 128, 32768, 4, 1035149
q1, c, -, 128, 32768, 4, 171026
q1, r, c, 128, 32768, 4, 632915
q1, r, h, 128, 32768, 4, 631781
q1, d, -, 128, 32768, 4, 1019930
q1, c, -, 128, 32768, 4, 171078
q1, r, c, 128, 32768, 4, 697490
q1, r, h, 128, 32768, 4, 695019
q1, d, -, 128, 32768, 4, 1119021
q1, c, -, 128, 32768, 4, 170586
q1, r, c, 128, 32768, 4, 698385
q1, r, h, 128, 32768, 4, 722468
