q2_new, r, c, 16, 43690, 1, 84268, 393256, 34, 2780, 1380, 786507
q2_new, r, h, 16, 43690, 1, 83821, 393256, 41, 2786, 135, 786507
q2_new, d, -, 16, 43690, 1, 122230, 588352, 214, 21950, 10940, 1072446
q2_new, r, c, 16, 43690, 1, 84268, 393256, 29, 2771, 1381, 786507
q2_new, r, h, 16, 43690, 1, 83849, 393256, 33, 2710, 131, 786507
q2_new, d, -, 16, 43690, 1, 124510, 588351, 214, 21950, 10950, 1072446
q2_new, r, c, 16, 43690, 1, 89121, 393256, 44, 2811, 1380, 786509
q2_new, r, h, 16, 43690, 1, 83815, 393256, 33, 2762, 115, 786507
q2_new, d, -, 16, 43690, 1, 122282, 588351, 210, 21942, 10942, 1072445
q2_new, r, c, 16, 43690, 1, 84268, 393256, 37, 2784, 1380, 786507
q2_new, r, h, 16, 43690, 1, 83816, 393256, 36, 2783, 131, 786507
q2_new, d, -, 16, 43690, 1, 124486, 588352, 220, 21969, 10941, 1072447
q2_new, r, c, 16, 43690, 1, 86402, 393256, 42, 2786, 1379, 786509
q2_new, r, h, 16, 43690, 1, 83832, 393256, 34, 2778, 160, 786507
q2_new, d, -, 16, 43690, 1, 122260, 588352, 209, 21944, 10945, 1072446
q2_new, r, c, 16, 43690, 1, 84276, 393256, 33, 2772, 1379, 786507
q2_new, r, h, 16, 43690, 1, 83800, 393256, 33, 2774, 87, 786507
q2_new, d, -, 16, 43690, 1, 124391, 588352, 215, 21948, 10948, 1072447
q2_new, r, c, 16, 43690, 1, 86857, 393257, 37, 2775, 1379, 786509
q2_new, r, h, 16, 43690, 1, 83837, 393256, 33, 2757, 157, 786507
q2_new, d, -, 16, 43690, 1, 122223, 588352, 201, 21922, 10946, 1072446
q2_new, r, c, 16, 43690, 1, 84261, 393256, 32, 2772, 1378, 786507
q2_new, r, h, 16, 43690, 1, 89021, 393256, 156, 2815, 182, 786508
q2_new, d, -, 16, 43690, 1, 124970, 588353, 240, 21954, 10951, 1072448
q2_new, r, c, 16, 43690, 1, 84325, 393256, 35, 2774, 1382, 786507
q2_new, r, h, 16, 43690, 1, 83849, 393256, 35, 2760, 224, 786507
q2_new, d, -, 16, 43690, 1, 122322, 588352, 210, 21939, 10950, 1072446
q2_new, r, c, 16, 43690, 1, 84264, 393256, 31, 2774, 1379, 786507
q2_new, r, h, 16, 43690, 1, 85934, 393257, 43, 2770, 152, 786509
q2_new, d, -, 16, 43690, 1, 122229, 588352, 207, 21936, 10947, 1072446
q2_new, r, c, 16, 43690, 1, 84266, 393256, 33, 2775, 1379, 786507
q2_new, r, h, 16, 43690, 1, 83816, 393256, 33, 2756, 84, 786507
q2_new, d, -, 16, 43690, 1, 125713, 588352, 304, 21976, 10947, 1072449
q2_new, r, c, 16, 43690, 1, 84262, 393256, 30, 2774, 1381, 786507
q2_new, r, h, 16, 43690, 1, 88783, 393257, 56, 2791, 319, 786509
q2_new, d, -, 16, 43690, 1, 122578, 588352, 211, 21936, 10952, 1072446
q2_new, r, c, 16, 43690, 1, 91469, 393257, 57, 2797, 1380, 786510
q2_new, r, h, 16, 43690, 1, 84220, 393256, 36, 2778, 972, 786507
q2_new, d, -, 16, 43690, 1, 126523, 588353, 227, 21995, 10956, 1072448
q2_new, r, c, 16, 43690, 1, 87238, 393256, 41, 2790, 1379, 786510
q2_new, r, h, 16, 43690, 1, 84205, 393256, 36, 2779, 1012, 786507
q2_new, d, -, 16, 43690, 1, 124777, 588353, 211, 21944, 10953, 1072448
q2_new, r, c, 16, 43690, 1, 84276, 393256, 32, 2771, 1379, 786507
q2_new, r, h, 16, 43690, 1, 83816, 393256, 32, 2772, 106, 786507
q2_new, d, -, 16, 43690, 1, 122205, 588352, 210, 21940, 10941, 1072446
q2_new, r, c, 16, 43690, 1, 88773, 393256, 78, 2814, 1379, 786508
q2_new, r, h, 16, 43690, 1, 85758, 393257, 73, 2765, 152, 786509
q2_new, d, -, 16, 43690, 1, 122314, 588352, 206, 21931, 10948, 1072446
q2_new, r, c, 16, 43690, 1, 84282, 393256, 30, 2768, 1381, 786507
q2_new, r, h, 16, 43690, 1, 86121, 393257, 39, 2768, 202, 786509
q2_new, d, -, 16, 43690, 1, 122243, 588352, 208, 21939, 10953, 1072446
q2_new, r, c, 16, 43690, 1, 84256, 393256, 30, 2768, 1376, 786507
q2_new, r, h, 16, 43690, 1, 86208, 393257, 42, 2795, 132, 786509
q2_new, d, -, 16, 43690, 1, 122272, 588351, 206, 21931, 10945, 1072445
q2_new, r, c, 16, 43690, 1, 84277, 393256, 34, 2776, 1379, 786507
q2_new, r, h, 16, 43690, 1, 83941, 393256, 36, 2784, 464, 786507
q2_new, d, -, 16, 43690, 1, 125306, 588352, 232, 21977, 10948, 1072447
q2_new, r, c, 16, 43690, 1, 84275, 393256, 36, 2783, 1380, 786507
q2_new, r, h, 16, 43690, 1, 83881, 393256, 37, 2781, 118, 786507
q2_new, d, -, 16, 43690, 1, 122256, 588352, 225, 21970, 10945, 1072446
q2_new, r, c, 16, 43690, 1, 98154, 393257, 152, 2846, 1383, 786512
q2_new, r, h, 16, 43690, 1, 83951, 393256, 37, 2781, 272, 786507
q2_new, d, -, 16, 43690, 1, 122233, 588352, 207, 21936, 10945, 1072446
q2_new, r, c, 16, 43690, 1, 84270, 393256, 34, 2781, 1380, 786507
q2_new, r, h, 16, 43690, 1, 83908, 393256, 35, 2719, 146, 786507
q2_new, d, -, 16, 43690, 1, 124875, 588352, 219, 21955, 10945, 1072447
q2_new, r, c, 16, 43690, 1, 84268, 393256, 35, 2781, 1382, 786507
q2_new, r, h, 16, 43690, 1, 83852, 393256, 34, 2779, 140, 786507
