bench, mem, temp, row_size, row_count, col_width, offset, cycles, v4
q8, r, c, 64, 43690, 1, 0, 387767
q8, d, c, 64, 43690, 1, 0, 435633
q8, r, h, 64, 43690, 1, 0, 360736
q8, d, h, 64, 43690, 1, 0, 433977
q8, r, c, 64, 43690, 1, 0, 389109
q8, d, c, 64, 43690, 1, 0, 437086
q8, r, h, 64, 43690, 1, 0, 361873
q8, d, h, 64, 43690, 1, 0, 440687
q8, r, c, 64, 43690, 1, 0, 387697
q8, d, c, 64, 43690, 1, 0, 435421
q8, r, h, 64, 43690, 1, 0, 362116
q8, d, h, 64, 43690, 1, 0, 434255
q8, r, c, 64, 43690, 1, 0, 386292
q8, d, c, 64, 43690, 1, 0, 435960
q8, r, h, 64, 43690, 1, 0, 361129
q8, d, h, 64, 43690, 1, 0, 438358
q8, r, c, 64, 43690, 1, 0, 387949
q8, d, c, 64, 43690, 1, 0, 451290
q8, r, h, 64, 43690, 1, 0, 360507
q8, d, h, 64, 43690, 1, 0, 434982
q8, r, c, 64, 43690, 1, 0, 388953
q8, d, c, 64, 43690, 1, 0, 435606
q8, r, h, 64, 43690, 1, 0, 361100
q8, d, h, 64, 43690, 1, 0, 497559
q8, r, c, 64, 43690, 1, 0, 387326
q8, d, c, 64, 43690, 1, 0, 436094
q8, r, h, 64, 43690, 1, 0, 362723
q8, d, h, 64, 43690, 1, 0, 433549
q8, r, c, 64, 43690, 1, 0, 386339
q8, d, c, 64, 43690, 1, 0, 434846
q8, r, h, 64, 43690, 1, 0, 360891
q8, d, h, 64, 43690, 1, 0, 461212
q8, r, c, 64, 43690, 1, 0, 388102
q8, d, c, 64, 43690, 1, 0, 437252
q8, r, h, 64, 43690, 1, 0, 362091
q8, d, h, 64, 43690, 1, 0, 434990
q8, r, c, 64, 43690, 1, 0, 387898
q8, d, c, 64, 43690, 1, 0, 436898
q8, r, h, 64, 43690, 1, 0, 361966
q8, d, h, 64, 43690, 1, 0, 433719
q8, r, c, 64, 43690, 1, 0, 387617
q8, d, c, 64, 43690, 1, 0, 441773
q8, r, h, 64, 43690, 1, 0, 362149
q8, d, h, 64, 43690, 1, 0, 438278
q8, r, c, 64, 43690, 1, 0, 386212
q8, d, c, 64, 43690, 1, 0, 447623
q8, r, h, 64, 43690, 1, 0, 361039
q8, d, h, 64, 43690, 1, 0, 495955
q8, r, c, 64, 43690, 1, 0, 386210
q8, d, c, 64, 43690, 1, 0, 434784
q8, r, h, 64, 43690, 1, 0, 360674
q8, d, h, 64, 43690, 1, 0, 434803
q8, r, c, 64, 43690, 1, 0, 387615
q8, d, c, 64, 43690, 1, 0, 465336
q8, r, h, 64, 43690, 1, 0, 360349
q8, d, h, 64, 43690, 1, 0, 434735
q8, r, c, 64, 43690, 1, 0, 387473
q8, d, c, 64, 43690, 1, 0, 435871
q8, r, h, 64, 43690, 1, 0, 361443
q8, d, h, 64, 43690, 1, 0, 435325
q8, r, c, 64, 43690, 1, 0, 388909
q8, d, c, 64, 43690, 1, 0, 441510
q8, r, h, 64, 43690, 1, 0, 359497
q8, d, h, 64, 43690, 1, 0, 442564
q8, r, c, 64, 43690, 1, 0, 387578
q8, d, c, 64, 43690, 1, 0, 436537
q8, r, h, 64, 43690, 1, 0, 362545
q8, d, h, 64, 43690, 1, 0, 433464
q8, r, c, 64, 43690, 1, 0, 386326
q8, d, c, 64, 43690, 1, 0, 436175
q8, r, h, 64, 43690, 1, 0, 361429
q8, d, h, 64, 43690, 1, 0, 437205
q8, r, c, 64, 43690, 1, 0, 386290
q8, d, c, 64, 43690, 1, 0, 435382
q8, r, h, 64, 43690, 1, 0, 361016
q8, d, h, 64, 43690, 1, 0, 434700
q8, r, c, 64, 43690, 1, 0, 388916
q8, d, c, 64, 43690, 1, 0, 435503
q8, r, h, 64, 43690, 1, 0, 362460
q8, d, h, 64, 43690, 1, 0, 432433
q8, r, c, 64, 43690, 1, 0, 387176
q8, d, c, 64, 43690, 1, 0, 471130
q8, r, h, 64, 43690, 1, 0, 361058
q8, d, h, 64, 43690, 1, 0, 433806
q8, r, c, 64, 43690, 1, 0, 386300
q8, d, c, 64, 43690, 1, 0, 435276
q8, r, h, 64, 43690, 1, 0, 360965
q8, d, h, 64, 43690, 1, 0, 477952
q8, r, c, 64, 43690, 1, 0, 386263
q8, d, c, 64, 43690, 1, 0, 438701
q8, r, h, 64, 43690, 1, 0, 361024
q8, d, h, 64, 43690, 1, 0, 434188
q8, r, c, 64, 43690, 1, 0, 388461
q8, d, c, 64, 43690, 1, 0, 502106
q8, r, h, 64, 43690, 1, 0, 368342
q8, d, h, 64, 43690, 1, 0, 480127
q8, r, c, 64, 43690, 1, 0, 386328
q8, d, c, 64, 43690, 1, 0, 437352
q8, r, h, 64, 43690, 1, 0, 361071
q8, d, h, 64, 43690, 1, 0, 465647
q8, r, c, 64, 43690, 1, 0, 389311
q8, d, c, 64, 43690, 1, 0, 435091
q8, r, h, 64, 43690, 1, 0, 361361
q8, d, h, 64, 43690, 1, 0, 446427
q8, r, c, 64, 43690, 1, 0, 387711
q8, d, c, 64, 43690, 1, 0, 436071
q8, r, h, 64, 43690, 1, 0, 359525
q8, d, h, 64, 43690, 1, 0, 434759
q8, r, c, 64, 43690, 1, 0, 387043
q8, d, c, 64, 43690, 1, 0, 474960
q8, r, h, 64, 43690, 1, 0, 361757
q8, d, h, 64, 43690, 1, 0, 438425
q8, r, c, 64, 43690, 1, 0, 387850
q8, d, c, 64, 43690, 1, 0, 434542
q8, r, h, 64, 43690, 1, 0, 360642
q8, d, h, 64, 43690, 1, 0, 434216
q8, r, c, 64, 43690, 2, 0, 397971
q8, d, c, 64, 43690, 2, 0, 484939
