bench, mem, temp, row_size, row_count, col_width, offset, cycles, v4
q7, r, c, 64, 43690, 1, 0, 15218733
q7, d, c, 64, 43690, 1, 0, 25591674
q7, r, h, 64, 43690, 1, 0, 15214678
q7, d, h, 64, 43690, 1, 0, 25503773
q7, r, c, 64, 43690, 1, 0, 15216179
q7, d, c, 64, 43690, 1, 0, 25507024
q7, r, h, 64, 43690, 1, 0, 15221084
q7, d, h, 64, 43690, 1, 0, 25945240
q7, r, c, 64, 43690, 1, 0, 15218536
q7, d, c, 64, 43690, 1, 0, 25997626
q7, r, h, 64, 43690, 1, 0, 15222987
q7, d, h, 64, 43690, 1, 0, 25517210
q7, r, c, 64, 43690, 1, 0, 15228938
q7, d, c, 64, 43690, 1, 0, 25657950
q7, r, h, 64, 43690, 1, 0, 15212837
q7, d, h, 64, 43690, 1, 0, 26097460
q7, r, c, 64, 43690, 1, 0, 15229479
q7, d, c, 64, 43690, 1, 0, 25757999
q7, r, h, 64, 43690, 1, 0, 15219002
q7, d, h, 64, 43690, 1, 0, 25744419
q7, r, c, 64, 43690, 1, 0, 15213010
q7, d, c, 64, 43690, 1, 0, 25561257
q7, r, h, 64, 43690, 1, 0, 15224591
q7, d, h, 64, 43690, 1, 0, 25989139
q7, r, c, 64, 43690, 1, 0, 15220017
q7, d, c, 64, 43690, 1, 0, 25665984
q7, r, h, 64, 43690, 1, 0, 15215533
q7, d, h, 64, 43690, 1, 0, 25873870
q7, r, c, 64, 43690, 1, 0, 15214189
q7, d, c, 64, 43690, 1, 0, 25632776
q7, r, h, 64, 43690, 1, 0, 15220725
q7, d, h, 64, 43690, 1, 0, 25484667
q7, r, c, 64, 43690, 1, 0, 15217782
q7, d, c, 64, 43690, 1, 0, 26153671
q7, r, h, 64, 43690, 1, 0, 15222465
q7, d, h, 64, 43690, 1, 0, 26004184
q7, r, c, 64, 43690, 1, 0, 15222320
q7, d, c, 64, 43690, 1, 0, 25520548
q7, r, h, 64, 43690, 1, 0, 15219232
q7, d, h, 64, 43690, 1, 0, 25787623
q7, r, c, 64, 43690, 1, 0, 15215101
q7, d, c, 64, 43690, 1, 0, 26366293
q7, r, h, 64, 43690, 1, 0, 15215865
q7, d, h, 64, 43690, 1, 0, 25160876
q7, r, c, 64, 43690, 1, 0, 15219694
q7, d, c, 64, 43690, 1, 0, 25667302
q7, r, h, 64, 43690, 1, 0, 15220227
q7, d, h, 64, 43690, 1, 0, 25984314
q7, r, c, 64, 43690, 1, 0, 15218268
q7, d, c, 64, 43690, 1, 0, 25670611
q7, r, h, 64, 43690, 1, 0, 15222682
q7, d, h, 64, 43690, 1, 0, 25342572
q7, r, c, 64, 43690, 1, 0, 15213583
q7, d, c, 64, 43690, 1, 0, 25457147
q7, r, h, 64, 43690, 1, 0, 15217023
q7, d, h, 64, 43690, 1, 0, 25357165
q7, r, c, 64, 43690, 1, 0, 15218277
q7, d, c, 64, 43690, 1, 0, 25765555
q7, r, h, 64, 43690, 1, 0, 15211679
q7, d, h, 64, 43690, 1, 0, 26123716
q7, r, c, 64, 43690, 1, 0, 15213929
q7, d, c, 64, 43690, 1, 0, 26135227
q7, r, h, 64, 43690, 1, 0, 15220948
q7, d, h, 64, 43690, 1, 0, 25991786
q7, r, c, 64, 43690, 1, 0, 15213872
q7, d, c, 64, 43690, 1, 0, 24917550
q7, r, h, 64, 43690, 1, 0, 15217099
q7, d, h, 64, 43690, 1, 0, 26374835
q7, r, c, 64, 43690, 1, 0, 15215181
q7, d, c, 64, 43690, 1, 0, 26055614
q7, r, h, 64, 43690, 1, 0, 15214339
q7, d, h, 64, 43690, 1, 0, 25859168
q7, r, c, 64, 43690, 1, 0, 15213667
q7, d, c, 64, 43690, 1, 0, 26022605
q7, r, h, 64, 43690, 1, 0, 15218573
q7, d, h, 64, 43690, 1, 0, 25485220
q7, r, c, 64, 43690, 1, 0, 15219286
q7, d, c, 64, 43690, 1, 0, 25494484
q7, r, h, 64, 43690, 1, 0, 15218416
q7, d, h, 64, 43690, 1, 0, 25679266
q7, r, c, 64, 43690, 1, 0, 15222743
q7, d, c, 64, 43690, 1, 0, 25966525
q7, r, h, 64, 43690, 1, 0, 15219037
q7, d, h, 64, 43690, 1, 0, 25989330
q7, r, c, 64, 43690, 1, 0, 15214714
q7, d, c, 64, 43690, 1, 0, 25836524
q7, r, h, 64, 43690, 1, 0, 15219977
q7, d, h, 64, 43690, 1, 0, 25648939
q7, r, c, 64, 43690, 1, 0, 15213394
q7, d, c, 64, 43690, 1, 0, 25585289
q7, r, h, 64, 43690, 1, 0, 15218258
q7, d, h, 64, 43690, 1, 0, 25469775
q7, r, c, 64, 43690, 1, 0, 15218972
q7, d, c, 64, 43690, 1, 0, 25421053
q7, r, h, 64, 43690, 1, 0, 15221222
q7, d, h, 64, 43690, 1, 0, 25612892
