bench, mem, temp, row_size, row_count, col_width, offset, cycles, v2
q1, r, c, 64, 32768, 1, 0, 874823
q1, d, c, 64, 32768, 1, 0, 85774
q1, r, h, 64, 32768, 1, 0, 43914
q1, d, h, 64, 32768, 1, 0, 84264
q1, r, c, 64, 32768, 1, 0, 874784
q1, d, c, 64, 32768, 1, 0, 86822
q1, r, h, 64, 32768, 1, 0, 43920
q1, d, h, 64, 32768, 1, 0, 96349
q1, r, c, 64, 32768, 1, 0, 875138
q1, d, c, 64, 32768, 1, 0, 86627
q1, r, h, 64, 32768, 1, 0, 43914
q1, d, h, 64, 32768, 1, 0, 84651
q1, r, c, 64, 32768, 1, 0, 874723
q1, d, c, 64, 32768, 1, 0, 87495
q1, r, h, 64, 32768, 1, 0, 43903
q1, d, h, 64, 32768, 1, 0, 83912
q1, r, c, 64, 32768, 1, 0, 874671
q1, d, c, 64, 32768, 1, 0, 86016
q1, r, h, 64, 32768, 1, 0, 43917
q1, d, h, 64, 32768, 1, 0, 83937
q1, r, c, 64, 32768, 1, 0, 874709
q1, d, c, 64, 32768, 1, 0, 85751
q1, r, h, 64, 32768, 1, 0, 43918
q1, d, h, 64, 32768, 1, 0, 86655
q1, r, c, 64, 32768, 1, 0, 874764
q1, d, c, 64, 32768, 1, 0, 85665
q1, r, h, 64, 32768, 1, 0, 43916
q1, d, h, 64, 32768, 1, 0, 83915
q1, r, c, 64, 32768, 1, 0, 874781
q1, d, c, 64, 32768, 1, 0, 85706
q1, r, h, 64, 32768, 1, 0, 43897
q1, d, h, 64, 32768, 1, 0, 86085
q1, r, c, 64, 32768, 1, 0, 874659
q1, d, c, 64, 32768, 1, 0, 88267
q1, r, h, 64, 32768, 1, 0, 43917
q1, d, h, 64, 32768, 1, 0, 83942
q1, r, c, 64, 32768, 1, 0, 874681
q1, d, c, 64, 32768, 1, 0, 87124
q1, r, h, 64, 32768, 1, 0, 43915
q1, d, h, 64, 32768, 1, 0, 84050
q1, r, c, 64, 32768, 1, 0, 874725
q1, d, c, 64, 32768, 1, 0, 89666
q1, r, h, 64, 32768, 1, 0, 43915
q1, d, h, 64, 32768, 1, 0, 84208
q1, r, c, 64, 32768, 1, 0, 874782
q1, d, c, 64, 32768, 1, 0, 86062
q1, r, h, 64, 32768, 1, 0, 43917
q1, d, h, 64, 32768, 1, 0, 84104
q1, r, c, 64, 32768, 1, 0, 874830
q1, d, c, 64, 32768, 1, 0, 85896
q1, r, h, 64, 32768, 1, 0, 43921
q1, d, h, 64, 32768, 1, 0, 87105
q1, r, c, 64, 32768, 1, 0, 874740
q1, d, c, 64, 32768, 1, 0, 86205
q1, r, h, 64, 32768, 1, 0, 43916
q1, d, h, 64, 32768, 1, 0, 84586
q1, r, c, 64, 32768, 1, 0, 874777
q1, d, c, 64, 32768, 1, 0, 85597
q1, r, h, 64, 32768, 1, 0, 43919
q1, d, h, 64, 32768, 1, 0, 103193
q1, r, c, 64, 32768, 1, 0, 874761
q1, d, c, 64, 32768, 1, 0, 86452
q1, r, h, 64, 32768, 1, 0, 47412
q1, d, h, 64, 32768, 1, 0, 84236
q1, r, c, 64, 32768, 1, 0, 874854
q1, d, c, 64, 32768, 1, 0, 88814
q1, r, h, 64, 32768, 1, 0, 43916
q1, d, h, 64, 32768, 1, 0, 84465
q1, r, c, 64, 32768, 1, 0, 874785
q1, d, c, 64, 32768, 1, 0, 87917
q1, r, h, 64, 32768, 1, 0, 43917
q1, d, h, 64, 32768, 1, 0, 84362
q1, r, c, 64, 32768, 1, 0, 874873
q1, d, c, 64, 32768, 1, 0, 86499
q1, r, h, 64, 32768, 1, 0, 43915
q1, d, h, 64, 32768, 1, 0, 84546
q1, r, c, 64, 32768, 1, 0, 874814
q1, d, c, 64, 32768, 1, 0, 87314
q1, r, h, 64, 32768, 1, 0, 43915
q1, d, h, 64, 32768, 1, 0, 84513
q1, r, c, 64, 32768, 1, 0, 874802
q1, d, c, 64, 32768, 1, 0, 86196
q1, r, h, 64, 32768, 1, 0, 43919
q1, d, h, 64, 32768, 1, 0, 84715
q1, r, c, 64, 32768, 1, 0, 874740
q1, d, c, 64, 32768, 1, 0, 88470
q1, r, h, 64, 32768, 1, 0, 43919
q1, d, h, 64, 32768, 1, 0, 84335
q1, r, c, 64, 32768, 1, 0, 874691
q1, d, c, 64, 32768, 1, 0, 85495
q1, r, h, 64, 32768, 1, 0, 43916
q1, d, h, 64, 32768, 1, 0, 86707
q1, r, c, 64, 32768, 1, 0, 874716
q1, d, c, 64, 32768, 1, 0, 86833
q1, r, h, 64, 32768, 1, 0, 43916
q1, d, h, 64, 32768, 1, 0, 83899
q1, r, c, 64, 32768, 1, 0, 874764
q1, d, c, 64, 32768, 1, 0, 85522
q1, r, h, 64, 32768, 1, 0, 43916
q1, d, h, 64, 32768, 1, 0, 84061
q1, r, c, 64, 32768, 1, 0, 874825
q1, d, c, 64, 32768, 1, 0, 85892
q1, r, h, 64, 32768, 1, 0, 46137
q1, d, h, 64, 32768, 1, 0, 84270
q1, r, c, 64, 32768, 1, 0, 874725
q1, d, c, 64, 32768, 1, 0, 85413
q1, r, h, 64, 32768, 1, 0, 43916
q1, d, h, 64, 32768, 1, 0, 89412
q1, r, c, 64, 32768, 1, 0, 874729
q1, d, c, 64, 32768, 1, 0, 85905
q1, r, h, 64, 32768, 1, 0, 43919
q1, d, h, 64, 32768, 1, 0, 83869
q1, r, c, 64, 32768, 1, 0, 874735
q1, d, c, 64, 32768, 1, 0, 85747
q1, r, h, 64, 32768, 1, 0, 43915
q1, d, h, 64, 32768, 1, 0, 83915
q1, r, c, 64, 32768, 2, 0, 874671
q1, d, c, 64, 32768, 2, 0, 86971
q1, r, h, 64, 32768, 2, 0, 49565
q1, d, h, 64, 32768, 2, 0, 86290
q1, r, c, 64, 32768, 2, 0, 874666
q1, d, c, 64, 32768, 2, 0, 87364
q1, r, h, 64, 32768, 2, 0, 49569
q1, d, h, 64, 32768, 2, 0, 85658
q1, r, c, 64, 32768, 2, 0, 874683
q1, d, c, 64, 32768, 2, 0, 87269
q1, r, h, 64, 32768, 2, 0, 49565
q1, d, h, 64, 32768, 2, 0, 86266
q1, r, c, 64, 32768, 2, 0, 874669
q1, d, c, 64, 32768, 2, 0, 88882
q1, r, h, 64, 32768, 2, 0, 53758
q1, d, h, 64, 32768, 2, 0, 85493
q1, r, c, 64, 32768, 2, 0, 874757
q1, d, c, 64, 32768, 2, 0, 87130
q1, r, h, 64, 32768, 2, 0, 49567
q1, d, h, 64, 32768, 2, 0, 88083
q1, r, c, 64, 32768, 2, 0, 874709
q1, d, c, 64, 32768, 2, 0, 86920
q1, r, h, 64, 32768, 2, 0, 49571
q1, d, h, 64, 32768, 2, 0, 102617
q1, r, c, 64, 32768, 2, 0, 874720
q1, d, c, 64, 32768, 2, 0, 87215
q1, r, h, 64, 32768, 2, 0, 49564
q1, d, h, 64, 32768, 2, 0, 85827
q1, r, c, 64, 32768, 2, 0, 874680
q1, d, c, 64, 32768, 2, 0, 86952
q1, r, h, 64, 32768, 2, 0, 49564
q1, d, h, 64, 32768, 2, 0, 85549
q1, r, c, 64, 32768, 2, 0, 874654
q1, d, c, 64, 32768, 2, 0, 86708
q1, r, h, 64, 32768, 2, 0, 49564
q1, d, h, 64, 32768, 2, 0, 85433
q1, r, c, 64, 32768, 2, 0, 874741
q1, d, c, 64, 32768, 2, 0, 88247
q1, r, h, 64, 32768, 2, 0, 49551
q1, d, h, 64, 32768, 2, 0, 85818
q1, r, c, 64, 32768, 2, 0, 874701
q1, d, c, 64, 32768, 2, 0, 86786
q1, r, h, 64, 32768, 2, 0, 49564
q1, d, h, 64, 32768, 2, 0, 86090
q1, r, c, 64, 32768, 2, 0, 874688
q1, d, c, 64, 32768, 2, 0, 87017
q1, r, h, 64, 32768, 2, 0, 49568
q1, d, h, 64, 32768, 2, 0, 85570
q1, r, c, 64, 32768, 2, 0, 874673
q1, d, c, 64, 32768, 2, 0, 87043
q1, r, h, 64, 32768, 2, 0, 52457
q1, d, h, 64, 32768, 2, 0, 104507
q1, r, c, 64, 32768, 2, 0, 874817
q1, d, c, 64, 32768, 2, 0, 87832
q1, r, h, 64, 32768, 2, 0, 49565
q1, d, h, 64, 32768, 2, 0, 128990
q1, r, c, 64, 32768, 2, 0, 874742
q1, d, c, 64, 32768, 2, 0, 87435
q1, r, h, 64, 32768, 2, 0, 49567
q1, d, h, 64, 32768, 2, 0, 85564
q1, r, c, 64, 32768, 2, 0, 874836
q1, d, c, 64, 32768, 2, 0, 90907
q1, r, h, 64, 32768, 2, 0, 49564
q1, d, h, 64, 32768, 2, 0, 86055
q1, r, c, 64, 32768, 2, 0, 874712
q1, d, c, 64, 32768, 2, 0, 88264
q1, r, h, 64, 32768, 2, 0, 53176
q1, d, h, 64, 32768, 2, 0, 85896
q1, r, c, 64, 32768, 2, 0, 874791
q1, d, c, 64, 32768, 2, 0, 87506
q1, r, h, 64, 32768, 2, 0, 49566
q1, d, h, 64, 32768, 2, 0, 89699
q1, r, c, 64, 32768, 2, 0, 874789
q1, d, c, 64, 32768, 2, 0, 87388
q1, r, h, 64, 32768, 2, 0, 53059
q1, d, h, 64, 32768, 2, 0, 86099
q1, r, c, 64, 32768, 2, 0, 874730
q1, d, c, 64, 32768, 2, 0, 87337
q1, r, h, 64, 32768, 2, 0, 49570
q1, d, h, 64, 32768, 2, 0, 86479
q1, r, c, 64, 32768, 2, 0, 874768
q1, d, c, 64, 32768, 2, 0, 88923
q1, r, h, 64, 32768, 2, 0, 49564
q1, d, h, 64, 32768, 2, 0, 86090
q1, r, c, 64, 32768, 2, 0, 874707
q1, d, c, 64, 32768, 2, 0, 88548
q1, r, h, 64, 32768, 2, 0, 49565
q1, d, h, 64, 32768, 2, 0, 92305
q1, r, c, 64, 32768, 2, 0, 874639
q1, d, c, 64, 32768, 2, 0, 87670
q1, r, h, 64, 32768, 2, 0, 51779
q1, d, h, 64, 32768, 2, 0, 86152
q1, r, c, 64, 32768, 2, 0, 874785
q1, d, c, 64, 32768, 2, 0, 87747
