bench, mem, temp, row_size, row_count, col_width, cycles
q2_new, r, c,16,43690,4,112364
q2_new, r, h,16,43690,4,109704
q2_new, d, -,16,43690,4,112326
q2_new, r, c,16,43690,4,113738
q2_new, r, h,16,43690,4,109766
q2_new, d, -,16,43690,4,112577
q2_new, r, c,16,43690,4,110180
q2_new, r, h,16,43690,4,109719
q2_new, d, -,16,43690,4,112385
q2_new, r, c,16,43690,4,110201
q2_new, r, h,16,43690,4,109707
q2_new, d, -,16,43690,4,118658
q2_new, r, c,16,43690,4,110157
q2_new, r, h,16,43690,4,109671
q2_new, d, -,16,43690,4,114666
q2_new, r, c,16,43690,4,110165
q2_new, r, h,16,43690,4,113412
q2_new, d, -,16,43690,4,112493
q2_new, r, c,16,43690,4,110174
q2_new, r, h,16,43690,4,113965
q2_new, d, -,16,43690,4,112582
q2_new, r, c,16,43690,4,115228
q2_new, r, h,16,43690,4,109692
q2_new, d, -,16,43690,4,112588
q2_new, r, c,16,43690,4,113767
q2_new, r, h,16,43690,4,109716
q2_new, d, -,16,43690,4,112540
q2_new, r, c,16,43690,4,110180
q2_new, r, h,16,43690,4,109683
q2_new, d, -,16,43690,4,112408
q2_new, r, c,16,43690,4,110166
q2_new, r, h,16,43690,4,109708
q2_new, d, -,16,43690,4,112365
q2_new, r, c,16,43690,4,110164
q2_new, r, h,16,43690,4,109725
q2_new, d, -,16,43690,4,128460
q2_new, r, c,16,43690,4,110182
q2_new, r, h,16,43690,4,111780
q2_new, d, -,16,43690,4,112750
q2_new, r, c,16,43690,4,110210
q2_new, r, h,16,43690,4,113581
q2_new, d, -,16,43690,4,112616
q2_new, r, c,16,43690,4,113803
q2_new, r, h,16,43690,4,109672
q2_new, d, -,16,43690,4,112685
q2_new, r, c,16,43690,4,112014
q2_new, r, h,16,43690,4,109744
q2_new, d, -,16,43690,4,112537
q2_new, r, c,16,43690,4,110184
q2_new, r, h,16,43690,4,109722
q2_new, d, -,16,43690,4,112458
q2_new, r, c,16,43690,4,110156
q2_new, r, h,16,43690,4,109711
q2_new, d, -,16,43690,4,112538
q2_new, r, c,16,43690,4,110175
q2_new, r, h,16,43690,4,109875
q2_new, d, -,16,43690,4,114382
q2_new, r, c,16,43690,4,110165
