bench, mem, temp, row_size, row_count, col_width, cycles, l1_references, l1_refills, l2_references, l2_refills, inst_retired
q3, r, c, 16, 32768, 4, 69682, 294959, 74, 8221, 4096, 622680
q3, r, h, 16, 32768, 4, 68641, 294958, 76, 8215, 1175, 622679
q3, d, -, 16, 32768, 4, 76116, 327726, 158, 16447, 8203, 688215
q3_new, c, -, 16, 32768, 4, 90725, 327726, 47, 4131, 2049, 753751
q3, r, c, 16, 32768, 4, 69680, 294959, 75, 8221, 4096, 622680
q3, r, h, 16, 32768, 4, 68796, 294958, 76, 8225, 1215, 622679
q3, d, -, 16, 32768, 4, 76116, 327726, 159, 16448, 8202, 688215
q3_new, c, -, 16, 32768, 4, 92887, 327727, 52, 4142, 2049, 753753
q3, r, c, 16, 32768, 4, 69685, 294959, 81, 8233, 4096, 622680
q3, r, h, 16, 32768, 4, 68708, 294958, 81, 8222, 1186, 622679
q3, d, -, 16, 32768, 4, 78408, 327726, 171, 16473, 8197, 688216
q3_new, c, -, 16, 32768, 4, 90695, 327726, 41, 4120, 2049, 753751
q3, r, c, 16, 32768, 4, 69697, 294959, 75, 8222, 4098, 622680
q3, r, h, 16, 32768, 4, 70997, 294959, 86, 8240, 1247, 622681
q3, d, -, 16, 32768, 4, 76028, 327726, 153, 16434, 8199, 688215
q3_new, c, -, 16, 32768, 4, 90649, 327726, 41, 4120, 2050, 753751
q3, r, c, 16, 32768, 4, 71999, 294959, 96, 8262, 4096, 622681
q3, r, h, 16, 32768, 4, 68894, 294958, 78, 8224, 1379, 622679
q3, d, -, 16, 32768, 4, 76021, 327726, 158, 16444, 8197, 688215
q3_new, c, -, 16, 32768, 4, 90610, 327726, 38, 4112, 2050, 753751
q3, r, c, 16, 32768, 4, 69696, 294959, 77, 8224, 4099, 622680
q3, r, h, 16, 32768, 4, 68939, 294958, 76, 8216, 1055, 622679
q3, d, -, 16, 32768, 4, 76138, 327726, 166, 16460, 8204, 688215
q3_new, c, -, 16, 32768, 4, 90631, 327726, 40, 4117, 2049, 753751
q3, r, c, 16, 32768, 4, 69678, 294959, 75, 8218, 4096, 622680
q3, r, h, 16, 32768, 4, 69157, 294958, 79, 8227, 1157, 622679
q3, d, -, 16, 32768, 4, 76197, 327726, 157, 16443, 8204, 688215
q3_new, c, -, 16, 32768, 4, 92950, 327726, 60, 4158, 2051, 753752
q3, r, c, 16, 32768, 4, 69684, 294959, 77, 8224, 4097, 622680
q3, r, h, 16, 32768, 4, 68747, 294958, 78, 8199, 1234, 622679
q3, d, -, 16, 32768, 4, 82537, 327727, 166, 16472, 8197, 688217
q3_new, c, -, 16, 32768, 4, 90604, 327726, 38, 4112, 2049, 753751
q3, r, c, 16, 32768, 4, 69724, 294959, 84, 8237, 4099, 622680
q3, r, h, 16, 32768, 4, 71043, 294958, 144, 8230, 1211, 622682
q3, d, -, 16, 32768, 4, 76055, 327726, 156, 16438, 8203, 688215
q3_new, c, -, 16, 32768, 4, 90824, 327726, 44, 4128, 2049, 753751
q3, r, c, 16, 32768, 4, 69685, 294959, 76, 8221, 4097, 622680
q3, r, h, 16, 32768, 4, 68835, 294958, 77, 8215, 1468, 622679
q3, d, -, 16, 32768, 4, 76072, 327726, 163, 16456, 8201, 688215
q3_new, c, -, 16, 32768, 4, 90810, 327726, 43, 4126, 2051, 753751
q3, r, c, 16, 32768, 4, 69687, 294959, 82, 8234, 4097, 622680
q3, r, h, 16, 32768, 4, 68880, 294958, 81, 8225, 1120, 622679
q3, d, -, 16, 32768, 4, 76168, 327726, 157, 16442, 8210, 688215
q3_new, c, -, 16, 32768, 4, 90804, 327726, 39, 4120, 2049, 753751
q3, r, c, 16, 32768, 4, 69687, 294959, 82, 8234, 4097, 622680
q3, r, h, 16, 32768, 4, 68647, 294958, 77, 8159, 1063, 622679
q3, d, -, 16, 32768, 4, 76128, 327726, 157, 16448, 8203, 688215
q3_new, c, -, 16, 32768, 4, 92551, 327727, 45, 4125, 2049, 753753
q3, r, c, 16, 32768, 4, 69689, 294959, 81, 8230, 4096, 622680
q3, r, h, 16, 32768, 4, 68779, 294958, 82, 8229, 984, 622679
q3, d, -, 16, 32768, 4, 78970, 327727, 167, 16465, 8201, 688217
q3_new, c, -, 16, 32768, 4, 90818, 327726, 40, 4120, 2050, 753751
q3, r, c, 16, 32768, 4, 69679, 294959, 79, 8230, 4096, 622680
q3, r, h, 16, 32768, 4, 71168, 294958, 87, 8225, 1345, 622680
q3, d, -, 16, 32768, 4, 76108, 327726, 160, 16447, 8200, 688215
q3_new, c, -, 16, 32768, 4, 90857, 327726, 38, 4111, 2050, 753751
q3, r, c, 16, 32768, 4, 69683, 294959, 78, 8224, 4097, 622680
q3, r, h, 16, 32768, 4, 71356, 294958, 140, 8209, 1270, 622680
q3, d, -, 16, 32768, 4, 76268, 327726, 156, 16435, 8211, 688215
q3_new, c, -, 16, 32768, 4, 90831, 327726, 45, 4130, 2049, 753751
q3, r, c, 16, 32768, 4, 72516, 294960, 86, 8244, 4098, 622682
q3, r, h, 16, 32768, 4, 68663, 294958, 79, 8174, 1008, 622679
q3, d, -, 16, 32768, 4, 76062, 327726, 156, 16440, 8204, 688215
q3_new, c, -, 16, 32768, 4, 90745, 327726, 39, 4116, 2050, 753751
q3, r, c, 16, 32768, 4, 69696, 294959, 77, 8224, 4099, 622680
q3, r, h, 16, 32768, 4, 68636, 294958, 72, 8206, 964, 622679
q3, d, -, 16, 32768, 4, 76044, 327726, 155, 16439, 8202, 688215
q3_new, c, -, 16, 32768, 4, 95331, 327726, 58, 4157, 2048, 753753
q3, r, c, 16, 32768, 4, 69683, 294959, 76, 8224, 4098, 622680
q3, r, h, 16, 32768, 4, 68573, 294958, 78, 8222, 949, 622679
q3, d, -, 16, 32768, 4, 91613, 327726, 1017, 16530, 8205, 688216
q3_new, c, -, 16, 32768, 4, 90719, 327726, 42, 4128, 2049, 753751
q3, r, c, 16, 32768, 4, 69692, 294959, 90, 8248, 4098, 622680
q3, r, h, 16, 32768, 4, 70645, 294959, 84, 8230, 1130, 622681
q3, d, -, 16, 32768, 4, 76133, 327726, 164, 16451, 8202, 688215
q3_new, c, -, 16, 32768, 4, 90626, 327726, 44, 4126, 2051, 753751
q3, r, c, 16, 32768, 4, 72879, 294959, 88, 8248, 4099, 622682
q3, r, h, 16, 32768, 4, 68748, 294958, 79, 8222, 1020, 622679
q3, d, -, 16, 32768, 4, 76163, 327726, 157, 16444, 8205, 688215
q3_new, c, -, 16, 32768, 4, 90742, 327726, 40, 4116, 2050, 753751
q3, r, c, 16, 32768, 4, 69680, 294959, 74, 8217, 4096, 622680
q3, r, h, 16, 32768, 4, 68623, 294958, 76, 8217, 1019, 622679
q3, d, -, 16, 32768, 4, 76039, 327726, 161, 16452, 8202, 688215
q3_new, c, -, 16, 32768, 4, 90647, 327726, 46, 4129, 2049, 753751
q3, r, c, 16, 32768, 4, 69689, 294959, 78, 8225, 4097, 622680
q3, r, h, 16, 32768, 4, 68733, 294958, 76, 8206, 1019, 622679
q3, d, -, 16, 32768, 4, 78839, 327727, 162, 16450, 8204, 688217
q3_new, c, -, 16, 32768, 4, 90658, 327726, 49, 4140, 2050, 753751
q3, r, c, 16, 32768, 4, 69683, 294959, 75, 8222, 4096, 622680
q3, r, h, 16, 32768, 4, 71204, 294958, 88, 8242, 1125, 622680
q3, d, -, 16, 32768, 4, 76108, 327726, 158, 16446, 8203, 688215
q3_new, c, -, 16, 32768, 4, 90649, 327726, 47, 4134, 2049, 753751
q3, r, c, 16, 32768, 4, 72778, 294959, 92, 8252, 4097, 622681
q3, r, h, 16, 32768, 4, 68675, 294958, 79, 8221, 1272, 622679
q3, d, -, 16, 32768, 4, 76043, 327726, 157, 16439, 8200, 688215
q3_new, c, -, 16, 32768, 4, 90823, 327726, 48, 4132, 2053, 753751
q3, r, c, 16, 32768, 4, 69687, 294959, 79, 8227, 4097, 622680
q3, r, h, 16, 32768, 4, 68721, 294958, 77, 8219, 1031, 622679
q3, d, -, 16, 32768, 4, 76059, 327726, 159, 16445, 8200, 688215
q3_new, c, -, 16, 32768, 4, 90810, 327726, 41, 4120, 2049, 753751
q3, r, c, 16, 32768, 4, 69685, 294959, 77, 8225, 4098, 622680
q3, r, h, 16, 32768, 4, 68688, 294958, 76, 8219, 968, 622679
q3, d, -, 16, 32768, 4, 75975, 327726, 151, 16431, 8198, 688215
