bench, mem, row_size, row_count, col_width, access, hashing 
qjoin, r, 192, 32768, 4, 786466, 3341884
qjoin, d, 192, 32768, 4, 1337352, 3372502
qjoin, r, 192, 32768, 4, 787679, 3352027
qjoin, d, 192, 32768, 4, 1341920, 3384631
qjoin, r, 192, 32768, 4, 786596, 3340876
qjoin, d, 192, 32768, 4, 1345932, 3370561
qjoin, r, 192, 32768, 4, 786717, 3350393
qjoin, d, 192, 32768, 4, 1341565, 3374051
qjoin, r, 192, 32768, 4, 787089, 3346521
qjoin, d, 192, 32768, 4, 1339321, 3382092
qjoin, r, 192, 32768, 4, 786516, 3355982
qjoin, d, 192, 32768, 4, 1339684, 3374022
qjoin, r, 192, 32768, 4, 787396, 3353241
qjoin, d, 192, 32768, 4, 1343727, 3377368
qjoin, r, 192, 32768, 4, 787100, 3352012
qjoin, d, 192, 32768, 4, 1344861, 3368536
qjoin, r, 192, 32768, 4, 788003, 3344816
qjoin, d, 192, 32768, 4, 1338432, 3379268
qjoin, r, 192, 32768, 4, 785949, 3350997
qjoin, d, 192, 32768, 4, 1339360, 3385913
qjoin, r, 192, 32768, 4, 786902, 3340902
qjoin, d, 192, 32768, 4, 1341021, 3376165
qjoin, r, 192, 32768, 4, 787299, 3352606
qjoin, d, 192, 32768, 4, 1342345, 3375834
qjoin, r, 192, 32768, 4, 787261, 3354161
qjoin, d, 192, 32768, 4, 1334974, 3370004
qjoin, r, 192, 32768, 4, 787258, 3353460
qjoin, d, 192, 32768, 4, 1345449, 3362859
qjoin, r, 192, 32768, 4, 787444, 3347152
qjoin, d, 192, 32768, 4, 1347277, 3380580
qjoin, r, 192, 32768, 4, 786751, 3343147
qjoin, d, 192, 32768, 4, 1342457, 3372923
qjoin, r, 192, 32768, 4, 785287, 3340008
qjoin, d, 192, 32768, 4, 1344348, 3373270
qjoin, r, 192, 32768, 4, 787958, 3347463
qjoin, d, 192, 32768, 4, 1342965, 3357916
qjoin, r, 192, 32768, 4, 786384, 3375454
qjoin, d, 192, 32768, 4, 1342483, 3377705
qjoin, r, 192, 32768, 4, 785258, 3345696
qjoin, d, 192, 32768, 4, 1338695, 3374266
qjoin, r, 192, 32768, 4, 787410, 3355961
qjoin, d, 192, 32768, 4, 1339380, 3371969
qjoin, r, 192, 32768, 4, 788128, 3359010
qjoin, d, 192, 32768, 4, 1336387, 3374372
qjoin, r, 192, 32768, 4, 787669, 3349098
qjoin, d, 192, 32768, 4, 1338268, 3368133
qjoin, r, 192, 32768, 4, 787834, 3348558
qjoin, d, 192, 32768, 4, 1330425, 3392036
qjoin, r, 192, 32768, 4, 792686, 3367852
qjoin, d, 192, 32768, 4, 1348473, 3446667
qjoin, r, 208, 32768, 4, 786414, 3352670
qjoin, d, 208, 32768, 4, 1471657, 3381700
qjoin, r, 208, 32768, 4, 787181, 3359173
qjoin, d, 208, 32768, 4, 1471247, 3387796
qjoin, r, 208, 32768, 4, 787766, 3340331
qjoin, d, 208, 32768, 4, 1468572, 3386954
qjoin, r, 208, 32768, 4, 786634, 3346828
qjoin, d, 208, 32768, 4, 1469448, 3375772
qjoin, r, 208, 32768, 4, 782710, 3353266
qjoin, d, 208, 32768, 4, 1470053, 3389760
qjoin, r, 208, 32768, 4, 787037, 3351026
qjoin, d, 208, 32768, 4, 1464545, 3404391
qjoin, r, 208, 32768, 4, 787521, 3347732
qjoin, d, 208, 32768, 4, 1468239, 3396563
qjoin, r, 208, 32768, 4, 786482, 3354963
qjoin, d, 208, 32768, 4, 1467618, 3390734
qjoin, r, 208, 32768, 4, 787356, 3356893
qjoin, d, 208, 32768, 4, 1468270, 3391951
qjoin, r, 208, 32768, 4, 785193, 3377063
qjoin, d, 208, 32768, 4, 1473567, 3414751
qjoin, r, 208, 32768, 4, 788669, 3342084
qjoin, d, 208, 32768, 4, 1459378, 3395619
qjoin, r, 208, 32768, 4, 787956, 3347627
qjoin, d, 208, 32768, 4, 1467905, 3393660
qjoin, r, 208, 32768, 4, 788761, 3342105
qjoin, d, 208, 32768, 4, 1467624, 3387309
qjoin, r, 208, 32768, 4, 784848, 3364661
qjoin, d, 208, 32768, 4, 1468080, 3405566
qjoin, r, 208, 32768, 4, 785879, 3364786
qjoin, d, 208, 32768, 4, 1472335, 3444473
qjoin, r, 208, 32768, 4, 792096, 3349684
qjoin, d, 208, 32768, 4, 1479775, 3408554
qjoin, r, 208, 32768, 4, 787913, 3359326
qjoin, d, 208, 32768, 4, 1472752, 3389632
qjoin, r, 208, 32768, 4, 786479, 3346514
qjoin, d, 208, 32768, 4, 1470019, 3396129
qjoin, r, 208, 32768, 4, 787077, 3339757
qjoin, d, 208, 32768, 4, 1472200, 3386372
qjoin, r, 208, 32768, 4, 788804, 3347053
qjoin, d, 208, 32768, 4, 1467392, 3380508
qjoin, r, 208, 32768, 4, 785751, 3347843
qjoin, d, 208, 32768, 4, 1472379, 3387681
qjoin, r, 208, 32768, 4, 787371, 3349059
qjoin, d, 208, 32768, 4, 1468139, 3382847
qjoin, r, 208, 32768, 4, 787975, 3361021
qjoin, d, 208, 32768, 4, 1468357, 3390800
qjoin, r, 208, 32768, 4, 788686, 3353974
qjoin, d, 208, 32768, 4, 1473131, 3391220
qjoin, r, 208, 32768, 4, 791249, 3336484
qjoin, d, 208, 32768, 4, 1462172, 3385630
qjoin, r, 208, 32768, 4, 785349, 3346227
qjoin, d, 208, 32768, 4, 1469064, 3396823
qjoin, r, 208, 32768, 4, 789059, 3348572
qjoin, d, 208, 32768, 4, 1467589, 3394701
qjoin, r, 208, 32768, 4, 789202, 3364766
qjoin, d, 208, 32768, 4, 1474185, 3384956
qjoin, r, 208, 32768, 4, 786674, 3348251
qjoin, d, 208, 32768, 4, 1468623, 3388253
qjoin, r, 208, 32768, 4, 787321, 3352056
qjoin, d, 208, 32768, 4, 1462354, 3387425
qjoin, r, 224, 32768, 4, 789387, 3353052
qjoin, d, 224, 32768, 4, 1478827, 3392739
qjoin, r, 224, 32768, 4, 787682, 3357899
qjoin, d, 224, 32768, 4, 1477196, 3382838
qjoin, r, 224, 32768, 4, 787231, 3349059
qjoin, d, 224, 32768, 4, 1478284, 3396635
qjoin, r, 224, 32768, 4, 786233, 3350601
qjoin, d, 224, 32768, 4, 1478413, 3389248
qjoin, r, 224, 32768, 4, 784362, 3363364
qjoin, d, 224, 32768, 4, 1480378, 3405774
qjoin, r, 224, 32768, 4, 787593, 3350074
qjoin, d, 224, 32768, 4, 1479283, 3394394
qjoin, r, 224, 32768, 4, 788446, 3341620
qjoin, d, 224, 32768, 4, 1481182, 3397531
qjoin, r, 224, 32768, 4, 787870, 3366841
qjoin, d, 224, 32768, 4, 1475192, 3405176
qjoin, r, 224, 32768, 4, 796405, 3362692
qjoin, d, 224, 32768, 4, 1480026, 3404834
qjoin, r, 224, 32768, 4, 785611, 3345693
qjoin, d, 224, 32768, 4, 1480241, 3395149
qjoin, r, 224, 32768, 4, 788283, 3347041
qjoin, d, 224, 32768, 4, 1481209, 3390736
qjoin, r, 224, 32768, 4, 786238, 3359124
qjoin, d, 224, 32768, 4, 1477749, 3389130
qjoin, r, 224, 32768, 4, 786257, 3348333
qjoin, d, 224, 32768, 4, 1477763, 3393224
qjoin, r, 224, 32768, 4, 787997, 3365882
qjoin, d, 224, 32768, 4, 1477958, 3406973
qjoin, r, 224, 32768, 4, 785044, 3349780
qjoin, d, 224, 32768, 4, 1479245, 3392483
qjoin, r, 224, 32768, 4, 785324, 3346068
qjoin, d, 224, 32768, 4, 1481082, 3401298
qjoin, r, 224, 32768, 4, 782980, 3356683
qjoin, d, 224, 32768, 4, 1476903, 3405692
qjoin, r, 224, 32768, 4, 786863, 3350734
qjoin, d, 224, 32768, 4, 1480514, 3395019
qjoin, r, 224, 32768, 4, 787243, 3343887
qjoin, d, 224, 32768, 4, 1476937, 3385932
qjoin, r, 224, 32768, 4, 784206, 3342782
qjoin, d, 224, 32768, 4, 1478601, 3382900
qjoin, r, 224, 32768, 4, 790166, 3372857
qjoin, d, 224, 32768, 4, 1481173, 3477342
qjoin, r, 224, 32768, 4, 787875, 3352165
qjoin, d, 224, 32768, 4, 1470370, 3397671
qjoin, r, 224, 32768, 4, 788306, 3352524
qjoin, d, 224, 32768, 4, 1480007, 3389497
qjoin, r, 224, 32768, 4, 786467, 3341955
qjoin, d, 224, 32768, 4, 1477955, 3397464
qjoin, r, 224, 32768, 4, 797109, 3343317
qjoin, d, 224, 32768, 4, 1491968, 3394915
qjoin, r, 224, 32768, 4, 787346, 3343148
qjoin, d, 224, 32768, 4, 1477927, 3377427
qjoin, r, 224, 32768, 4, 788032, 3348761
qjoin, d, 224, 32768, 4, 1479842, 3386707
qjoin, r, 224, 32768, 4, 786207, 3352158
qjoin, d, 224, 32768, 4, 1475596, 3394070
qjoin, r, 224, 32768, 4, 787985, 3351187
qjoin, d, 224, 32768, 4, 1486042, 3457683
qjoin, r, 224, 32768, 4, 789989, 3363749
qjoin, d, 224, 32768, 4, 1487376, 3445638
qjoin, r, 240, 32768, 4, 786674, 3347361
qjoin, d, 240, 32768, 4, 1331789, 3373543
qjoin, r, 240, 32768, 4, 785970, 3358486
qjoin, d, 240, 32768, 4, 1335254, 3379359
qjoin, r, 240, 32768, 4, 785820, 3355326
qjoin, d, 240, 32768, 4, 1336313, 3386213
qjoin, r, 240, 32768, 4, 786067, 3355543
qjoin, d, 240, 32768, 4, 1330556, 3374499
qjoin, r, 240, 32768, 4, 786586, 3341905
qjoin, d, 240, 32768, 4, 1332997, 3386548
qjoin, r, 240, 32768, 4, 787618, 3343187
qjoin, d, 240, 32768, 4, 1334791, 3369833
qjoin, r, 240, 32768, 4, 789157, 3344986
qjoin, d, 240, 32768, 4, 1336174, 3373176
qjoin, r, 240, 32768, 4, 787354, 3343085
qjoin, d, 240, 32768, 4, 1337582, 3393586
qjoin, r, 240, 32768, 4, 786756, 3349814
qjoin, d, 240, 32768, 4, 1335294, 3383606
qjoin, r, 240, 32768, 4, 787570, 3364243
qjoin, d, 240, 32768, 4, 1334527, 3377794
qjoin, r, 240, 32768, 4, 788170, 3351000
qjoin, d, 240, 32768, 4, 1334612, 3381183
qjoin, r, 240, 32768, 4, 787142, 3347816
qjoin, d, 240, 32768, 4, 1341197, 3384845
qjoin, r, 240, 32768, 4, 786067, 3356215
qjoin, d, 240, 32768, 4, 1337481, 3382478
qjoin, r, 240, 32768, 4, 784515, 3343037
qjoin, d, 240, 32768, 4, 1336965, 3371760
qjoin, r, 240, 32768, 4, 786905, 3342655
qjoin, d, 240, 32768, 4, 1332275, 3376915
qjoin, r, 240, 32768, 4, 787466, 3349162
qjoin, d, 240, 32768, 4, 1333966, 3383641
qjoin, r, 240, 32768, 4, 786633, 3352618
qjoin, d, 240, 32768, 4, 1336358, 3377994
qjoin, r, 240, 32768, 4, 786020, 3353158
qjoin, d, 240, 32768, 4, 1337488, 3378566
qjoin, r, 240, 32768, 4, 785128, 3353902
qjoin, d, 240, 32768, 4, 1333080, 3380598
qjoin, r, 240, 32768, 4, 785144, 3343617
qjoin, d, 240, 32768, 4, 1335415, 3381924
qjoin, r, 240, 32768, 4, 787825, 3345216
qjoin, d, 240, 32768, 4, 1344885, 3373990
qjoin, r, 240, 32768, 4, 785208, 3350391
qjoin, d, 240, 32768, 4, 1332874, 3379473
qjoin, r, 240, 32768, 4, 788229, 3342991
qjoin, d, 240, 32768, 4, 1338364, 3383181
qjoin, r, 240, 32768, 4, 789461, 3345189
qjoin, d, 240, 32768, 4, 1333494, 3378038
qjoin, r, 240, 32768, 4, 786794, 3356756
qjoin, d, 240, 32768, 4, 1332978, 3379966
qjoin, r, 240, 32768, 4, 790231, 3347285
qjoin, d, 240, 32768, 4, 1331926, 3381662
qjoin, r, 240, 32768, 4, 786303, 3357655
qjoin, d, 240, 32768, 4, 1334291, 3388873
qjoin, r, 240, 32768, 4, 786778, 3348533
qjoin, d, 240, 32768, 4, 1335974, 3383337
qjoin, r, 240, 32768, 4, 785565, 3352113
qjoin, d, 240, 32768, 4, 1335942, 3371683
qjoin, r, 240, 32768, 4, 786576, 3352784
qjoin, d, 240, 32768, 4, 1337370, 3385872
qjoin, r, 256, 32768, 4, 787731, 3362947
qjoin, d, 256, 32768, 4, 1345256, 3341040
qjoin, r, 256, 32768, 4, 791715, 3355690
qjoin, d, 256, 32768, 4, 1343210, 3340387
qjoin, r, 256, 32768, 4, 789416, 3342242
qjoin, d, 256, 32768, 4, 1342477, 3346599
qjoin, r, 256, 32768, 4, 789501, 3349957
qjoin, d, 256, 32768, 4, 1338267, 3340451
qjoin, r, 256, 32768, 4, 787056, 3351739
qjoin, d, 256, 32768, 4, 1341144, 3345081
qjoin, r, 256, 32768, 4, 786790, 3354749
qjoin, d, 256, 32768, 4, 1344090, 3337483
qjoin, r, 256, 32768, 4, 798143, 3342754
qjoin, d, 256, 32768, 4, 1348988, 3350012
qjoin, r, 256, 32768, 4, 786550, 3367736
qjoin, d, 256, 32768, 4, 1348612, 3422761
qjoin, r, 256, 32768, 4, 787300, 3357755
qjoin, d, 256, 32768, 4, 1342570, 3339855
qjoin, r, 256, 32768, 4, 788153, 3357359
qjoin, d, 256, 32768, 4, 1337745, 3341025
qjoin, r, 256, 32768, 4, 784916, 3364338
qjoin, d, 256, 32768, 4, 1336765, 3349572
qjoin, r, 256, 32768, 4, 785841, 3358201
qjoin, d, 256, 32768, 4, 1342105, 3343983
qjoin, r, 256, 32768, 4, 787221, 3350337
qjoin, d, 256, 32768, 4, 1340136, 3357071
qjoin, r, 256, 32768, 4, 791303, 3351155
qjoin, d, 256, 32768, 4, 1341748, 3341089
qjoin, r, 256, 32768, 4, 785360, 3361944
qjoin, d, 256, 32768, 4, 1344393, 3335126
qjoin, r, 256, 32768, 4, 789296, 3352793
qjoin, d, 256, 32768, 4, 1344202, 3354114
qjoin, r, 256, 32768, 4, 792442, 3340693
qjoin, d, 256, 32768, 4, 1348494, 3343890
qjoin, r, 256, 32768, 4, 787111, 3366334
qjoin, d, 256, 32768, 4, 1349256, 3402503
qjoin, r, 256, 32768, 4, 786222, 3349050
qjoin, d, 256, 32768, 4, 1338918, 3341012
qjoin, r, 256, 32768, 4, 786722, 3351267
qjoin, d, 256, 32768, 4, 1343053, 3341564
qjoin, r, 256, 32768, 4, 787867, 3354605
qjoin, d, 256, 32768, 4, 1342656, 3346589
qjoin, r, 256, 32768, 4, 790068, 3354115
qjoin, d, 256, 32768, 4, 1339561, 3352496
qjoin, r, 256, 32768, 4, 792010, 3344584
qjoin, d, 256, 32768, 4, 1341511, 3338044
qjoin, r, 256, 32768, 4, 788267, 3351474
qjoin, d, 256, 32768, 4, 1342739, 3347672
qjoin, r, 256, 32768, 4, 790651, 3356157
qjoin, d, 256, 32768, 4, 1339247, 3349733
qjoin, r, 256, 32768, 4, 787943, 3357554
qjoin, d, 256, 32768, 4, 1338241, 3362754
qjoin, r, 256, 32768, 4, 788626, 3366514
qjoin, d, 256, 32768, 4, 1349543, 3396700
qjoin, r, 256, 32768, 4, 787631, 3357897
qjoin, d, 256, 32768, 4, 1347075, 3347217
qjoin, r, 256, 32768, 4, 786145, 3362162
qjoin, d, 256, 32768, 4, 1338926, 3343178
qjoin, r, 256, 32768, 4, 783057, 3349486
qjoin, d, 256, 32768, 4, 1341592, 3396818
