bench, mem, temp, row_size, row_count, col_width, offset, cycles, v4
q8, r, c, 4, 43690, 4, 0, 399339
q8, d, c, 4, 43690, 4, 0, 428556
q8, r, h, 4, 43690, 4, 0, 370868
q8, d, h, 4, 43690, 4, 0, 428398
q8, r, c, 4, 43690, 4, 0, 397703
q8, d, c, 4, 43690, 4, 0, 429634
q8, r, h, 4, 43690, 4, 0, 374511
q8, d, h, 4, 43690, 4, 0, 428136
q8, r, c, 4, 43690, 4, 0, 399078
q8, d, c, 4, 43690, 4, 0, 428369
q8, r, h, 4, 43690, 4, 0, 372765
q8, d, h, 4, 43690, 4, 0, 427940
q8, r, c, 4, 43690, 4, 0, 399443
q8, d, c, 4, 43690, 4, 0, 428419
q8, r, h, 4, 43690, 4, 0, 372486
q8, d, h, 4, 43690, 4, 0, 427807
q8, r, c, 4, 43690, 4, 0, 398014
q8, d, c, 4, 43690, 4, 0, 429619
q8, r, h, 4, 43690, 4, 0, 373216
q8, d, h, 4, 43690, 4, 0, 428259
q8, r, c, 4, 43690, 4, 0, 398665
q8, d, c, 4, 43690, 4, 0, 429429
q8, r, h, 4, 43690, 4, 0, 372476
q8, d, h, 4, 43690, 4, 0, 428594
q8, r, c, 4, 43690, 4, 0, 400349
q8, d, c, 4, 43690, 4, 0, 427904
q8, r, h, 4, 43690, 4, 0, 372272
q8, d, h, 4, 43690, 4, 0, 427865
q8, r, c, 4, 43690, 4, 0, 399343
q8, d, c, 4, 43690, 4, 0, 428682
q8, r, h, 4, 43690, 4, 0, 372698
q8, d, h, 4, 43690, 4, 0, 427601
q8, r, c, 4, 43690, 4, 0, 397517
q8, d, c, 4, 43690, 4, 0, 431242
q8, r, h, 4, 43690, 4, 0, 372569
q8, d, h, 4, 43690, 4, 0, 428480
q8, r, c, 4, 43690, 4, 0, 400675
q8, d, c, 4, 43690, 4, 0, 429169
q8, r, h, 4, 43690, 4, 0, 372508
q8, d, h, 4, 43690, 4, 0, 427834
q8, r, c, 4, 43690, 4, 0, 399177
q8, d, c, 4, 43690, 4, 0, 427741
q8, r, h, 4, 43690, 4, 0, 374648
q8, d, h, 4, 43690, 4, 0, 428577
q8, r, c, 4, 43690, 4, 0, 399065
q8, d, c, 4, 43690, 4, 0, 427920
q8, r, h, 4, 43690, 4, 0, 373333
q8, d, h, 4, 43690, 4, 0, 428032
q8, r, c, 4, 43690, 4, 0, 399295
q8, d, c, 4, 43690, 4, 0, 428750
q8, r, h, 4, 43690, 4, 0, 372417
q8, d, h, 4, 43690, 4, 0, 427958
q8, r, c, 4, 43690, 4, 0, 399617
q8, d, c, 4, 43690, 4, 0, 427924
q8, r, h, 4, 43690, 4, 0, 372605
q8, d, h, 4, 43690, 4, 0, 428194
q8, r, c, 4, 43690, 4, 0, 399277
q8, d, c, 4, 43690, 4, 0, 427891
q8, r, h, 4, 43690, 4, 0, 371834
q8, d, h, 4, 43690, 4, 0, 427814
q8, r, c, 4, 43690, 4, 0, 398435
q8, d, c, 4, 43690, 4, 0, 430900
q8, r, h, 4, 43690, 4, 0, 375688
q8, d, h, 4, 43690, 4, 0, 428430
q8, r, c, 4, 43690, 4, 0, 399039
q8, d, c, 4, 43690, 4, 0, 428038
q8, r, h, 4, 43690, 4, 0, 372119
q8, d, h, 4, 43690, 4, 0, 428775
q8, r, c, 4, 43690, 4, 0, 400576
q8, d, c, 4, 43690, 4, 0, 429677
q8, r, h, 4, 43690, 4, 0, 372597
q8, d, h, 4, 43690, 4, 0, 427828
q8, r, c, 4, 43690, 4, 0, 398404
q8, d, c, 4, 43690, 4, 0, 429013
q8, r, h, 4, 43690, 4, 0, 372090
q8, d, h, 4, 43690, 4, 0, 428533
q8, r, c, 4, 43690, 4, 0, 399114
q8, d, c, 4, 43690, 4, 0, 429187
q8, r, h, 4, 43690, 4, 0, 372522
q8, d, h, 4, 43690, 4, 0, 427818
q8, r, c, 4, 43690, 4, 0, 400649
q8, d, c, 4, 43690, 4, 0, 427863
q8, r, h, 4, 43690, 4, 0, 372523
q8, d, h, 4, 43690, 4, 0, 430065
q8, r, c, 4, 43690, 4, 0, 397776
q8, d, c, 4, 43690, 4, 0, 432338
q8, r, h, 4, 43690, 4, 0, 372993
q8, d, h, 4, 43690, 4, 0, 427774
q8, r, c, 4, 43690, 4, 0, 400067
q8, d, c, 4, 43690, 4, 0, 428022
q8, r, h, 4, 43690, 4, 0, 372144
q8, d, h, 4, 43690, 4, 0, 427692
q8, r, c, 4, 43690, 4, 0, 399076
q8, d, c, 4, 43690, 4, 0, 428186
q8, r, h, 4, 43690, 4, 0, 372482
q8, d, h, 4, 43690, 4, 0, 427842
q8, r, c, 4, 43690, 4, 0, 399611
q8, d, c, 4, 43690, 4, 0, 427943
q8, r, h, 4, 43690, 4, 0, 373768
q8, d, h, 4, 43690, 4, 0, 428073
q8, r, c, 4, 43690, 4, 0, 400725
q8, d, c, 4, 43690, 4, 0, 427894
q8, r, h, 4, 43690, 4, 0, 371997
q8, d, h, 4, 43690, 4, 0, 427930
q8, r, c, 4, 43690, 4, 0, 399611
q8, d, c, 4, 43690, 4, 0, 427744
q8, r, h, 4, 43690, 4, 0, 374682
q8, d, h, 4, 43690, 4, 0, 427943
q8, r, c, 4, 43690, 4, 0, 399151
q8, d, c, 4, 43690, 4, 0, 427722
q8, r, h, 4, 43690, 4, 0, 372802
q8, d, h, 4, 43690, 4, 0, 428865
q8, r, c, 4, 43690, 4, 0, 399143
q8, d, c, 4, 43690, 4, 0, 428334
q8, r, h, 4, 43690, 4, 0, 373792
q8, d, h, 4, 43690, 4, 0, 428562
q8, r, c, 8, 43690, 4, 0, 399049
q8, d, c, 8, 43690, 4, 0, 428947
q8, r, h, 8, 43690, 4, 0, 371026
q8, d, h, 8, 43690, 4, 0, 430037
q8, r, c, 8, 43690, 4, 0, 400602
q8, d, c, 8, 43690, 4, 0, 431181
q8, r, h, 8, 43690, 4, 0, 372939
q8, d, h, 8, 43690, 4, 0, 429676
q8, r, c, 8, 43690, 4, 0, 399095
q8, d, c, 8, 43690, 4, 0, 429509
q8, r, h, 8, 43690, 4, 0, 371780
q8, d, h, 8, 43690, 4, 0, 431244
