bench, mem, temp, row_size, row_count, col_width, offset, cycles, v4
q7, r, c, 4, 43690, 4, 0, 52306611
q7, d, c, 4, 43690, 4, 0, 71759465
q7, r, h, 4, 43690, 4, 0, 52293811
q7, d, h, 4, 43690, 4, 0, 71738937
q7, r, c, 4, 43690, 4, 0, 52309983
q7, d, c, 4, 43690, 4, 0, 71748128
q7, r, h, 4, 43690, 4, 0, 52314814
q7, d, h, 4, 43690, 4, 0, 71756465
q7, r, c, 4, 43690, 4, 0, 52295798
q7, d, c, 4, 43690, 4, 0, 71734984
q7, r, h, 4, 43690, 4, 0, 52304141
q7, d, h, 4, 43690, 4, 0, 71745034
q7, r, c, 4, 43690, 4, 0, 52307795
q7, d, c, 4, 43690, 4, 0, 71750265
q7, r, h, 4, 43690, 4, 0, 52315861
q7, d, h, 4, 43690, 4, 0, 71739261
q7, r, c, 4, 43690, 4, 0, 52313381
q7, d, c, 4, 43690, 4, 0, 71739842
q7, r, h, 4, 43690, 4, 0, 52304533
q7, d, h, 4, 43690, 4, 0, 71738212
q7, r, c, 4, 43690, 4, 0, 52291166
q7, d, c, 4, 43690, 4, 0, 71739134
q7, r, h, 4, 43690, 4, 0, 52314655
q7, d, h, 4, 43690, 4, 0, 71761626
q7, r, c, 4, 43690, 4, 0, 52310183
q7, d, c, 4, 43690, 4, 0, 71732053
q7, r, h, 4, 43690, 4, 0, 52326800
q7, d, h, 4, 43690, 4, 0, 71761374
q7, r, c, 4, 43690, 4, 0, 52315985
q7, d, c, 4, 43690, 4, 0, 71737891
q7, r, h, 4, 43690, 4, 0, 52316421
q7, d, h, 4, 43690, 4, 0, 71756788
q7, r, c, 4, 43690, 4, 0, 52301522
q7, d, c, 4, 43690, 4, 0, 71731993
q7, r, h, 4, 43690, 4, 0, 52315574
q7, d, h, 4, 43690, 4, 0, 71766441
q7, r, c, 4, 43690, 4, 0, 52298861
q7, d, c, 4, 43690, 4, 0, 71736716
q7, r, h, 4, 43690, 4, 0, 52296693
q7, d, h, 4, 43690, 4, 0, 71729918
q7, r, c, 4, 43690, 4, 0, 52299356
q7, d, c, 4, 43690, 4, 0, 71739362
q7, r, h, 4, 43690, 4, 0, 52302192
q7, d, h, 4, 43690, 4, 0, 71735766
q7, r, c, 4, 43690, 4, 0, 52300562
q7, d, c, 4, 43690, 4, 0, 71731861
q7, r, h, 4, 43690, 4, 0, 52316458
q7, d, h, 4, 43690, 4, 0, 71737401
q7, r, c, 4, 43690, 4, 0, 52299587
q7, d, c, 4, 43690, 4, 0, 71763102
q7, r, h, 4, 43690, 4, 0, 52295074
q7, d, h, 4, 43690, 4, 0, 71732418
q7, r, c, 4, 43690, 4, 0, 52306728
q7, d, c, 4, 43690, 4, 0, 71743531
q7, r, h, 4, 43690, 4, 0, 52307439
q7, d, h, 4, 43690, 4, 0, 71753615
q7, r, c, 4, 43690, 4, 0, 52296673
q7, d, c, 4, 43690, 4, 0, 71763943
q7, r, h, 4, 43690, 4, 0, 52298609
q7, d, h, 4, 43690, 4, 0, 71738105
q7, r, c, 4, 43690, 4, 0, 52294156
q7, d, c, 4, 43690, 4, 0, 71736064
q7, r, h, 4, 43690, 4, 0, 52298184
q7, d, h, 4, 43690, 4, 0, 71738623
q7, r, c, 4, 43690, 4, 0, 52309600
q7, d, c, 4, 43690, 4, 0, 71757562
q7, r, h, 4, 43690, 4, 0, 52303140
q7, d, h, 4, 43690, 4, 0, 71729902
q7, r, c, 4, 43690, 4, 0, 52329631
q7, d, c, 4, 43690, 4, 0, 71732234
q7, r, h, 4, 43690, 4, 0, 52293587
q7, d, h, 4, 43690, 4, 0, 71735470
q7, r, c, 4, 43690, 4, 0, 52314553
q7, d, c, 4, 43690, 4, 0, 71749968
q7, r, h, 4, 43690, 4, 0, 52302802
q7, d, h, 4, 43690, 4, 0, 71735165
q7, r, c, 4, 43690, 4, 0, 52319823
q7, d, c, 4, 43690, 4, 0, 71733251
q7, r, h, 4, 43690, 4, 0, 52290513
q7, d, h, 4, 43690, 4, 0, 71737992
q7, r, c, 4, 43690, 4, 0, 52308985
q7, d, c, 4, 43690, 4, 0, 71744400
q7, r, h, 4, 43690, 4, 0, 52307107
q7, d, h, 4, 43690, 4, 0, 71761442
q7, r, c, 4, 43690, 4, 0, 52302835
q7, d, c, 4, 43690, 4, 0, 71744502
q7, r, h, 4, 43690, 4, 0, 52293800
q7, d, h, 4, 43690, 4, 0, 71744104
q7, r, c, 4, 43690, 4, 0, 52302368
q7, d, c, 4, 43690, 4, 0, 71745282
q7, r, h, 4, 43690, 4, 0, 52300714
q7, d, h, 4, 43690, 4, 0, 71736412
q7, r, c, 4, 43690, 4, 0, 52314576
q7, d, c, 4, 43690, 4, 0, 71745535
q7, r, h, 4, 43690, 4, 0, 52303227
q7, d, h, 4, 43690, 4, 0, 71734552
q7, r, c, 4, 43690, 4, 0, 52297300
q7, d, c, 4, 43690, 4, 0, 71743337
q7, r, h, 4, 43690, 4, 0, 52317869
q7, d, h, 4, 43690, 4, 0, 71744866
q7, r, c, 4, 43690, 4, 0, 52295442
q7, d, c, 4, 43690, 4, 0, 71736357
q7, r, h, 4, 43690, 4, 0, 52293621
q7, d, h, 4, 43690, 4, 0, 71744713
q7, r, c, 4, 43690, 4, 0, 52298673
q7, d, c, 4, 43690, 4, 0, 71733302
q7, r, h, 4, 43690, 4, 0, 52300159
q7, d, h, 4, 43690, 4, 0, 71755285
q7, r, c, 4, 43690, 4, 0, 52294271
q7, d, c, 4, 43690, 4, 0, 71739181
q7, r, h, 4, 43690, 4, 0, 52310453
q7, d, h, 4, 43690, 4, 0, 71749931
q7, r, c, 4, 43690, 4, 0, 52298127
q7, d, c, 4, 43690, 4, 0, 71736772
q7, r, h, 4, 43690, 4, 0, 52308816
q7, d, h, 4, 43690, 4, 0, 71747235
q7, r, c, 8, 43690, 4, 0, 52306774
q7, d, c, 8, 43690, 4, 0, 71799981
q7, r, h, 8, 43690, 4, 0, 52295864
q7, d, h, 8, 43690, 4, 0, 71809429
q7, r, c, 8, 43690, 4, 0, 52298045
q7, d, c, 8, 43690, 4, 0, 71791606
q7, r, h, 8, 43690, 4, 0, 52317961
q7, d, h, 8, 43690, 4, 0, 71799484
q7, r, c, 8, 43690, 4, 0, 52303103
q7, d, c, 8, 43690, 4, 0, 71799482
q7, r, h, 8, 43690, 4, 0, 52301872
q7, d, h, 8, 43690, 4, 0, 71798230
q7, r, c, 8, 43690, 4, 0, 52293626
q7, d, c, 8, 43690, 4, 0, 71803037
q7, r, h, 8, 43690, 4, 0, 52306310
q7, d, h, 8, 43690, 4, 0, 71810084
q7, r, c, 8, 43690, 4, 0, 52312122
q7, d, c, 8, 43690, 4, 0, 71809152
q7, r, h, 8, 43690, 4, 0, 52297388
q7, d, h, 8, 43690, 4, 0, 71801974
q7, r, c, 8, 43690, 4, 0, 52306982
q7, d, c, 8, 43690, 4, 0, 71815028
q7, r, h, 8, 43690, 4, 0, 52294723
q7, d, h, 8, 43690, 4, 0, 71790032
q7, r, c, 8, 43690, 4, 0, 52852678
q7, d, c, 8, 43690, 4, 0, 72351128
q7, r, h, 8, 43690, 4, 0, 52293826
q7, d, h, 8, 43690, 4, 0, 71805177
q7, r, c, 8, 43690, 4, 0, 52306002
q7, d, c, 8, 43690, 4, 0, 71796854
q7, r, h, 8, 43690, 4, 0, 52293093
q7, d, h, 8, 43690, 4, 0, 71789432
q7, r, c, 8, 43690, 4, 0, 52300343
q7, d, c, 8, 43690, 4, 0, 71794739
q7, r, h, 8, 43690, 4, 0, 52311551
q7, d, h, 8, 43690, 4, 0, 71786742
q7, r, c, 8, 43690, 4, 0, 52298110
q7, d, c, 8, 43690, 4, 0, 71803605
q7, r, h, 8, 43690, 4, 0, 52308184
q7, d, h, 8, 43690, 4, 0, 71788012
q7, r, c, 8, 43690, 4, 0, 52303886
q7, d, c, 8, 43690, 4, 0, 71786372
q7, r, h, 8, 43690, 4, 0, 52294344
q7, d, h, 8, 43690, 4, 0, 71797139
q7, r, c, 8, 43690, 4, 0, 52301861
q7, d, c, 8, 43690, 4, 0, 71803661
q7, r, h, 8, 43690, 4, 0, 52317601
q7, d, h, 8, 43690, 4, 0, 71795411
q7, r, c, 8, 43690, 4, 0, 52304346
q7, d, c, 8, 43690, 4, 0, 71795216
q7, r, h, 8, 43690, 4, 0, 52304253
q7, d, h, 8, 43690, 4, 0, 71810415
q7, r, c, 8, 43690, 4, 0, 52296862
q7, d, c, 8, 43690, 4, 0, 71801048
q7, r, h, 8, 43690, 4, 0, 52316082
q7, d, h, 8, 43690, 4, 0, 71793261
q7, r, c, 8, 43690, 4, 0, 52321504
q7, d, c, 8, 43690, 4, 0, 71812569
q7, r, h, 8, 43690, 4, 0, 52302427
q7, d, h, 8, 43690, 4, 0, 71814585
q7, r, c, 8, 43690, 4, 0, 52297283
q7, d, c, 8, 43690, 4, 0, 71803920
q7, r, h, 8, 43690, 4, 0, 52321559
q7, d, h, 8, 43690, 4, 0, 71803574
q7, r, c, 8, 43690, 4, 0, 52300538
q7, d, c, 8, 43690, 4, 0, 71795479
q7, r, h, 8, 43690, 4, 0, 52294289
q7, d, h, 8, 43690, 4, 0, 71796953
q7, r, c, 8, 43690, 4, 0, 52310540
q7, d, c, 8, 43690, 4, 0, 71809608
q7, r, h, 8, 43690, 4, 0, 52292888
q7, d, h, 8, 43690, 4, 0, 71819370
q7, r, c, 8, 43690, 4, 0, 52305308
q7, d, c, 8, 43690, 4, 0, 71818572
q7, r, h, 8, 43690, 4, 0, 52299972
q7, d, h, 8, 43690, 4, 0, 71802719
q7, r, c, 8, 43690, 4, 0, 52305982
q7, d, c, 8, 43690, 4, 0, 71812100
q7, r, h, 8, 43690, 4, 0, 52306697
q7, d, h, 8, 43690, 4, 0, 71788899
q7, r, c, 8, 43690, 4, 0, 52315418
q7, d, c, 8, 43690, 4, 0, 71800268
q7, r, h, 8, 43690, 4, 0, 52300051
q7, d, h, 8, 43690, 4, 0, 71798640
q7, r, c, 8, 43690, 4, 0, 52297440
q7, d, c, 8, 43690, 4, 0, 71794836
q7, r, h, 8, 43690, 4, 0, 52306074
q7, d, h, 8, 43690, 4, 0, 71801350
q7, r, c, 8, 43690, 4, 0, 52299286
q7, d, c, 8, 43690, 4, 0, 71798045
q7, r, h, 8, 43690, 4, 0, 52296284
q7, d, h, 8, 43690, 4, 0, 71807723
q7, r, c, 8, 43690, 4, 0, 52295082
q7, d, c, 8, 43690, 4, 0, 71804763
q7, r, h, 8, 43690, 4, 0, 52296080
q7, d, h, 8, 43690, 4, 0, 71801424
q7, r, c, 8, 43690, 4, 0, 52309343
q7, d, c, 8, 43690, 4, 0, 71808241
q7, r, h, 8, 43690, 4, 0, 52293160
q7, d, h, 8, 43690, 4, 0, 71805178
q7, r, c, 8, 43690, 4, 0, 52295281
q7, d, c, 8, 43690, 4, 0, 71798594
q7, r, h, 8, 43690, 4, 0, 52292088
q7, d, h, 8, 43690, 4, 0, 71798494
q7, r, c, 8, 43690, 4, 0, 52298880
q7, d, c, 8, 43690, 4, 0, 71797522
q7, r, h, 8, 43690, 4, 0, 52306489
q7, d, h, 8, 43690, 4, 0, 71804887
q7, r, c, 8, 43690, 4, 0, 52303266
q7, d, c, 8, 43690, 4, 0, 71790040
q7, r, h, 8, 43690, 4, 0, 52298311
q7, d, h, 8, 43690, 4, 0, 71802922
q7, r, c, 8, 43690, 4, 0, 52306146
q7, d, c, 8, 43690, 4, 0, 71799276
q7, r, h, 8, 43690, 4, 0, 52303255
q7, d, h, 8, 43690, 4, 0, 71800797
q7, r, c, 12, 43690, 4, 0, 52316738
q7, d, c, 12, 43690, 4, 0, 71834222
q7, r, h, 12, 43690, 4, 0, 52293261
q7, d, h, 12, 43690, 4, 0, 71849603
q7, r, c, 12, 43690, 4, 0, 52306121
q7, d, c, 12, 43690, 4, 0, 71871877
q7, r, h, 12, 43690, 4, 0, 52309097
q7, d, h, 12, 43690, 4, 0, 71858299
q7, r, c, 12, 43690, 4, 0, 52314094
q7, d, c, 12, 43690, 4, 0, 71858220
q7, r, h, 12, 43690, 4, 0, 52293518
q7, d, h, 12, 43690, 4, 0, 71849808
q7, r, c, 12, 43690, 4, 0, 52412124
q7, d, c, 12, 43690, 4, 0, 71848908
q7, r, h, 12, 43690, 4, 0, 52416302
q7, d, h, 12, 43690, 4, 0, 71869554
q7, r, c, 12, 43690, 4, 0, 52319384
q7, d, c, 12, 43690, 4, 0, 71846544
q7, r, h, 12, 43690, 4, 0, 52332973
q7, d, h, 12, 43690, 4, 0, 71855664
q7, r, c, 12, 43690, 4, 0, 52403780
q7, d, c, 12, 43690, 4, 0, 71857444
q7, r, h, 12, 43690, 4, 0, 52424618
q7, d, h, 12, 43690, 4, 0, 71870312
q7, r, c, 12, 43690, 4, 0, 52300314
q7, d, c, 12, 43690, 4, 0, 71844636
q7, r, h, 12, 43690, 4, 0, 52304324
q7, d, h, 12, 43690, 4, 0, 71860942
q7, r, c, 12, 43690, 4, 0, 52404407
q7, d, c, 12, 43690, 4, 0, 71870249
q7, r, h, 12, 43690, 4, 0, 52423448
q7, d, h, 12, 43690, 4, 0, 71866463
q7, r, c, 12, 43690, 4, 0, 52428634
q7, d, c, 12, 43690, 4, 0, 71840892
q7, r, h, 12, 43690, 4, 0, 52432835
q7, d, h, 12, 43690, 4, 0, 71853894
q7, r, c, 12, 43690, 4, 0, 52309025
q7, d, c, 12, 43690, 4, 0, 71861399
q7, r, h, 12, 43690, 4, 0, 52319706
q7, d, h, 12, 43690, 4, 0, 71851214
q7, r, c, 12, 43690, 4, 0, 52302513
q7, d, c, 12, 43690, 4, 0, 71851835
q7, r, h, 12, 43690, 4, 0, 52302222
q7, d, h, 12, 43690, 4, 0, 71848300
q7, r, c, 12, 43690, 4, 0, 52442499
q7, d, c, 12, 43690, 4, 0, 71860226
q7, r, h, 12, 43690, 4, 0, 52455294
q7, d, h, 12, 43690, 4, 0, 71855209
q7, r, c, 12, 43690, 4, 0, 52298112
q7, d, c, 12, 43690, 4, 0, 71837254
q7, r, h, 12, 43690, 4, 0, 52304812
q7, d, h, 12, 43690, 4, 0, 71862673
q7, r, c, 12, 43690, 4, 0, 52294412
q7, d, c, 12, 43690, 4, 0, 71852304
q7, r, h, 12, 43690, 4, 0, 52288249
q7, d, h, 12, 43690, 4, 0, 71850885
q7, r, c, 12, 43690, 4, 0, 52305643
q7, d, c, 12, 43690, 4, 0, 71863559
q7, r, h, 12, 43690, 4, 0, 52299522
q7, d, h, 12, 43690, 4, 0, 71856249
q7, r, c, 12, 43690, 4, 0, 52424492
q7, d, c, 12, 43690, 4, 0, 71854743
q7, r, h, 12, 43690, 4, 0, 52425346
q7, d, h, 12, 43690, 4, 0, 71838337
q7, r, c, 12, 43690, 4, 0, 52402230
q7, d, c, 12, 43690, 4, 0, 71862690
q7, r, h, 12, 43690, 4, 0, 52397170
q7, d, h, 12, 43690, 4, 0, 71862195
q7, r, c, 12, 43690, 4, 0, 52405408
q7, d, c, 12, 43690, 4, 0, 71844230
q7, r, h, 12, 43690, 4, 0, 52401397
q7, d, h, 12, 43690, 4, 0, 71852424
q7, r, c, 12, 43690, 4, 0, 52454329
q7, d, c, 12, 43690, 4, 0, 71841804
q7, r, h, 12, 43690, 4, 0, 52468158
q7, d, h, 12, 43690, 4, 0, 71872030
q7, r, c, 12, 43690, 4, 0, 52319425
q7, d, c, 12, 43690, 4, 0, 71849435
q7, r, h, 12, 43690, 4, 0, 52314991
q7, d, h, 12, 43690, 4, 0, 71847457
q7, r, c, 12, 43690, 4, 0, 52364235
q7, d, c, 12, 43690, 4, 0, 71859491
q7, r, h, 12, 43690, 4, 0, 52366733
q7, d, h, 12, 43690, 4, 0, 71848418
q7, r, c, 12, 43690, 4, 0, 52321133
q7, d, c, 12, 43690, 4, 0, 71857995
q7, r, h, 12, 43690, 4, 0, 52329978
q7, d, h, 12, 43690, 4, 0, 71865089
q7, r, c, 12, 43690, 4, 0, 52306420
q7, d, c, 12, 43690, 4, 0, 71857952
q7, r, h, 12, 43690, 4, 0, 52296009
q7, d, h, 12, 43690, 4, 0, 71849014
q7, r, c, 12, 43690, 4, 0, 52291691
q7, d, c, 12, 43690, 4, 0, 71849933
q7, r, h, 12, 43690, 4, 0, 52292519
q7, d, h, 12, 43690, 4, 0, 71844997
q7, r, c, 12, 43690, 4, 0, 52314733
q7, d, c, 12, 43690, 4, 0, 71855526
q7, r, h, 12, 43690, 4, 0, 52298489
q7, d, h, 12, 43690, 4, 0, 71848047
q7, r, c, 12, 43690, 4, 0, 52289102
q7, d, c, 12, 43690, 4, 0, 71854499
q7, r, h, 12, 43690, 4, 0, 52302586
q7, d, h, 12, 43690, 4, 0, 71858408
q7, r, c, 12, 43690, 4, 0, 52423021
q7, d, c, 12, 43690, 4, 0, 71850400
q7, r, h, 12, 43690, 4, 0, 52435578
q7, d, h, 12, 43690, 4, 0, 71875233
q7, r, c, 12, 43690, 4, 0, 52306134
q7, d, c, 12, 43690, 4, 0, 71859984
q7, r, h, 12, 43690, 4, 0, 52292256
q7, d, h, 12, 43690, 4, 0, 71845631
q7, r, c, 12, 43690, 4, 0, 52290056
q7, d, c, 12, 43690, 4, 0, 71843599
q7, r, h, 12, 43690, 4, 0, 52310121
q7, d, h, 12, 43690, 4, 0, 71870398
q7, r, c, 16, 43690, 4, 0, 52318431
q7, d, c, 16, 43690, 4, 0, 74623409
q7, r, h, 16, 43690, 4, 0, 52316194
q7, d, h, 16, 43690, 4, 0, 74629106
