bench, mem, temp, row_size, row_count, col_width, cycles, res.l1_references, res.l1_refills, res.l2_references, res.l2_refills, res.inst_retired
q1, d, -, 0, 512, 65536, 8, 5320431
q1,  r,  c,  0,  512, 65536,  8, 1465305
q1, d, -, 0, 512, 65536, 8, 5227880
q1,  r,  c,  0,  512, 65536,  8, 1471202
q1, d, -, 0, 512, 65536, 8, 4654065
q1,  r,  c,  0,  512, 65536,  8, 1491995
q1, d, -, 0, 512, 65536, 8, 5251276
q1,  r,  c,  0,  512, 65536,  8, 1461025
q1, d, -, 0, 512, 65536, 8, 5772414
q1,  r,  c,  0,  512, 65536,  8, 1457027
q1, d, -, 0, 512, 65536, 8, 5236012
q1,  r,  c,  0,  512, 65536,  8, 1460368
q1, d, -, 0, 512, 65536, 8, 5163809
q1,  r,  c,  0,  512, 65536,  8, 1460220
q1, d, -, 0, 512, 65536, 8, 4246870
q1,  r,  c,  0,  512, 65536,  8, 1512685
q1, d, -, 0, 512, 65536, 8, 5261213
q1,  r,  c,  0,  512, 65536,  8, 1456086
q1, d, -, 0, 512, 65536, 8, 5013109
q1,  r,  c,  0,  512, 65536,  8, 1455750
q1, d, -, 0, 512, 131072, 8, 11271201
q1,  r,  c,  0,  512, 131072,  8, 2929493
q1, d, -, 0, 512, 131072, 8, 11305886
q1,  r,  c,  0,  512, 131072,  8, 2916112
q1, d, -, 0, 512, 131072, 8, 10340256
q1,  r,  c,  0,  512, 131072,  8, 2946506
q1, d, -, 0, 512, 131072, 8, 8886004
q1,  r,  c,  0,  512, 131072,  8, 2917828
q1, d, -, 0, 512, 131072, 8, 11492175
q1,  r,  c,  0,  512, 131072,  8, 2949392
q1, d, -, 0, 512, 131072, 8, 10079326
q1,  r,  c,  0,  512, 131072,  8, 2911398
q1, d, -, 0, 512, 131072, 8, 10197841
q1,  r,  c,  0,  512, 131072,  8, 2924540
q1, d, -, 0, 512, 131072, 8, 10628708
q1,  r,  c,  0,  512, 131072,  8, 2909954
q1, d, -, 0, 512, 131072, 8, 11425862
q1,  r,  c,  0,  512, 131072,  8, 2977047
q1, d, -, 0, 512, 131072, 8, 10790738
q1,  r,  c,  0,  512, 131072,  8, 2911183
q1, d, -, 0, 512, 262144, 8, 20385292
q1,  r,  c,  0,  512, 262144,  8, 5837929
q1, d, -, 0, 512, 262144, 8, 22748659
q1,  r,  c,  0,  512, 262144,  8, 5837460
q1, d, -, 0, 512, 262144, 8, 21250791
q1,  r,  c,  0,  512, 262144,  8, 5854023
q1, d, -, 0, 512, 262144, 8, 22687380
q1,  r,  c,  0,  512, 262144,  8, 5851109
q1, d, -, 0, 512, 262144, 8, 23779579
q1,  r,  c,  0,  512, 262144,  8, 5872473
q1, d, -, 0, 512, 262144, 8, 20124657
q1,  r,  c,  0,  512, 262144,  8, 5865212
q1, d, -, 0, 512, 262144, 8, 22740302
