bench, mem, temp, row_size, row_count, col_width, cycles, l1_references, l1_refills, l2_references, l2_refills, inst_retired
q3, r, c, 16, 43690, 4, 203023, 429035, 107, 11013, 5487, 858064
q3, r, h, 16, 43690, 4, 102111, 429034, 97, 10832, 1281, 858063
q3, d, -, 16, 43690, 4, 117961, 478674, 212, 21939, 10947, 1001034
q3, c, -, 16, 43690, 4, 147179, 478673, 778, 10991, 5431, 1100333
q3, r, c, 16, 43690, 4, 203244, 429036, 112, 11020, 5489, 858066
q3, r, h, 16, 43690, 4, 102418, 429035, 131, 10833, 1486, 858064
q3, d, -, 16, 43690, 4, 116613, 478673, 206, 21930, 10956, 1001031
q3, c, -, 16, 43690, 4, 147784, 478673, 745, 11007, 5444, 1100334
q3, r, c, 16, 43690, 4, 203240, 429036, 115, 11018, 5491, 858066
q3, r, h, 16, 43690, 4, 102181, 429035, 98, 10670, 1360, 858064
q3, d, -, 16, 43690, 4, 116567, 478674, 204, 21928, 10955, 1001032
q3, c, -, 16, 43690, 4, 149006, 478673, 839, 11010, 5430, 1100334
q3, r, c, 16, 43690, 4, 203463, 429035, 493, 10991, 5481, 858065
q3, r, h, 16, 43690, 4, 102622, 429035, 121, 10671, 1369, 858064
q3, d, -, 16, 43690, 4, 116609, 478674, 206, 21929, 10948, 1001032
q3, c, -, 16, 43690, 4, 149986, 478674, 787, 11025, 5434, 1100334
q3, r, c, 16, 43690, 4, 203126, 429036, 122, 10997, 5486, 858066
q3, r, h, 16, 43690, 4, 101985, 429035, 91, 10718, 1427, 858064
q3, d, -, 16, 43690, 4, 116556, 478674, 204, 21928, 10948, 1001032
q3, c, -, 16, 43690, 4, 148135, 478673, 805, 11058, 5435, 1100334
q3, r, c, 16, 43690, 4, 203089, 429036, 106, 10998, 5484, 858066
q3, r, h, 16, 43690, 4, 101996, 429035, 100, 10811, 1287, 858064
q3, d, -, 16, 43690, 4, 116619, 478673, 208, 21931, 10946, 1001031
q3, c, -, 16, 43690, 4, 147795, 478673, 842, 11004, 5424, 1100333
q3, r, c, 16, 43690, 4, 203125, 429035, 98, 10987, 5488, 858064
q3, r, h, 16, 43690, 4, 103386, 429035, 126, 10875, 1318, 858066
q3, d, -, 16, 43690, 4, 116517, 478674, 209, 21937, 10949, 1001032
q3, c, -, 16, 43690, 4, 148101, 478674, 788, 11044, 5435, 1100334
q3, r, c, 16, 43690, 4, 205423, 429035, 2587, 11085, 5492, 858065
q3, r, h, 16, 43690, 4, 101964, 429035, 92, 10577, 1206, 858064
q3, d, -, 16, 43690, 4, 116560, 478674, 207, 21935, 10954, 1001032
q3, c, -, 16, 43690, 4, 147578, 478673, 808, 11019, 5438, 1100333
q3, r, c, 16, 43690, 4, 203103, 429036, 104, 10995, 5484, 858066
q3, r, h, 16, 43690, 4, 101952, 429035, 109, 10814, 1271, 858064
q3, d, -, 16, 43690, 4, 116505, 478674, 204, 21929, 10943, 1001032
q3, c, -, 16, 43690, 4, 147301, 478674, 787, 10962, 5429, 1100334
q3, r, c, 16, 43690, 4, 206339, 429037, 107, 10990, 5477, 858066
q3, r, h, 16, 43690, 4, 102566, 429035, 122, 10819, 1471, 858064
q3, d, -, 16, 43690, 4, 116568, 478673, 208, 21932, 10948, 1001031
q3, c, -, 16, 43690, 4, 147607, 478673, 840, 11038, 5420, 1100333
q3, r, c, 32, 43690, 4, 203314, 429035, 99, 10998, 5492, 858064
q3, r, h, 32, 43690, 4, 105443, 429035, 476, 10977, 1428, 858065
q3, d, -, 32, 43690, 4, 120403, 478674, 409, 43842, 21890, 1001032
q3, c, -, 32, 43690, 4, 146564, 478673, 717, 11015, 5442, 1100333
q3, r, c, 32, 43690, 4, 203180, 429036, 115, 11016, 5487, 858066
q3, r, h, 32, 43690, 4, 102156, 429035, 102, 10838, 1250, 858064
q3, d, -, 32, 43690, 4, 120246, 478674, 403, 43816, 21897, 1001032
q3, c, -, 32, 43690, 4, 148054, 478674, 836, 10981, 5419, 1100334
q3, r, c, 32, 43690, 4, 203321, 429036, 150, 11003, 5485, 858066
q3, r, h, 32, 43690, 4, 102125, 429035, 93, 10810, 1284, 858064
q3, d, -, 32, 43690, 4, 120247, 478673, 395, 43813, 21881, 1001031
q3, c, -, 32, 43690, 4, 147704, 478673, 810, 11023, 5433, 1100333
q3, r, c, 32, 43690, 4, 203347, 429036, 102, 10991, 5487, 858066
q3, r, h, 32, 43690, 4, 102642, 429035, 183, 10818, 1280, 858064
q3, d, -, 32, 43690, 4, 120148, 478673, 402, 43816, 21890, 1001031
q3, c, -, 32, 43690, 4, 148233, 478673, 858, 10977, 5421, 1100333
q3, r, c, 32, 43690, 4, 203198, 429036, 118, 11003, 5485, 858066
q3, r, h, 32, 43690, 4, 102514, 429035, 147, 10838, 1249, 858064
q3, d, -, 32, 43690, 4, 120388, 478674, 410, 43841, 21895, 1001032
q3, c, -, 32, 43690, 4, 146989, 478674, 780, 11059, 5437, 1100334
q3, r, c, 32, 43690, 4, 203210, 429036, 107, 11012, 5488, 858066
q3, r, h, 32, 43690, 4, 101958, 429035, 95, 10837, 1369, 858064
q3, d, -, 32, 43690, 4, 120471, 478674, 407, 43820, 21893, 1001032
q3, c, -, 32, 43690, 4, 146648, 478673, 718, 10997, 5438, 1100333
q3, r, c, 32, 43690, 4, 203091, 429035, 99, 10993, 5487, 858064
q3, r, h, 32, 43690, 4, 103107, 429036, 115, 10952, 1245, 858068
q3, d, -, 32, 43690, 4, 120240, 478673, 403, 43822, 21888, 1001031
q3, c, -, 32, 43690, 4, 148140, 478673, 881, 10954, 5419, 1100333
q3, r, c, 32, 43690, 4, 203254, 429036, 115, 11015, 5487, 858066
q3, r, h, 32, 43690, 4, 103277, 429035, 245, 10876, 1090, 858064
q3, d, -, 32, 43690, 4, 122381, 478673, 411, 43837, 21896, 1001034
q3, c, -, 32, 43690, 4, 148681, 478673, 823, 11011, 5431, 1100334
q3, r, c, 32, 43690, 4, 203206, 429035, 182, 11016, 5486, 858066
q3, r, h, 32, 43690, 4, 102538, 429035, 137, 10792, 1206, 858064
q3, d, -, 32, 43690, 4, 120390, 478674, 409, 43842, 21896, 1001032
q3, c, -, 32, 43690, 4, 147621, 478673, 771, 11006, 5430, 1100335
q3, r, c, 32, 43690, 4, 203237, 429035, 110, 11005, 5485, 858067
q3, r, h, 32, 43690, 4, 101958, 429035, 93, 10851, 1028, 858064
q3, d, -, 32, 43690, 4, 120333, 478674, 390, 43800, 21887, 1001032
q3, c, -, 32, 43690, 4, 147289, 478674, 792, 10977, 5425, 1100334
q3, r, c, 64, 43690, 4, 203421, 429035, 104, 11006, 5487, 858064
q3, r, h, 64, 43690, 4, 102023, 429035, 94, 10831, 1152, 858064
q3, d, -, 64, 43690, 4, 135330, 478674, 814, 87628, 43780, 1001033
q3, c, -, 64, 43690, 4, 148259, 478674, 888, 10999, 5414, 1100334
q3, r, c, 64, 43690, 4, 203391, 429035, 98, 10990, 5487, 858064
q3, r, h, 64, 43690, 4, 103091, 429035, 104, 10860, 1234, 858065
q3, d, -, 64, 43690, 4, 132797, 478674, 809, 87640, 43790, 1001032
q3, c, -, 64, 43690, 4, 146803, 478673, 739, 11003, 5435, 1100333
q3, r, c, 64, 43690, 4, 203224, 429036, 111, 10999, 5485, 858066
q3, r, h, 64, 43690, 4, 101923, 429035, 105, 10828, 1164, 858064
q3, d, -, 64, 43690, 4, 132776, 478673, 790, 87609, 43770, 1001031
q3, c, -, 64, 43690, 4, 146261, 478673, 715, 11029, 5442, 1100333
q3, r, c, 64, 43690, 4, 203206, 429035, 106, 11005, 5487, 858064
q3, r, h, 64, 43690, 4, 102950, 429035, 104, 10977, 1282, 858067
q3, d, -, 64, 43690, 4, 132838, 478674, 789, 87605, 43761, 1001032
q3, c, -, 64, 43690, 4, 147177, 478674, 705, 11048, 5445, 1100336
q3, r, c, 64, 43690, 4, 203206, 429035, 102, 11004, 5487, 858064
q3, r, h, 64, 43690, 4, 103508, 429036, 164, 10869, 1202, 858067
q3, d, -, 64, 43690, 4, 132624, 478673, 803, 87634, 43765, 1001031
q3, c, -, 64, 43690, 4, 146986, 478673, 751, 10993, 5434, 1100333
q3, r, c, 64, 43690, 4, 203477, 429036, 109, 11005, 5489, 858067
q3, r, h, 64, 43690, 4, 101925, 429035, 93, 10857, 1272, 858064
q3, d, -, 64, 43690, 4, 132789, 478674, 767, 87553, 43755, 1001032
q3, c, -, 64, 43690, 4, 147085, 478673, 769, 11010, 5424, 1100333
q3, r, c, 64, 43690, 4, 204910, 429035, 1806, 11048, 5491, 858065
q3, r, h, 64, 43690, 4, 102005, 429035, 103, 10706, 1237, 858064
q3, d, -, 64, 43690, 4, 132824, 478673, 810, 87642, 43775, 1001031
q3, c, -, 64, 43690, 4, 147810, 478675, 747, 11063, 5435, 1100336
q3, r, c, 64, 43690, 4, 203476, 429036, 140, 11019, 5488, 858066
