bench, mem, row_size, row_count, col_count, cycles
projectivity, d, 64, 32768, 11, 1212129
projectivity, c, 64, 32768, 11, 1499549
projectivity, r, 64, 32768, 11, 795217
projectivity, d, 64, 32768, 11, 1211992
projectivity, c, 64, 32768, 11, 1501459
projectivity, r, 64, 32768, 11, 819748
projectivity, d, 64, 32768, 11, 1216585
projectivity, c, 64, 32768, 11, 1534007
projectivity, r, 64, 32768, 11, 797562
projectivity, d, 64, 32768, 11, 1235862
projectivity, c, 64, 32768, 11, 1501892
projectivity, r, 64, 32768, 11, 795201
projectivity, d, 64, 32768, 11, 1213821
projectivity, c, 64, 32768, 11, 1498330
projectivity, r, 64, 32768, 11, 795331
projectivity, d, 64, 32768, 11, 1212175
projectivity, c, 64, 32768, 11, 1531155
projectivity, r, 64, 32768, 11, 795167
projectivity, d, 64, 32768, 11, 1212163
projectivity, c, 64, 32768, 11, 1506918
projectivity, r, 64, 32768, 11, 796443
projectivity, d, 64, 32768, 11, 1213566
projectivity, c, 64, 32768, 11, 1499645
projectivity, r, 64, 32768, 11, 795717
projectivity, d, 64, 32768, 11, 1212430
projectivity, c, 64, 32768, 11, 1497017
projectivity, r, 64, 32768, 11, 818124
projectivity, d, 64, 32768, 11, 1224947
projectivity, c, 64, 32768, 11, 1501879
projectivity, r, 64, 32768, 11, 827393
projectivity, d, 64, 32768, 11, 1212355
projectivity, c, 64, 32768, 11, 1493996
projectivity, r, 64, 32768, 11, 799093
projectivity, d, 64, 32768, 11, 1213206
projectivity, c, 64, 32768, 11, 1516792
projectivity, r, 64, 32768, 11, 794535
projectivity, d, 64, 32768, 11, 1212411
projectivity, c, 64, 32768, 11, 1498454
projectivity, r, 64, 32768, 11, 795742
projectivity, d, 64, 32768, 11, 1212068
projectivity, c, 64, 32768, 11, 1506481
projectivity, r, 64, 32768, 11, 797252
projectivity, d, 64, 32768, 11, 1212104
projectivity, c, 64, 32768, 11, 1503944
projectivity, r, 64, 32768, 11, 795243
projectivity, d, 64, 32768, 11, 1224424
projectivity, c, 64, 32768, 11, 1505571
projectivity, r, 64, 32768, 11, 799356
projectivity, d, 64, 32768, 11, 1213368
projectivity, c, 64, 32768, 11, 1545454
projectivity, r, 64, 32768, 11, 794883
projectivity, d, 64, 32768, 11, 1212122
projectivity, c, 64, 32768, 11, 1517879
projectivity, r, 64, 32768, 11, 815340
projectivity, d, 64, 32768, 11, 1211790
projectivity, c, 64, 32768, 11, 1535594
