bench, mem, temp, row_size, row_count, col_width, cycles, l1_references, l1_refills, l2_references, l2_refills, inst_retired
q1, r, c, 16, 43690, 4, 213392, 1179678, 98, 10969, 5476, 2140899
q1, r, h, 16, 43690, 4, 214634, 1179680, 128, 10872, 987, 2140902
q1, d, -, 16, 43690, 4, 293971, 1267057, 208, 21943, 10942, 2752558
q1, c, -, 16, 43690, 4, 293347, 961241, 109, 10976, 5476, 2359376
q1, r, c, 16, 43690, 4, 214269, 1179680, 113, 10989, 5477, 2140902
q1, r, h, 16, 43690, 4, 212058, 1179677, 157, 10652, 1213, 2140898
q1, d, -, 16, 43690, 4, 294635, 1267056, 210, 21943, 10938, 2752558
q1, c, -, 16, 43690, 4, 293407, 961241, 107, 10977, 5478, 2359375
q1, r, c, 16, 43690, 4, 214321, 1179677, 112, 10992, 5475, 2140899
q1, r, h, 16, 43690, 4, 212182, 1179677, 164, 10635, 1308, 2140898
q1, d, -, 16, 43690, 4, 294821, 1267056, 209, 21944, 10950, 2752560
q1, c, -, 16, 43690, 4, 293440, 961241, 111, 10985, 5475, 2359376
q1, r, c, 16, 43690, 4, 214331, 1179679, 110, 10986, 5477, 2140901
q1, r, h, 16, 43690, 4, 212053, 1179677, 117, 10757, 1146, 2140898
q1, d, -, 16, 43690, 4, 294772, 1267057, 229, 21970, 10945, 2752560
q1, c, -, 16, 43690, 4, 295915, 961242, 172, 11015, 5480, 2359377
q1, r, c, 16, 43690, 4, 213339, 1179678, 102, 10975, 5475, 2140899
q1, r, h, 16, 43690, 4, 213400, 1179677, 199, 10959, 1130, 2140899
q1, d, -, 16, 43690, 4, 294118, 1267056, 210, 21929, 10952, 2752557
q1, c, -, 16, 43690, 4, 292577, 961241, 107, 10981, 5478, 2359374
q1, r, c, 16, 43690, 4, 213363, 1179677, 98, 10965, 5477, 2140898
q1, r, h, 16, 43690, 4, 215900, 1179680, 630, 11024, 1324, 2140902
