bench, mem, temp, row_size, row_count, col_width, cycles, l1_references, l1_refills, l2_references, l2_refills, inst_retired
q2, r, c, 16, 43690, 4, 145363, 581681, 96, 10957, 5477, 1169362
q2, r, h, 16, 43690, 4, 143444, 581681, 98, 10786, 1228, 1169362
q2, d, -, 16, 43690, 4, 167147, 663062, 217, 21963, 10944, 1369810
q2, r, c, 16, 43690, 4, 145365, 581681, 102, 10974, 5480, 1169362
q2, r, h, 16, 43690, 4, 144920, 581681, 213, 10900, 1234, 1169363
q2, d, -, 16, 43690, 4, 163318, 663062, 203, 21928, 10948, 1369809
q2, r, c, 16, 43690, 4, 145377, 581682, 99, 10972, 5473, 1169363
q2, r, h, 16, 43690, 4, 143990, 581681, 118, 10768, 1282, 1169362
q2, d, -, 16, 43690, 4, 164960, 663062, 206, 21931, 10947, 1369810
q2, r, c, 16, 43690, 4, 145420, 581681, 103, 10982, 5482, 1169362
q2, r, h, 16, 43690, 4, 144738, 581681, 123, 10827, 1048, 1169363
q2, d, -, 16, 43690, 4, 163256, 663062, 204, 21929, 10945, 1369809
q2, r, c, 16, 43690, 4, 145377, 581681, 96, 10959, 5478, 1169362
q2, r, h, 16, 43690, 4, 143381, 581682, 93, 10746, 1268, 1169362
q2, d, -, 16, 43690, 4, 164955, 663062, 210, 21938, 10952, 1369811
q2, r, c, 16, 43690, 4, 148203, 581681, 102, 10983, 5478, 1169363
q2, r, h, 16, 43690, 4, 144224, 581681, 186, 10945, 1376, 1169362
q2, d, -, 16, 43690, 4, 163224, 663062, 196, 21912, 10943, 1369809
q2, r, c, 16, 43690, 4, 145334, 581682, 96, 10960, 5476, 1169363
q2, r, h, 16, 43690, 4, 145277, 581681, 207, 10916, 1217, 1169363
q2, d, -, 16, 43690, 4, 163332, 663062, 213, 21949, 10948, 1369809
q2, r, c, 16, 43690, 4, 145389, 581681, 100, 10971, 5478, 1169362
q2, r, h, 16, 43690, 4, 143852, 581682, 122, 10775, 1219, 1169362
q2, d, -, 16, 43690, 4, 164795, 663062, 215, 21949, 10943, 1369811
q2, r, c, 16, 43690, 4, 146241, 581681, 109, 10989, 5476, 1169363
q2, r, h, 16, 43690, 4, 144644, 581681, 264, 10826, 1240, 1169362
q2, d, -, 16, 43690, 4, 163386, 663062, 201, 21922, 10947, 1369809
q2, r, c, 16, 43690, 4, 145353, 581681, 95, 10962, 5476, 1169362
q2, r, h, 16, 43690, 4, 144748, 581681, 124, 10962, 1343, 1169363
q2, d, -, 16, 43690, 4, 163338, 663062, 210, 21938, 10953, 1369809
q2, r, c, 32, 43690, 4, 145413, 581681, 97, 10966, 5480, 1169362
q2, r, h, 32, 43690, 4, 144319, 581681, 143, 10916, 1295, 1169363
q2, d, -, 32, 43690, 4, 166566, 663062, 387, 43799, 21870, 1369809
q2, r, c, 32, 43690, 4, 145423, 581682, 105, 10980, 5481, 1169363
q2, r, h, 32, 43690, 4, 143788, 581681, 164, 10774, 1078, 1169362
q2, d, -, 32, 43690, 4, 168891, 663062, 382, 43792, 21875, 1369810
q2, r, c, 32, 43690, 4, 146258, 581681, 107, 10968, 5478, 1169363
q2, r, h, 32, 43690, 4, 143454, 581681, 88, 10776, 1166, 1169362
q2, d, -, 32, 43690, 4, 166566, 663062, 373, 43774, 21872, 1369809
q2, r, c, 32, 43690, 4, 145369, 581681, 105, 10985, 5475, 1169362
q2, r, h, 32, 43690, 4, 146705, 581681, 352, 10932, 1252, 1169362
q2, d, -, 32, 43690, 4, 166897, 663062, 404, 43835, 21892, 1369809
q2, r, c, 32, 43690, 4, 145338, 581682, 96, 10962, 5478, 1169362
q2, r, h, 32, 43690, 4, 144322, 581681, 110, 10807, 933, 1169363
q2, d, -, 32, 43690, 4, 166967, 663062, 407, 43842, 21901, 1369809
q2, r, c, 32, 43690, 4, 145319, 581682, 96, 10956, 5475, 1169363
q2, r, h, 32, 43690, 4, 143585, 581681, 131, 10947, 907, 1169362
q2, d, -, 32, 43690, 4, 173370, 663062, 418, 43868, 21889, 1369810
q2, r, c, 32, 43690, 4, 145393, 581681, 103, 10977, 5479, 1169362
q2, r, h, 32, 43690, 4, 144183, 581681, 203, 10954, 1098, 1169362
q2, d, -, 32, 43690, 4, 169161, 663062, 404, 43837, 21887, 1369810
q2, r, c, 32, 43690, 4, 145323, 581683, 91, 10957, 5477, 1169363
q2, r, h, 32, 43690, 4, 143380, 581681, 145, 10950, 1224, 1169362
q2, d, -, 32, 43690, 4, 168749, 663063, 415, 43856, 21893, 1369811
q2, r, c, 32, 43690, 4, 145359, 581682, 95, 10960, 5477, 1169363
q2, r, h, 32, 43690, 4, 143285, 581681, 91, 10770, 1281, 1169362
q2, d, -, 32, 43690, 4, 168687, 663062, 408, 43833, 21884, 1369810
q2, r, c, 32, 43690, 4, 145361, 581683, 95, 10962, 5476, 1169363
q2, r, h, 32, 43690, 4, 143500, 581681, 88, 10944, 1362, 1169362
q2, d, -, 32, 43690, 4, 167477, 663062, 371, 43776, 21871, 1369810
q2, r, c, 64, 43690, 4, 145325, 581682, 99, 10972, 5476, 1169363
q2, r, h, 64, 43690, 4, 144573, 581682, 202, 10952, 1182, 1169362
q2, d, -, 64, 43690, 4, 177986, 663062, 810, 87652, 43785, 1369810
q2, r, c, 64, 43690, 4, 145354, 581683, 108, 10985, 5477, 1169363
q2, r, h, 64, 43690, 4, 143843, 581682, 178, 10825, 1167, 1169362
q2, d, -, 64, 43690, 4, 177199, 663063, 798, 87629, 43762, 1369812
q2, r, c, 64, 43690, 4, 145342, 581683, 99, 10971, 5477, 1169363
q2, r, h, 64, 43690, 4, 146660, 581682, 474, 10957, 931, 1169365
q2, d, -, 64, 43690, 4, 176214, 663062, 792, 87618, 43763, 1369809
q2, r, c, 64, 43690, 4, 145360, 581681, 101, 10978, 5475, 1169362
q2, r, h, 64, 43690, 4, 143447, 581681, 95, 10945, 1085, 1169362
q2, d, -, 64, 43690, 4, 182335, 663062, 807, 87662, 43787, 1369811
q2, r, c, 64, 43690, 4, 145342, 581682, 103, 10983, 5476, 1169363
q2, r, h, 64, 43690, 4, 144611, 581681, 151, 10819, 1155, 1169363
q2, d, -, 64, 43690, 4, 176147, 663062, 816, 87663, 43764, 1369809
q2, r, c, 64, 43690, 4, 145362, 581682, 98, 10961, 5476, 1169363
q2, r, h, 64, 43690, 4, 144401, 581681, 101, 10960, 1352, 1169363
q2, d, -, 64, 43690, 4, 176103, 663062, 809, 87632, 43774, 1369809
q2, r, c, 64, 43690, 4, 146174, 581682, 114, 11001, 5479, 1169364
