bench, mem, temp, row_size, row_count, col_width, offset, cycles
sum, r, c, 64, 262144, 4, 0, 11841906
sum, d, c, 64, 262144, 4, 0, 656761
sum, r, h, 64, 262144, 4, 0, 444661
sum, d, h, 64, 262144, 4, 0, 657514
sum, r, c, 64, 262144, 4, 0, 11847814
sum, d, c, 64, 262144, 4, 0, 659477
sum, r, h, 64, 262144, 4, 0, 445031
sum, d, h, 64, 262144, 4, 0, 658695
sum, r, c, 64, 262144, 4, 0, 11840959
sum, d, c, 64, 262144, 4, 0, 655824
sum, r, h, 64, 262144, 4, 0, 447272
sum, d, h, 64, 262144, 4, 0, 700309
sum, r, c, 64, 262144, 4, 0, 11840814
sum, d, c, 64, 262144, 4, 0, 657397
sum, r, h, 64, 262144, 4, 0, 445385
sum, d, h, 64, 262144, 4, 0, 676703
sum, r, c, 64, 262144, 4, 0, 11840898
sum, d, c, 64, 262144, 4, 0, 656156
sum, r, h, 64, 262144, 4, 0, 444925
sum, d, h, 64, 262144, 4, 0, 658487
sum, r, c, 64, 262144, 4, 0, 11839590
sum, d, c, 64, 262144, 4, 0, 658422
sum, r, h, 64, 262144, 4, 0, 444769
sum, d, h, 64, 262144, 4, 0, 655072
sum, r, c, 64, 262144, 4, 0, 11848075
sum, d, c, 64, 262144, 4, 0, 661254
sum, r, h, 64, 262144, 4, 0, 445535
sum, d, h, 64, 262144, 4, 0, 659751
sum, r, c, 64, 262144, 4, 0, 11840496
sum, d, c, 64, 262144, 4, 0, 679773
sum, r, h, 64, 262144, 4, 0, 444827
sum, d, h, 64, 262144, 4, 0, 655136
sum, r, c, 64, 262144, 4, 0, 11842763
sum, d, c, 64, 262144, 4, 0, 697910
sum, r, h, 64, 262144, 4, 0, 457846
sum, d, h, 64, 262144, 4, 0, 660886
sum, r, c, 64, 262144, 4, 0, 11841287
sum, d, c, 64, 262144, 4, 0, 657950
sum, r, h, 64, 262144, 4, 0, 447597
sum, d, h, 64, 262144, 4, 0, 662958
sum, r, c, 64, 262144, 4, 0, 11841613
sum, d, c, 64, 262144, 4, 0, 657772
sum, r, h, 64, 262144, 4, 0, 448404
sum, d, h, 64, 262144, 4, 0, 656150
sum, r, c, 64, 262144, 4, 0, 11840126
sum, d, c, 64, 262144, 4, 0, 659358
sum, r, h, 64, 262144, 4, 0, 444901
sum, d, h, 64, 262144, 4, 0, 660260
sum, r, c, 64, 262144, 4, 0, 11843097
sum, d, c, 64, 262144, 4, 0, 659460
sum, r, h, 64, 262144, 4, 0, 445468
sum, d, h, 64, 262144, 4, 0, 656510
sum, r, c, 64, 262144, 4, 0, 11842317
sum, d, c, 64, 262144, 4, 0, 655860
sum, r, h, 64, 262144, 4, 0, 444855
sum, d, h, 64, 262144, 4, 0, 691595
sum, r, c, 64, 262144, 4, 0, 11842101
sum, d, c, 64, 262144, 4, 0, 657067
sum, r, h, 64, 262144, 4, 0, 446191
sum, d, h, 64, 262144, 4, 0, 668177
sum, r, c, 64, 262144, 4, 0, 11841733
sum, d, c, 64, 262144, 4, 0, 658007
sum, r, h, 64, 262144, 4, 0, 444781
sum, d, h, 64, 262144, 4, 0, 658104
sum, r, c, 64, 262144, 4, 0, 11842493
sum, d, c, 64, 262144, 4, 0, 657261
sum, r, h, 64, 262144, 4, 0, 446009
sum, d, h, 64, 262144, 4, 0, 657106
sum, r, c, 64, 262144, 4, 0, 11842218
sum, d, c, 64, 262144, 4, 0, 655156
sum, r, h, 64, 262144, 4, 0, 445225
sum, d, h, 64, 262144, 4, 0, 657043
sum, r, c, 64, 262144, 4, 0, 11840587
sum, d, c, 64, 262144, 4, 0, 656662
sum, r, h, 64, 262144, 4, 0, 444867
sum, d, h, 64, 262144, 4, 0, 684970
sum, r, c, 64, 262144, 4, 0, 11840139
sum, d, c, 64, 262144, 4, 0, 682093
sum, r, h, 64, 262144, 4, 0, 444637
sum, d, h, 64, 262144, 4, 0, 655341
sum, r, c, 64, 262144, 4, 0, 11841471
sum, d, c, 64, 262144, 4, 0, 657824
sum, r, h, 64, 262144, 4, 0, 446229
sum, d, h, 64, 262144, 4, 0, 656511
sum, r, c, 64, 262144, 4, 0, 11841664
sum, d, c, 64, 262144, 4, 0, 656390
sum, r, h, 64, 262144, 4, 0, 444828
sum, d, h, 64, 262144, 4, 0, 654923
sum, r, c, 64, 262144, 4, 0, 11840443
sum, d, c, 64, 262144, 4, 0, 656953
sum, r, h, 64, 262144, 4, 0, 447649
sum, d, h, 64, 262144, 4, 0, 660379
sum, r, c, 64, 262144, 4, 0, 11840013
sum, d, c, 64, 262144, 4, 0, 686121
sum, r, h, 64, 262144, 4, 0, 445183
sum, d, h, 64, 262144, 4, 0, 655796
sum, r, c, 64, 262144, 4, 0, 11841560
sum, d, c, 64, 262144, 4, 0, 656813
sum, r, h, 64, 262144, 4, 0, 444406
sum, d, h, 64, 262144, 4, 0, 658208
sum, r, c, 64, 262144, 4, 0, 11840617
sum, d, c, 64, 262144, 4, 0, 663939
sum, r, h, 64, 262144, 4, 0, 448138
sum, d, h, 64, 262144, 4, 0, 656806
sum, r, c, 64, 262144, 4, 0, 11840753
sum, d, c, 64, 262144, 4, 0, 656059
sum, r, h, 64, 262144, 4, 0, 445141
sum, d, h, 64, 262144, 4, 0, 657378
sum, r, c, 64, 262144, 4, 0, 11840894
sum, d, c, 64, 262144, 4, 0, 658323
sum, r, h, 64, 262144, 4, 0, 445126
sum, d, h, 64, 262144, 4, 0, 658379
sum, r, c, 64, 262144, 4, 0, 11840298
sum, d, c, 64, 262144, 4, 0, 661181
sum, r, h, 64, 262144, 4, 0, 447836
sum, d, h, 64, 262144, 4, 0, 678345
sum, r, c, 64, 262144, 4, 1, 11842309
sum, d, c, 64, 262144, 4, 1, 655434
sum, r, h, 64, 262144, 4, 1, 444519
sum, d, h, 64, 262144, 4, 1, 655202
sum, r, c, 64, 262144, 4, 1, 11841261
sum, d, c, 64, 262144, 4, 1, 656976
sum, r, h, 64, 262144, 4, 1, 444691
sum, d, h, 64, 262144, 4, 1, 655167
sum, r, c, 64, 262144, 4, 1, 11840853
sum, d, c, 64, 262144, 4, 1, 676814
sum, r, h, 64, 262144, 4, 1, 453888
sum, d, h, 64, 262144, 4, 1, 658859
sum, r, c, 64, 262144, 4, 1, 11841284
sum, d, c, 64, 262144, 4, 1, 674408
sum, r, h, 64, 262144, 4, 1, 446860
sum, d, h, 64, 262144, 4, 1, 655353
sum, r, c, 64, 262144, 4, 1, 11841165
sum, d, c, 64, 262144, 4, 1, 658210
sum, r, h, 64, 262144, 4, 1, 445648
sum, d, h, 64, 262144, 4, 1, 657752
sum, r, c, 64, 262144, 4, 1, 11841039
sum, d, c, 64, 262144, 4, 1, 655634
sum, r, h, 64, 262144, 4, 1, 445587
sum, d, h, 64, 262144, 4, 1, 657430
sum, r, c, 64, 262144, 4, 1, 11839923
sum, d, c, 64, 262144, 4, 1, 661479
sum, r, h, 64, 262144, 4, 1, 444648
sum, d, h, 64, 262144, 4, 1, 655342
sum, r, c, 64, 262144, 4, 1, 11840088
sum, d, c, 64, 262144, 4, 1, 655852
sum, r, h, 64, 262144, 4, 1, 444700
sum, d, h, 64, 262144, 4, 1, 677309
sum, r, c, 64, 262144, 4, 1, 11839971
sum, d, c, 64, 262144, 4, 1, 655211
sum, r, h, 64, 262144, 4, 1, 445904
sum, d, h, 64, 262144, 4, 1, 660165
sum, r, c, 64, 262144, 4, 1, 11840334
sum, d, c, 64, 262144, 4, 1, 658215
sum, r, h, 64, 262144, 4, 1, 445921
sum, d, h, 64, 262144, 4, 1, 662396
sum, r, c, 64, 262144, 4, 1, 11840694
sum, d, c, 64, 262144, 4, 1, 657737
sum, r, h, 64, 262144, 4, 1, 469194
sum, d, h, 64, 262144, 4, 1, 655803
sum, r, c, 64, 262144, 4, 1, 11840636
sum, d, c, 64, 262144, 4, 1, 659214
sum, r, h, 64, 262144, 4, 1, 447470
sum, d, h, 64, 262144, 4, 1, 655921
sum, r, c, 64, 262144, 4, 1, 11841451
sum, d, c, 64, 262144, 4, 1, 657345
sum, r, h, 64, 262144, 4, 1, 446260
sum, d, h, 64, 262144, 4, 1, 656514
sum, r, c, 64, 262144, 4, 1, 11841070
sum, d, c, 64, 262144, 4, 1, 657703
sum, r, h, 64, 262144, 4, 1, 445743
sum, d, h, 64, 262144, 4, 1, 656722
sum, r, c, 64, 262144, 4, 1, 11841060
sum, d, c, 64, 262144, 4, 1, 656247
sum, r, h, 64, 262144, 4, 1, 445263
sum, d, h, 64, 262144, 4, 1, 665545
sum, r, c, 64, 262144, 4, 1, 11840391
sum, d, c, 64, 262144, 4, 1, 671629
sum, r, h, 64, 262144, 4, 1, 445104
sum, d, h, 64, 262144, 4, 1, 689509
sum, r, c, 64, 262144, 4, 1, 11841148
sum, d, c, 64, 262144, 4, 1, 680094
sum, r, h, 64, 262144, 4, 1, 445039
sum, d, h, 64, 262144, 4, 1, 682191
sum, r, c, 64, 262144, 4, 1, 11842021
sum, d, c, 64, 262144, 4, 1, 655478
sum, r, h, 64, 262144, 4, 1, 445621
sum, d, h, 64, 262144, 4, 1, 664499
sum, r, c, 64, 262144, 4, 1, 11841044
sum, d, c, 64, 262144, 4, 1, 661868
sum, r, h, 64, 262144, 4, 1, 446514
sum, d, h, 64, 262144, 4, 1, 669114
sum, r, c, 64, 262144, 4, 1, 11840831
sum, d, c, 64, 262144, 4, 1, 677962
sum, r, h, 64, 262144, 4, 1, 447788
sum, d, h, 64, 262144, 4, 1, 668704
sum, r, c, 64, 262144, 4, 1, 11840495
sum, d, c, 64, 262144, 4, 1, 664106
sum, r, h, 64, 262144, 4, 1, 447587
sum, d, h, 64, 262144, 4, 1, 656400
sum, r, c, 64, 262144, 4, 1, 11840721
sum, d, c, 64, 262144, 4, 1, 655304
sum, r, h, 64, 262144, 4, 1, 444679
sum, d, h, 64, 262144, 4, 1, 654455
sum, r, c, 64, 262144, 4, 1, 11841420
sum, d, c, 64, 262144, 4, 1, 661972
sum, r, h, 64, 262144, 4, 1, 446346
sum, d, h, 64, 262144, 4, 1, 657450
sum, r, c, 64, 262144, 4, 1, 11840239
sum, d, c, 64, 262144, 4, 1, 662263
sum, r, h, 64, 262144, 4, 1, 448206
sum, d, h, 64, 262144, 4, 1, 656810
sum, r, c, 64, 262144, 4, 1, 11840654
sum, d, c, 64, 262144, 4, 1, 685884
sum, r, h, 64, 262144, 4, 1, 466165
sum, d, h, 64, 262144, 4, 1, 657686
sum, r, c, 64, 262144, 4, 1, 11840748
sum, d, c, 64, 262144, 4, 1, 656636
sum, r, h, 64, 262144, 4, 1, 446623
sum, d, h, 64, 262144, 4, 1, 656985
sum, r, c, 64, 262144, 4, 1, 11840559
sum, d, c, 64, 262144, 4, 1, 660604
sum, r, h, 64, 262144, 4, 1, 469028
sum, d, h, 64, 262144, 4, 1, 655949
sum, r, c, 64, 262144, 4, 1, 11841967
sum, d, c, 64, 262144, 4, 1, 656343
sum, r, h, 64, 262144, 4, 1, 444722
sum, d, h, 64, 262144, 4, 1, 655183
sum, r, c, 64, 262144, 4, 1, 11840128
sum, d, c, 64, 262144, 4, 1, 683153
sum, r, h, 64, 262144, 4, 1, 445640
sum, d, h, 64, 262144, 4, 1, 657088
sum, r, c, 64, 262144, 4, 2, 11840500
sum, d, c, 64, 262144, 4, 2, 655784
sum, r, h, 64, 262144, 4, 2, 445102
sum, d, h, 64, 262144, 4, 2, 657148
sum, r, c, 64, 262144, 4, 2, 11840997
sum, d, c, 64, 262144, 4, 2, 655759
sum, r, h, 64, 262144, 4, 2, 457065
sum, d, h, 64, 262144, 4, 2, 656845
sum, r, c, 64, 262144, 4, 2, 11840913
sum, d, c, 64, 262144, 4, 2, 656157
sum, r, h, 64, 262144, 4, 2, 451351
sum, d, h, 64, 262144, 4, 2, 655668
sum, r, c, 64, 262144, 4, 2, 11839917
sum, d, c, 64, 262144, 4, 2, 664369
sum, r, h, 64, 262144, 4, 2, 448288
sum, d, h, 64, 262144, 4, 2, 670978
sum, r, c, 64, 262144, 4, 2, 11840484
sum, d, c, 64, 262144, 4, 2, 661162
sum, r, h, 64, 262144, 4, 2, 446997
sum, d, h, 64, 262144, 4, 2, 657483
sum, r, c, 64, 262144, 4, 2, 11842294
sum, d, c, 64, 262144, 4, 2, 687257
sum, r, h, 64, 262144, 4, 2, 473450
sum, d, h, 64, 262144, 4, 2, 655106
sum, r, c, 64, 262144, 4, 2, 11841654
sum, d, c, 64, 262144, 4, 2, 658661
sum, r, h, 64, 262144, 4, 2, 447668
sum, d, h, 64, 262144, 4, 2, 655909
sum, r, c, 64, 262144, 4, 2, 11840263
sum, d, c, 64, 262144, 4, 2, 689079
sum, r, h, 64, 262144, 4, 2, 470936
sum, d, h, 64, 262144, 4, 2, 672787
sum, r, c, 64, 262144, 4, 2, 11840291
sum, d, c, 64, 262144, 4, 2, 659355
sum, r, h, 64, 262144, 4, 2, 446537
sum, d, h, 64, 262144, 4, 2, 655765
sum, r, c, 64, 262144, 4, 2, 11840470
sum, d, c, 64, 262144, 4, 2, 659828
sum, r, h, 64, 262144, 4, 2, 470854
sum, d, h, 64, 262144, 4, 2, 654955
sum, r, c, 64, 262144, 4, 2, 11839973
