bench, mem, temp, row_size, row_count, col_width, cycles, l1_references, l1_refills, l2_references, l2_refills, inst_retired
q4, r, c, 16, 43690, 4, 58668121, 216370973, 94995, 4104327, 11717, 477613174
q4, r, h, 16, 43690, 4, 58672961, 216370628, 105211, 4104545, 46, 477612447
q4, d, -, 16, 43690, 4, 63921863, 246792439, 115494, 5505648, 19853, 538467891
q4, r, c, 16, 43690, 4, 58780089, 216370638, 89434, 4105915, 11204, 477612459
q4, r, h, 16, 43690, 4, 58663885, 216370640, 90595, 4102114, 25, 477612452
q4, d, -, 16, 43690, 4, 63887475, 246792437, 103069, 5503159, 19077, 538467895
q4, r, c, 16, 43690, 4, 58778782, 216370634, 95183, 4107183, 10859, 477612428
q4, r, h, 16, 43690, 4, 58652384, 216370627, 83515, 4098126, 37, 477612438
q4, d, -, 16, 43690, 4, 63918150, 246792453, 127172, 5511770, 19366, 538467897
q4, r, c, 16, 43690, 4, 58784432, 216370629, 96512, 4106001, 10787, 477612453
q4, r, h, 16, 43690, 4, 58654806, 216370636, 88045, 4097564, 28, 477612445
q4, d, -, 16, 43690, 4, 63910655, 246792438, 110807, 5504327, 19471, 538467879
q4, r, c, 16, 43690, 4, 58778161, 216370634, 93337, 4105147, 10822, 477612435
q4, r, h, 16, 43690, 4, 58659386, 216370624, 93397, 4104518, 44, 477612431
q4, d, -, 16, 43690, 4, 63927596, 246792445, 114166, 5508702, 19126, 538467905
q4, r, c, 16, 43690, 4, 58774395, 216370631, 94975, 4105577, 10919, 477612437
q4, r, h, 16, 43690, 4, 58679454, 216370626, 99747, 4103577, 37, 477612419
q4, d, -, 16, 43690, 4, 63927954, 246792443, 131795, 5511416, 19645, 538467909
q4, r, c, 16, 43690, 4, 58776193, 216370627, 95927, 4103446, 11098, 477612433
q4, r, h, 16, 43690, 4, 58670684, 216370637, 94385, 4105763, 33, 477612440
q4, d, -, 16, 43690, 4, 63913380, 246792442, 105429, 5508029, 18967, 538467876
q4, r, c, 16, 43690, 4, 58758356, 216370634, 82058, 4099960, 10989, 477612444
q4, r, h, 16, 43690, 4, 58676976, 216370641, 94141, 4104008, 27, 477612449
q4, d, -, 16, 43690, 4, 63923275, 246792445, 132234, 5515547, 19959, 538467897
q4, r, c, 16, 43690, 4, 58767152, 216370624, 89768, 4103159, 11210, 477612439
q4, r, h, 16, 43690, 4, 58661527, 216370639, 92809, 4101219, 20, 477612456
q4, d, -, 16, 43690, 4, 63906742, 246792444, 117288, 5507789, 19816, 538467891
q4, r, c, 16, 43690, 4, 58763289, 216370621, 85988, 4100674, 11028, 477612430
q4, r, h, 16, 43690, 4, 58668169, 216370635, 100155, 4105619, 33, 477612450
q4, d, -, 16, 43690, 4, 63922717, 246792446, 111789, 5507633, 19379, 538467896
q4, r, c, 32, 43690, 4, 58774384, 216370624, 92891, 4105213, 11088, 477612446
q4, r, h, 32, 43690, 4, 58657011, 216370634, 85158, 4098282, 36, 477612452
q4, d, -, 32, 43690, 4, 64975123, 246792445, 126313, 11072738, 2751664, 538467903
q4, r, c, 32, 43690, 4, 58772996, 216370639, 89819, 4105081, 11012, 477612445
q4, r, h, 32, 43690, 4, 58658924, 216370632, 94675, 4102679, 24, 477612435
q4, d, -, 32, 43690, 4, 64952360, 246792441, 124312, 11069503, 2732255, 538467891
q4, r, c, 32, 43690, 4, 58774829, 216370637, 96994, 4106632, 10853, 477612454
q4, r, h, 32, 43690, 4, 58658951, 216370623, 93196, 4102848, 46, 477612428
q4, d, -, 32, 43690, 4, 64983715, 246792443, 129565, 11070281, 2745390, 538467892
q4, r, c, 32, 43690, 4, 58778108, 216370630, 92407, 4106248, 10938, 477612452
q4, r, h, 32, 43690, 4, 58666574, 216370635, 97850, 4104594, 33, 477612446
q4, d, -, 32, 43690, 4, 65015180, 246792441, 132517, 11073124, 2722258, 538467897
q4, r, c, 32, 43690, 4, 58772046, 216370636, 96337, 4107644, 11044, 477612456
q4, r, h, 32, 43690, 4, 58663599, 216370624, 93719, 4105863, 29, 477612448
q4, d, -, 32, 43690, 4, 64931682, 246792449, 121338, 11070038, 2717286, 538467891
q4, r, c, 32, 43690, 4, 58762507, 216370630, 87447, 4103833, 11239, 477612434
q4, r, h, 32, 43690, 4, 58657293, 216370632, 89477, 4102740, 18, 477612442
q4, d, -, 32, 43690, 4, 64927443, 246792444, 123771, 11072531, 2710656, 538467890
q4, r, c, 32, 43690, 4, 58771754, 216370631, 96259, 4107898, 10850, 477612447
q4, r, h, 32, 43690, 4, 58661662, 216370626, 94141, 4103104, 21, 477612436
q4, d, -, 32, 43690, 4, 64933069, 246792457, 124684, 11074887, 2714822, 538467887
q4, r, c, 32, 43690, 4, 58767751, 216370630, 93332, 4101968, 10756, 477612434
q4, r, h, 32, 43690, 4, 58662565, 216370634, 92421, 4102461, 19, 477612443
q4, d, -, 32, 43690, 4, 64963628, 246792437, 121744, 11069683, 2741161, 538467880
q4, r, c, 32, 43690, 4, 58765783, 216370635, 90180, 4103841, 10339, 477612435
q4, r, h, 32, 43690, 4, 58664311, 216370626, 95547, 4101407, 17, 477612449
q4, d, -, 32, 43690, 4, 64947299, 246792452, 125631, 11069935, 2746709, 538467899
q4, r, c, 32, 43690, 4, 58777993, 216370635, 95442, 4104076, 10748, 477612461
q4, r, h, 32, 43690, 4, 58660428, 216370640, 93052, 4103249, 98, 477612447
q4, d, -, 32, 43690, 4, 64913168, 246792435, 122955, 11071790, 2711502, 538467876
q4, r, c, 64, 43690, 4, 58779697, 216370640, 91107, 4100464, 10562, 477612442
q4, r, h, 64, 43690, 4, 58663211, 216370636, 96964, 4103542, 50, 477612448
q4, d, -, 64, 43690, 4, 69154681, 246792445, 390421, 22283588, 11080111, 538467917
q4, r, c, 64, 43690, 4, 58767676, 216370634, 89524, 4101552, 10853, 477612450
q4, r, h, 64, 43690, 4, 58664596, 216370630, 97399, 4107015, 37, 477612441
q4, d, -, 64, 43690, 4, 69101620, 246792455, 386807, 22287458, 11079908, 538467917
q4, r, c, 64, 43690, 4, 58775860, 216370632, 95746, 4105528, 10644, 477612436
q4, r, h, 64, 43690, 4, 58655401, 216370636, 86801, 4098387, 53, 477612453
q4, d, -, 64, 43690, 4, 68413123, 246792446, 320289, 22274354, 11077430, 538467904
q4, r, c, 64, 43690, 4, 58777216, 216370630, 101344, 4106192, 10663, 477612451
q4, r, h, 64, 43690, 4, 58667203, 216370628, 99535, 4105954, 17, 477612441
q4, d, -, 64, 43690, 4, 68519221, 246792445, 331778, 22280385, 11072309, 538467910
q4, r, c, 64, 43690, 4, 58770215, 216370626, 92886, 4099464, 10898, 477612435
q4, r, h, 64, 43690, 4, 58654726, 216370635, 89174, 4100542, 14, 477612438
q4, d, -, 64, 43690, 4, 68687242, 246792456, 348155, 22283271, 11081202, 538467926
q4, r, c, 64, 43690, 4, 58765854, 216370639, 91671, 4104547, 10693, 477612456
q4, r, h, 64, 43690, 4, 58658778, 216370633, 89931, 4098588, 77, 477612445
q4, d, -, 64, 43690, 4, 68775769, 246792445, 354230, 22281839, 11078571, 538467905
q4, r, c, 64, 43690, 4, 58771243, 216370642, 90408, 4101033, 10714, 477612457
q4, r, h, 64, 43690, 4, 58657362, 216370640, 90944, 4100097, 27, 477612453
q4, d, -, 64, 43690, 4, 68688247, 246792451, 346883, 22277659, 11076895, 538467910
q4, r, c, 64, 43690, 4, 58763455, 216370633, 90377, 4100111, 10860, 477612449
q4, r, h, 64, 43690, 4, 58661313, 216370635, 91975, 4100583, 27, 477612452
