bench, mem, temp, row_size, row_count, col_width, offset, cycles
sum, r, c, 64, 262144, 4, 0, 6996753
sum, d, c, 64, 262144, 4, 0, 657275
sum, r, h, 64, 262144, 4, 0, 469008
sum, d, h, 64, 262144, 4, 0, 655730
sum, r, c, 64, 262144, 4, 0, 6996659
sum, d, c, 64, 262144, 4, 0, 687441
sum, r, h, 64, 262144, 4, 0, 445815
sum, d, h, 64, 262144, 4, 0, 674656
sum, r, c, 64, 262144, 4, 0, 6996760
sum, d, c, 64, 262144, 4, 0, 656432
sum, r, h, 64, 262144, 4, 0, 444543
sum, d, h, 64, 262144, 4, 0, 659492
sum, r, c, 64, 262144, 4, 0, 6996650
sum, d, c, 64, 262144, 4, 0, 667608
sum, r, h, 64, 262144, 4, 0, 444659
sum, d, h, 64, 262144, 4, 0, 655155
sum, r, c, 64, 262144, 4, 0, 6996911
sum, d, c, 64, 262144, 4, 0, 659353
sum, r, h, 64, 262144, 4, 0, 445427
sum, d, h, 64, 262144, 4, 0, 656326
sum, r, c, 64, 262144, 4, 0, 6996746
sum, d, c, 64, 262144, 4, 0, 693757
sum, r, h, 64, 262144, 4, 0, 464192
sum, d, h, 64, 262144, 4, 0, 657044
sum, r, c, 64, 262144, 4, 0, 6996764
sum, d, c, 64, 262144, 4, 0, 672154
sum, r, h, 64, 262144, 4, 0, 448059
sum, d, h, 64, 262144, 4, 0, 655534
sum, r, c, 64, 262144, 4, 0, 6996816
sum, d, c, 64, 262144, 4, 0, 657910
sum, r, h, 64, 262144, 4, 0, 445997
sum, d, h, 64, 262144, 4, 0, 656101
sum, r, c, 64, 262144, 4, 0, 6997144
sum, d, c, 64, 262144, 4, 0, 655734
sum, r, h, 64, 262144, 4, 0, 445502
sum, d, h, 64, 262144, 4, 0, 657180
sum, r, c, 64, 262144, 4, 0, 6997051
sum, d, c, 64, 262144, 4, 0, 660361
sum, r, h, 64, 262144, 4, 0, 446327
sum, d, h, 64, 262144, 4, 0, 656918
sum, r, c, 64, 262144, 4, 0, 6997310
sum, d, c, 64, 262144, 4, 0, 658050
sum, r, h, 64, 262144, 4, 0, 447493
sum, d, h, 64, 262144, 4, 0, 659505
sum, r, c, 64, 262144, 4, 0, 6996954
sum, d, c, 64, 262144, 4, 0, 658309
sum, r, h, 64, 262144, 4, 0, 445887
sum, d, h, 64, 262144, 4, 0, 655141
sum, r, c, 64, 262144, 4, 0, 6996948
sum, d, c, 64, 262144, 4, 0, 682866
sum, r, h, 64, 262144, 4, 0, 446479
sum, d, h, 64, 262144, 4, 0, 671897
sum, r, c, 64, 262144, 4, 0, 6996902
sum, d, c, 64, 262144, 4, 0, 688379
sum, r, h, 64, 262144, 4, 0, 446083
sum, d, h, 64, 262144, 4, 0, 655257
sum, r, c, 64, 262144, 4, 0, 6996702
sum, d, c, 64, 262144, 4, 0, 657075
sum, r, h, 64, 262144, 4, 0, 446895
sum, d, h, 64, 262144, 4, 0, 685637
sum, r, c, 64, 262144, 4, 0, 6996803
sum, d, c, 64, 262144, 4, 0, 670817
sum, r, h, 64, 262144, 4, 0, 444658
sum, d, h, 64, 262144, 4, 0, 657455
sum, r, c, 64, 262144, 4, 0, 6996957
sum, d, c, 64, 262144, 4, 0, 655495
sum, r, h, 64, 262144, 4, 0, 446216
sum, d, h, 64, 262144, 4, 0, 656592
sum, r, c, 64, 262144, 4, 0, 6997088
sum, d, c, 64, 262144, 4, 0, 657542
sum, r, h, 64, 262144, 4, 0, 447768
sum, d, h, 64, 262144, 4, 0, 659099
sum, r, c, 64, 262144, 4, 0, 6996905
sum, d, c, 64, 262144, 4, 0, 655463
sum, r, h, 64, 262144, 4, 0, 450462
sum, d, h, 64, 262144, 4, 0, 655064
sum, r, c, 64, 262144, 4, 0, 6996909
sum, d, c, 64, 262144, 4, 0, 679719
sum, r, h, 64, 262144, 4, 0, 447243
sum, d, h, 64, 262144, 4, 0, 655769
sum, r, c, 64, 262144, 4, 0, 6996900
sum, d, c, 64, 262144, 4, 0, 658069
sum, r, h, 64, 262144, 4, 0, 466452
sum, d, h, 64, 262144, 4, 0, 668236
sum, r, c, 64, 262144, 4, 0, 6997190
sum, d, c, 64, 262144, 4, 0, 655819
sum, r, h, 64, 262144, 4, 0, 445049
sum, d, h, 64, 262144, 4, 0, 680864
sum, r, c, 64, 262144, 4, 0, 6996780
sum, d, c, 64, 262144, 4, 0, 655492
sum, r, h, 64, 262144, 4, 0, 444650
sum, d, h, 64, 262144, 4, 0, 655543
sum, r, c, 64, 262144, 4, 0, 6996946
sum, d, c, 64, 262144, 4, 0, 657871
sum, r, h, 64, 262144, 4, 0, 446318
sum, d, h, 64, 262144, 4, 0, 661473
sum, r, c, 64, 262144, 4, 0, 6996860
sum, d, c, 64, 262144, 4, 0, 655852
sum, r, h, 64, 262144, 4, 0, 446274
sum, d, h, 64, 262144, 4, 0, 657891
sum, r, c, 64, 262144, 4, 0, 6996879
sum, d, c, 64, 262144, 4, 0, 655956
sum, r, h, 64, 262144, 4, 0, 445030
sum, d, h, 64, 262144, 4, 0, 681306
sum, r, c, 64, 262144, 4, 0, 6996755
sum, d, c, 64, 262144, 4, 0, 658519
sum, r, h, 64, 262144, 4, 0, 446362
sum, d, h, 64, 262144, 4, 0, 705905
sum, r, c, 64, 262144, 4, 0, 6996899
sum, d, c, 64, 262144, 4, 0, 660272
sum, r, h, 64, 262144, 4, 0, 446670
sum, d, h, 64, 262144, 4, 0, 668381
sum, r, c, 64, 262144, 4, 0, 6996860
sum, d, c, 64, 262144, 4, 0, 658037
sum, r, h, 64, 262144, 4, 0, 466556
sum, d, h, 64, 262144, 4, 0, 656656
sum, r, c, 64, 262144, 4, 1, 6996775
sum, d, c, 64, 262144, 4, 1, 676073
sum, r, h, 64, 262144, 4, 1, 462269
sum, d, h, 64, 262144, 4, 1, 656886
sum, r, c, 64, 262144, 4, 1, 6996834
sum, d, c, 64, 262144, 4, 1, 657403
sum, r, h, 64, 262144, 4, 1, 452004
sum, d, h, 64, 262144, 4, 1, 681545
