q1, d, -, 200, 44620, 47, 7188606, 21593712, 44625, 222476, 103972, 78557554
q1,  r,  c,  200, 44620,  47, 6486111, 20202653, 1903, 67783, 32913, 75624970
q1, d, -, 200, 44620, 47, 7170001, 21593064, 43367, 225702, 104838, 78556747
q1,  r,  c,  200, 44620,  47, 6968914, 22017722, 2441, 68385, 32935, 78897725
q1, d, -, 200, 44620, 47, 7147616, 21593196, 41282, 226358, 106035, 78556511
q1,  r,  c,  200, 44620,  47, 7012017, 22105010, 1913, 67726, 32950, 79431310
q1, d, -, 200, 44620, 47, 7138605, 21594168, 42140, 225102, 105361, 78558240
q1,  r,  c,  200, 44620,  47, 6965765, 22017688, 2306, 68411, 32941, 78900541
q1, d, -, 200, 44620, 47, 6777164, 19862556, 42527, 226337, 106319, 75804553
q1,  r,  c,  200, 44620,  47, 6970852, 22016863, 2085, 68424, 32940, 78900111
q1, d, -, 200, 44620, 47, 7145394, 21593699, 41844, 226562, 105915, 78557812
q1,  r,  c,  200, 44620,  47, 6963889, 22017359, 1344, 67667, 32934, 78901129
q1, d, -, 200, 44620, 47, 7171779, 21593709, 44632, 223995, 104782, 78557591
q1,  r,  c,  200, 44620,  47, 6979712, 21970862, 1700, 67833, 32938, 78623381
q1, d, -, 200, 44620, 47, 7179581, 21593260, 45017, 223337, 104199, 78557439
q1,  r,  c,  200, 44620,  47, 6962984, 22016519, 1603, 67729, 32916, 78898729
q1, d, -, 200, 44620, 47, 7288237, 21545685, 42563, 362086, 105327, 78266721
q1,  r,  c,  200, 44620,  47, 7021976, 22105138, 2683, 68800, 32905, 79428272
q1, d, -, 200, 44620, 47, 7190176, 21593693, 42923, 224608, 105573, 78557280
q1,  r,  c,  200, 44620,  47, 7027088, 22105337, 2904, 68672, 32907, 79431966
q1, d, -, 200, 44620, 47, 7291799, 21593749, 44186, 370359, 104826, 78557300
q1,  r,  c,  200, 44620,  47, 6997203, 22106174, 1359, 67164, 32946, 79423455
q1, d, -, 200, 44620, 47, 7165901, 21594201, 43372, 225208, 105062, 78558335
q1,  r,  c,  200, 44620,  47, 6985364, 22017049, 2354, 68274, 32935, 78899971
q1, d, -, 200, 44620, 47, 6859079, 20139806, 42680, 227214, 106027, 77069688
q1,  r,  c,  200, 44620,  47, 7003206, 22060515, 1515, 67886, 32923, 79164184
q1, d, -, 200, 44620, 47, 7406071, 21681649, 43982, 379925, 104280, 79088817
q1,  r,  c,  200, 44620,  47, 7015257, 22105556, 1519, 67468, 32917, 79431756
q1, d, -, 200, 44620, 47, 7156769, 21594156, 42595, 224094, 105107, 78558027
q1,  r,  c,  200, 44620,  47, 7006647, 22060416, 1876, 68479, 32945, 79163874
q1, d, -, 200, 44620, 47, 7244781, 21593367, 43608, 225208, 104935, 78556466
q1,  r,  c,  200, 44620,  47, 6967751, 22017596, 2306, 68425, 32927, 78900634
q1, d, -, 200, 44620, 47, 7163784, 21593772, 43388, 225098, 105337, 78557421
q1,  r,  c,  200, 44620,  47, 6954543, 22016575, 1436, 67742, 32937, 78898913
q1, d, -, 200, 44620, 47, 6744364, 20052729, 41840, 226660, 106288, 76538957
q1,  r,  c,  200, 44620,  47, 7006554, 22104988, 1237, 67557, 32915, 79432326
q1, d, -, 200, 44620, 47, 7322759, 21593406, 42396, 369501, 105656, 78557262
q1,  r,  c,  200, 44620,  47, 6953859, 22016429, 1268, 67349, 32935, 78900596
q1, d, -, 200, 44620, 47, 7151507, 21594109, 42952, 224776, 105044, 78558270
q1,  r,  c,  200, 44620,  47, 6983633, 22150297, 1636, 67923, 32913, 79699479
q1, d, -, 200, 44620, 47, 7232393, 21636889, 42052, 227318, 106068, 78822376
q1,  r,  c,  200, 44620,  47, 6961345, 22017043, 1726, 67783, 32927, 78899829
q1, d, -, 200, 44620, 47, 7154471, 21594178, 42935, 222880, 104569, 78558245
q1,  r,  c,  200, 44620,  47, 7009582, 22104521, 1382, 68064, 32947, 79429352
q1, d, -, 200, 44620, 47, 7285015, 21593837, 42419, 370902, 105977, 78557476
q1,  r,  c,  200, 44620,  47, 7021504, 22104912, 1804, 68369, 32929, 79428498
q1, d, -, 200, 44620, 47, 7160055, 21592560, 42522, 225052, 105103, 78556741
q1,  r,  c,  200, 44620,  47, 6971783, 22016558, 2312, 68572, 32935, 78898741
q1, d, -, 200, 44620, 47, 7396753, 21636805, 43819, 369738, 104796, 78822229
q1,  r,  c,  200, 44620,  47, 6999964, 22060833, 1078, 67538, 32923, 79165134
q1, d, -, 200, 44620, 47, 7253342, 21636740, 45169, 225540, 104842, 78822277
q1,  r,  c,  200, 44620,  47, 6997346, 22060467, 1369, 67661, 32949, 79163846
q1, d, -, 200, 44620, 47, 7258688, 21681418, 43626, 227444, 105759, 79089762
q1,  r,  c,  200, 44620,  47, 6634534, 20572418, 1720, 67953, 32922, 77429035
q1, d, -, 200, 44620, 47, 7160371, 21593773, 44074, 224558, 104973, 78557258
q1,  r,  c,  200, 44620,  47, 6943570, 22016540, 1145, 67677, 32917, 78898771
q1, d, -, 200, 44620, 47, 7142254, 21593993, 41720, 225825, 105566, 78558076
q1,  r,  c,  200, 44620,  47, 6482774, 20202681, 1330, 67264, 32912, 75626401
q1, d, -, 200, 44620, 47, 7167165, 21594156, 44752, 227439, 104714, 78558267
q1,  r,  c,  200, 44620,  47, 6973679, 22016957, 2538, 68500, 32926, 78900198
q1, c, -, 200, 44620, 47, 6850212, 20866274, 16173, 72795, 32809, 77290180
q1, c, -, 200, 44620, 47, 6883131, 20866577, 16028, 72630, 32822, 77290840
