bench, mem, temp, row_size, row_count, col_width, cycles, res.l1_references, res.l1_refills, res.l2_references, res.l2_refills, res.inst_retired
q1,  r,  c,  200, 3627456,  37, 62751920, 210251127, 68152, 4237302, 2104432, 672254623
q1, d, -, 200, 3627456, 37, 99551328, 218445126, 3460774, 17808350, 8532704, 722080831
q1,  r,  c,  200, 3627456,  37, 62898886, 210247255, 72557, 4240240, 2104229, 672250124
q1, d, -, 200, 3627456, 37, 98494693, 218430933, 3371608, 17833152, 8566145, 722083283
q1,  r,  c,  200, 3627456,  37, 62793395, 210252404, 67461, 4236832, 2104228, 672253582
q1, d, -, 200, 3627456, 37, 98618612, 218472560, 3388236, 17872480, 8566488, 722124733
q1,  r,  c,  200, 3627456,  37, 62860973, 210250337, 74329, 4240542, 2104411, 672253774
q1, d, -, 200, 3627456, 37, 98855560, 218429620, 3418969, 17836866, 8552712, 722081195
q1,  r,  c,  200, 3627456,  37, 62730005, 210252125, 63123, 4234743, 2104347, 672255246
q1, d, -, 200, 3627456, 37, 98359811, 218472362, 3388064, 17929602, 8579112, 722124107
q1,  r,  c,  200, 3627456,  37, 62699956, 210247179, 62556, 4233425, 2104278, 672249901
q1, d, -, 200, 3627456, 37, 99297004, 218467223, 3459766, 17774857, 8518223, 722119103
q1,  r,  c,  200, 3627456,  37, 62774151, 210249334, 69543, 4237572, 2104309, 672251593
q1, d, -, 200, 3627456, 37, 98355490, 218430963, 3370943, 17867447, 8572673, 722083490
q1,  r,  c,  200, 3627456,  37, 62821390, 210247900, 70296, 4237776, 2104220, 672250223
q1, d, -, 200, 3627456, 37, 98420674, 218473080, 3400991, 17934409, 8574115, 722125321
q1,  r,  c,  200, 3627456,  37, 62767727, 210243553, 70290, 4238862, 2104385, 672246051
q1, d, -, 200, 3627456, 37, 98562051, 218430409, 3379386, 17828956, 8563675, 722082773
q1,  r,  c,  200, 3627456,  37, 62843505, 210241004, 74373, 4239379, 2104326, 672241256
q1, d, -, 200, 3627456, 37, 98528712, 218430931, 3375741, 17831846, 8564170, 722083007
q1,  r,  c,  200, 3627456,  37, 62897126, 210247490, 77943, 4241692, 2104370, 672248848
q1, d, -, 200, 3627456, 37, 98478880, 218472257, 3418310, 17954101, 8573192, 722124256
q1,  r,  c,  200, 3627456,  37, 62688631, 210253357, 64632, 4234257, 2104240, 672254551
q1, d, -, 200, 3627456, 37, 98921964, 218469650, 3435259, 17843739, 8541791, 722121276
q1,  r,  c,  200, 3627456,  37, 62783016, 210244222, 71586, 4237081, 2104347, 672247479
q1, d, -, 200, 3627456, 37, 98898072, 218469469, 3418623, 17785375, 8532957, 722121243
q1,  r,  c,  200, 3627456,  37, 62759989, 210248941, 68363, 4237184, 2104324, 672251097
q1, d, -, 200, 3627456, 37, 98498077, 218429936, 3376597, 17873867, 8572068, 722081915
q1,  r,  c,  200, 3627456,  37, 62837626, 210249742, 71322, 4238656, 2104438, 672253738
q1, d, -, 200, 3627456, 37, 99717841, 218467939, 3483710, 17858771, 8529304, 722121977
q1,  r,  c,  200, 3627456,  37, 62646695, 210243484, 61490, 4233373, 2104283, 672243709
q1, d, -, 200, 3627456, 37, 98410645, 218430719, 3356512, 17853864, 8573689, 722085125
q1,  r,  c,  200, 3627456,  37, 62855267, 210245560, 71665, 4238549, 2104361, 672245789
q1, d, -, 200, 3627456, 37, 99564294, 218442935, 3455589, 17796591, 8530212, 722076735
q1,  r,  c,  200, 3627456,  37, 62761953, 210248631, 64154, 4236134, 2104363, 672248016
q1, d, -, 200, 3627456, 37, 98434470, 218429798, 3398002, 17859165, 8551811, 722082374
q1,  r,  c,  200, 3627456,  37, 62681783, 210247589, 62028, 4234519, 2104173, 672251012
q1, c, -, 200, 3627456, 37, 78425076, 229129107, 691509, 4478916, 2102270, 748210981
q1, c, -, 200, 3627456, 37, 80866701, 228990763, 685742, 7780608, 2102148, 748095541
q1, c, -, 200, 3627456, 37, 81017549, 228984388, 707681, 7809833, 2102214, 748092945
q1, c, -, 200, 3627456, 37, 80929450, 228994734, 705008, 7809686, 2101999, 748099515
q1, c, -, 200, 3627456, 37, 78412690, 229062845, 692736, 4477364, 2102435, 748144875
q1, c, -, 200, 3627456, 37, 81039817, 228987450, 711399, 7819252, 2102135, 748095780
q1, c, -, 200, 3627456, 37, 78572456, 228964574, 697694, 4492651, 2102578, 748235857
q1, c, -, 200, 3627456, 37, 78542005, 228953851, 699925, 4489790, 2102347, 748223800
q1, c, -, 200, 3627456, 37, 78497316, 228965341, 686249, 4470499, 2102007, 748235582
q1, c, -, 200, 3627456, 37, 80867237, 228988012, 686116, 7768723, 2102041, 748093689
q1, c, -, 200, 3627456, 37, 80926956, 228992567, 709851, 7808223, 2102052, 748097616
q1, c, -, 200, 3627456, 37, 78546352, 229035031, 692233, 4478447, 2102220, 748304913
q1, c, -, 200, 3627456, 37, 80915887, 228993655, 703233, 7807277, 2102225, 748099216
q1, c, -, 200, 3627456, 37, 78417592, 229073260, 684431, 4462558, 2102222, 748152693
q1, c, -, 200, 3627456, 37, 78598777, 228965793, 698982, 4490124, 2102310, 748235543
q1, c, -, 200, 3627456, 37, 78514543, 229124389, 695710, 4485198, 2102088, 748211084
q1, c, -, 200, 3627456, 37, 78513498, 228964420, 691498, 4478877, 2101983, 748235607
q1, c, -, 200, 3627456, 37, 78585501, 228951865, 692526, 4478515, 2102095, 748223067
q1, c, -, 200, 3627456, 37, 78476558, 229127838, 708252, 4510159, 2102203, 748210184
q1, c, -, 200, 3627456, 37, 78568393, 229032792, 700710, 4491544, 2102043, 748303925
q1, c, -, 200, 3627456, 37, 78479616, 228965799, 691917, 4477336, 2102335, 748236011
q1, c, -, 200, 3627456, 37, 78577207, 228959872, 696024, 4487061, 2102049, 748226449
q1, c, -, 200, 3627456, 37, 80869917, 228990135, 687289, 7770977, 2102371, 748094282
q1, c, -, 200, 3627456, 37, 78527787, 229034807, 690632, 4479377, 2102287, 748304802
q1, c, -, 200, 3627456, 37, 80834426, 228989196, 684508, 7781635, 2102263, 748095093
q1, c, -, 200, 3627456, 37, 78534843, 229033894, 690108, 4474777, 2102357, 748304839
q1, c, -, 200, 3627456, 37, 78616452, 228936000, 703440, 4494467, 2102142, 748223537
q1, c, -, 200, 3627456, 37, 80903643, 228990556, 686422, 7775886, 2102208, 748095410
q1, c, -, 200, 3627456, 37, 78448049, 229127701, 691836, 4475448, 2102318, 748210826
q1, c, -, 200, 3627456, 37, 78464517, 229127366, 699605, 4492057, 2102231, 748209302
