bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references, l1_refills, l2_references, l2_refills, inst_retired
q2, c, -, 10, 64, 32768, 4, 1197466, 2777144, 341846, 683692, 5443, 5472355
q2, r, c, 10, 64, 32768, 4, 866734, 4227121, 388, 41081, 20492, 7733340
q2, r, h, 10, 64, 32768, 4, 866105, 4227122, 347, 40861, 18807, 7733339
q2, d, -, 10, 64, 32768, 4, 946580, 4194352, 624, 65771, 32831, 8028249
q2, c, -, 10, 64, 32768, 4, 1200279, 2777144, 341812, 683660, 5427, 5472356
q2, r, c, 10, 64, 32768, 4, 878952, 4227120, 1037, 41151, 20495, 7733337
q2, r, h, 10, 64, 32768, 4, 865809, 4227121, 350, 40795, 17051, 7733338
q2, d, -, 10, 64, 32768, 4, 947320, 4194352, 642, 65802, 32846, 8028252
q2, c, -, 10, 64, 32768, 4, 1198708, 2777146, 341803, 683633, 5437, 5472358
q2, r, c, 10, 64, 32768, 4, 867286, 4227121, 399, 41095, 20489, 7733340
q2, r, h, 10, 64, 32768, 4, 865907, 4227121, 344, 40815, 18202, 7733338
q2, d, -, 10, 64, 32768, 4, 947628, 4194353, 644, 65743, 32845, 8028249
q2, c, -, 10, 64, 32768, 4, 1207001, 2777146, 341820, 683675, 5368, 5472357
q2, r, c, 10, 64, 32768, 4, 866711, 4227121, 370, 41044, 20493, 7733338
q2, r, h, 10, 64, 32768, 4, 891246, 4227123, 1839, 41207, 18625, 7733340
q2, d, -, 10, 64, 32768, 4, 946798, 4194353, 633, 65781, 32841, 8028253
q2, c, -, 10, 64, 32768, 4, 1198752, 2777146, 341800, 683642, 5383, 5472357
q2, r, c, 10, 64, 32768, 4, 867896, 4227121, 440, 41082, 20491, 7733338
q2, r, h, 10, 64, 32768, 4, 865924, 4227121, 339, 40729, 17761, 7733339
q2, d, -, 10, 64, 32768, 4, 947363, 4194356, 632, 65760, 32845, 8028255
q2, c, -, 10, 64, 32768, 4, 1196409, 2777144, 341815, 683626, 5496, 5472354
