bench,  mem, temp, row_size, row_count, col_width, perf_l1_total, perf_l1_miss, perf_l2_total, perf_l2_miss
q1_new,  d, -, 64, 32768, 8, 1410805, 826, 67018, 33102
q1_new,  c, -, 64, 32768, 8, 688521, 6842, 32701, 11779
q1_new,  r, c, 64, 32768, 8, 1215459, 261, 24753, 12457
q1_new,  r, h, 64, 32768, 8, 1212810, 411, 25496, 7009
q1_new,  d, -, 64, 32768, 8, 1410648, 775, 66871, 32920
q1_new,  c, -, 64, 32768, 8, 688521, 6755, 32274, 11522
q1_new,  r, c, 64, 32768, 8, 1214218, 264, 24754, 12440
q1_new,  r, h, 64, 32768, 8, 1212811, 461, 25508, 6386
q1_new,  d, -, 64, 32768, 8, 1410547, 777, 66919, 32929
q1_new,  c, -, 64, 32768, 8, 688521, 6852, 32043, 11242
q1_new,  r, c, 64, 32768, 8, 1214221, 259, 24739, 12466
q1_new,  r, h, 64, 32768, 8, 1212811, 1691, 25489, 6693
q1_new,  d, -, 64, 32768, 8, 1410575, 4049, 66962, 32902
q1_new,  c, -, 64, 32768, 8, 688521, 6869, 32768, 11282
q1_new,  r, c, 64, 32768, 8, 1214115, 258, 24748, 12400
q1_new,  r, h, 64, 32768, 8, 1212814, 506, 25432, 6842
q1_new,  d, -, 64, 32768, 8, 1410534, 802, 66918, 32916
q1_new,  c, -, 64, 32768, 8, 688522, 6784, 32248, 11104
q1_new,  r, c, 64, 32768, 8, 1212811, 267, 24745, 12444
q1_new,  r, h, 64, 32768, 8, 1214306, 939, 25579, 6208
q1_new,  d, -, 64, 32768, 8, 1411034, 816, 66980, 32938
q1_new,  c, -, 64, 32768, 8, 688522, 6769, 32492, 11549
q1_new,  r, c, 64, 32768, 8, 1214235, 453, 24753, 12436
q1_new,  r, h, 64, 32768, 8, 1212810, 359, 25431, 6799
q1_new,  d, -, 64, 32768, 8, 1411053, 731, 67187, 32918
q1_new,  c, -, 64, 32768, 8, 688521, 6946, 32197, 11711
q1_new,  r, c, 64, 32768, 8, 1214082, 439, 24778, 12317
q1_new,  r, h, 64, 32768, 8, 1212811, 659, 25585, 6935
q1_new,  d, -, 64, 32768, 8, 1410748, 667, 66867, 32966
q1_new,  c, -, 64, 32768, 8, 688521, 7079, 32460, 11529
q1_new,  r, c, 64, 32768, 8, 1214077, 452, 24748, 12306
q1_new,  r, h, 64, 32768, 8, 1212812, 387, 25389, 6443
q1_new,  d, -, 64, 32768, 8, 1410774, 629, 67016, 32944
q1_new,  c, -, 64, 32768, 8, 688521, 7022, 32273, 11084
q1_new,  r, c, 64, 32768, 8, 1214326, 2723, 24738, 12317
q1_new,  r, h, 64, 32768, 8, 1212811, 473, 25608, 6689
q1_new,  d, -, 64, 32768, 8, 1410615, 636, 67232, 32951
q1_new,  c, -, 64, 32768, 8, 688521, 7278, 32245, 11273
q1_new,  r, c, 64, 32768, 8, 1214247, 2371, 24752, 12310
q1_new,  r, h, 64, 32768, 8, 1212812, 355, 25491, 6476
q1_new,  d, -, 64, 32768, 8, 1410583, 630, 66863, 32948
q1_new,  c, -, 64, 32768, 8, 688521, 7013, 32653, 10931
q1_new,  r, c, 64, 32768, 16, 1312422, 748, 49402, 24622
q1_new,  r, h, 64, 32768, 16, 1311117, 4107, 50163, 23673
q1_new,  d, -, 64, 32768, 16, 1510253, 845, 66415, 32992
q1_new,  c, -, 64, 32768, 16, 788145, 13875, 66557, 23422
q1_new,  r, c, 64, 32768, 16, 1312721, 495, 50982, 24790
q1_new,  r, h, 64, 32768, 16, 1312242, 726, 49288, 22997
q1_new,  d, -, 64, 32768, 16, 1507722, 779, 66451, 32944
q1_new,  c, -, 64, 32768, 16, 788050, 14521, 67541, 23787
q1_new,  r, c, 64, 32768, 16, 1311117, 676, 50664, 24909
q1_new,  r, h, 64, 32768, 16, 1312590, 585, 49178, 23828
q1_new,  d, -, 64, 32768, 16, 1509334, 906, 66510, 32844
q1_new,  c, -, 64, 32768, 16, 786825, 14244, 66398, 23420
q1_new,  r, c, 64, 32768, 16, 1311119, 671, 50173, 24806
q1_new,  r, h, 64, 32768, 16, 1312306, 458, 49132, 23526
q1_new,  d, -, 64, 32768, 16, 1511630, 828, 66426, 33277
q1_new,  c, -, 64, 32768, 16, 788577, 14356, 67056, 23493
q1_new,  r, c, 64, 32768, 16, 1314205, 685, 50340, 24824
q1_new,  r, h, 64, 32768, 16, 1312586, 2889, 50464, 23298
q1_new,  d, -, 64, 32768, 16, 1510558, 775, 66431, 33239
q1_new,  c, -, 64, 32768, 16, 786826, 14041, 66968, 23892
q1_new,  r, c, 64, 32768, 16, 1311119, 490, 50169, 24832
q1_new,  r, h, 64, 32768, 16, 1312453, 672, 50119, 23609
q1_new,  d, -, 64, 32768, 16, 1510700, 761, 66421, 32850
q1_new,  c, -, 64, 32768, 16, 788217, 14600, 66802, 23869
q1_new,  r, c, 64, 32768, 16, 1314120, 648, 49431, 24600
q1_new,  r, h, 64, 32768, 16, 1312293, 449, 50346, 22557
q1_new,  d, -, 64, 32768, 16, 1507722, 8747, 66454, 32948
q1_new,  c, -, 64, 32768, 16, 789772, 14068, 66917, 23603
q1_new,  r, c, 64, 32768, 16, 1311119, 730, 50259, 24607
q1_new,  r, h, 64, 32768, 16, 1312308, 588, 50496, 23569
q1_new,  d, -, 64, 32768, 16, 1510544, 1992, 65820, 33264
q1_new,  c, -, 64, 32768, 16, 786825, 14207, 66612, 23486
q1_new,  r, c, 64, 32768, 16, 1311119, 495, 49432, 24604
q1_new,  r, h, 64, 32768, 16, 1312448, 702, 50058, 23520
q1_new,  d, -, 64, 32768, 16, 1509167, 791, 66903, 33331
q1_new,  c, -, 64, 32768, 16, 789954, 14276, 66017, 23376
q1_new,  r, c, 64, 32768, 16, 1314115, 718, 50156, 24604
q1_new,  r, h, 64, 32768, 16, 1312289, 473, 49284, 23286
q1_new,  d, -, 64, 32768, 16, 1510363, 999, 67033, 32985
q1_new,  c, -, 64, 32768, 16, 786825, 14073, 66670, 23403
q1_new,  r, c, 64, 32768, 16, 1312596, 4181, 50234, 24778
q1_new,  r, h, 64, 32768, 16, 1311115, 1796, 49246, 23416
q1_new,  d, -, 64, 32768, 16, 1511129, 874, 67110, 32841
q1_new,  c, -, 64, 32768, 16, 788179, 13975, 67465, 23639
q1_new,  r, c, 64, 32768, 16, 1313749, 486, 50724, 24602
q1_new,  r, h, 64, 32768, 16, 1312807, 839, 50439, 23453
q1_new,  d, -, 64, 32768, 16, 1510437, 763, 66815, 32962
q1_new,  c, -, 64, 32768, 16, 786826, 14061, 66457, 23342
q1_new,  r, c, 64, 32768, 16, 1311117, 658, 49414, 24592
q1_new,  r, h, 64, 32768, 16, 1312308, 452, 49984, 23634
q1_new,  d, -, 64, 32768, 16, 1509040, 792, 66890, 32969
q1_new,  c, -, 64, 32768, 16, 787881, 14484, 66910, 23670
q1_new,  r, c, 64, 32768, 16, 1312592, 645, 50184, 24792
q1_new,  r, h, 64, 32768, 16, 1311113, 444, 49755, 23360
q1_new,  d, -, 64, 32768, 16, 1510984, 754, 65767, 32994
q1_new,  c, -, 64, 32768, 16, 788684, 14458, 66727, 24127
q1_new,  r, c, 64, 32768, 16, 1314114, 700, 49363, 24745
q1_new,  r, h, 64, 32768, 16, 1312613, 571, 50319, 24313
q1_new,  d, -, 64, 32768, 16, 1510708, 641, 66697, 32972
q1_new,  c, -, 64, 32768, 16, 786825, 14392, 67154, 23365
q1_new,  r, c, 64, 32768, 16, 1311116, 475, 50264, 24848
q1_new,  r, h, 64, 32768, 16, 1312551, 610, 49261, 22984
q1_new,  d, -, 64, 32768, 16, 1510512, 758, 67103, 32975
q1_new,  c, -, 64, 32768, 16, 786825, 14234, 67244, 24177
q1_new,  r, c, 64, 32768, 16, 1312543, 484, 50807, 24797
q1_new,  r, h, 64, 32768, 16, 1311115, 5769, 51192, 22746
q1_new,  d, -, 64, 32768, 16, 1510512, 815, 67075, 33042
q1_new,  c, -, 64, 32768, 16, 787986, 14547, 66146, 23262
q1_new,  r, c, 64, 32768, 16, 1312361, 702, 49421, 24623
q1_new,  r, h, 64, 32768, 16, 1312274, 571, 50483, 23190
q1_new,  d, -, 64, 32768, 16, 1507722, 630, 67359, 33304
q1_new,  c, -, 64, 32768, 16, 788151, 14664, 66986, 23638
q1_new,  r, c, 64, 32768, 16, 1311117, 502, 50770, 24627
q1_new,  r, h, 64, 32768, 16, 1312294, 610, 49793, 24870
q1_new,  d, -, 64, 32768, 16, 1509020, 740, 66756, 32941
q1_new,  c, -, 64, 32768, 16, 786825, 14247, 66848, 24092
q1_new,  r, c, 64, 32768, 16, 1312518, 490, 49421, 24775
q1_new,  r, h, 64, 32768, 16, 1313686, 615, 50248, 22791
q1_new,  d, -, 64, 32768, 16, 1507721, 887, 66346, 32997
q1_new,  c, -, 64, 32768, 16, 788181, 14601, 67188, 23448
q1_new,  r, c, 64, 32768, 16, 1311116, 838, 50162, 24791
q1_new,  r, h, 64, 32768, 16, 1312594, 467, 49791, 23080
q1_new,  d, -, 64, 32768, 16, 1509361, 809, 65805, 32848
q1_new,  c, -, 64, 32768, 16, 786825, 14383, 66513, 23591
q1_new,  r, c, 64, 32768, 16, 1312305, 660, 49401, 24599
q1_new,  r, h, 64, 32768, 16, 1311114, 585, 49983, 22996
q1_new,  d, -, 64, 32768, 16, 1509532, 640, 66316, 32974
q1_new,  c, -, 64, 32768, 16, 788447, 14653, 66173, 23664
q1_new,  r, c, 64, 32768, 16, 1312544, 490, 50130, 24629
q1_new,  r, h, 64, 32768, 16, 1312274, 714, 49164, 23226
q1_new,  d, -, 64, 32768, 16, 1509031, 774, 66436, 33100
q1_new,  c, -, 64, 32768, 16, 786825, 14043, 66208, 23261
q1_new,  r, c, 64, 32768, 16, 1311118, 498, 50127, 24622
q1_new,  r, h, 64, 32768, 16, 1312594, 599, 49990, 23343
q1_new,  d, -, 64, 32768, 16, 1509333, 754, 65798, 32952
q1_new,  c, -, 64, 32768, 16, 786825, 14441, 67478, 23651
q1_new,  r, c, 64, 32768, 16, 1312264, 656, 49429, 24780
q1_new,  r, h, 64, 32768, 16, 1311114, 477, 50104, 23439
q1_new,  d, -, 64, 32768, 16, 1513447, 846, 66337, 32922
q1_new,  c, -, 64, 32768, 16, 788351, 14214, 66312, 22878
q1_new,  r, c, 64, 32768, 16, 1312555, 663, 49417, 24619
q1_new,  r, h, 64, 32768, 16, 1312268, 4543, 49982, 23329
q1_new,  d, -, 64, 32768, 16, 1507722, 2697, 66377, 32959
q1_new,  c, -, 64, 32768, 16, 787983, 14286, 66770, 23986
q1_new,  r, c, 64, 32768, 16, 1311121, 494, 50190, 24799
q1_new,  r, h, 64, 32768, 16, 1312290, 663, 49083, 23545
q1_new,  d, -, 64, 32768, 16, 1508904, 789, 66428, 32963
q1_new,  c, -, 64, 32768, 16, 786825, 14677, 67366, 23124
q1_new,  r, c, 64, 32768, 16, 1312432, 640, 50307, 24813
q1_new,  r, h, 64, 32768, 16, 1311114, 546, 50492, 23740
q1_new,  d, -, 64, 32768, 16, 1509503, 790, 66412, 32961
q1_new,  c, -, 64, 32768, 16, 788189, 14436, 65538, 23498
q1_new,  r, c, 64, 32768, 16, 1312525, 682, 49598, 24606
q1_new,  r, h, 64, 32768, 16, 1311117, 694, 49975, 23065
q1_new,  d, -, 64, 32768, 16, 1509055, 629, 66540, 33178
q1_new,  c, -, 64, 32768, 16, 788182, 14435, 66703, 23787
q1_new,  r, c, 64, 32768, 16, 1312490, 692, 50189, 24817
q1_new,  r, h, 64, 32768, 16, 1312273, 599, 49293, 23130
q1_new,  d, -, 64, 32768, 16, 1509047, 997, 66418, 32963
q1_new,  c, -, 64, 32768, 16, 786825, 14027, 67261, 23521
