q1,r,c,0,1, 64,32768,4,133082
q1,d,-,0,1, 64,32768,4,160271
q1,c,a,0,1, 64,32768,4,72380
q1,r,c,0,1, 64,32768,4,132322
q1,d,-,0,1, 64,32768,4,159772
q1,c,a,0,1, 64,32768,4,72357
q1,r,c,0,1, 64,32768,4,129445
q1,d,-,0,1, 64,32768,4,159731
q1,c,a,0,1, 64,32768,4,72145
q1,r,c,0,1, 64,32768,4,129381
q1,d,-,0,1, 64,32768,4,158378
q1,c,a,0,1, 64,32768,4,72121
q1,r,c,0,1, 64,32768,4,129565
q1,d,-,0,1, 64,32768,4,160298
q1,c,a,0,1, 64,32768,4,72169
q1,r,c,0,1, 64,32768,4,129500
q1,d,-,0,1, 64,32768,4,159243
q1,c,a,0,1, 64,32768,4,72144
q1,r,c,0,1, 64,32768,4,129544
q1,d,-,0,1, 64,32768,4,157851
q1,c,a,0,1, 64,32768,4,72153
q1,r,c,0,1, 64,32768,4,129412
q1,d,-,0,1, 64,32768,4,158095
q1,c,a,0,1, 64,32768,4,72201
q1,r,c,0,1, 64,32768,4,129590
q1,d,-,0,1, 64,32768,4,157449
q1,c,a,0,1, 64,32768,4,72117
q1,r,c,0,1, 64,32768,4,129443
q1,d,-,0,1, 64,32768,4,157985
q1,c,a,0,1, 64,32768,4,75389
q1,r,c,0,1, 64,32768,4,135936
q1,d,-,0,1, 64,32768,4,157679
q1,c,a,0,1, 64,32768,4,72161
q1,r,c,0,1, 64,32768,4,134621
q1,d,-,0,1, 64,32768,4,158033
q1,c,a,0,1, 64,32768,4,72152
q1,r,c,0,1, 64,32768,4,134573
q1,d,-,0,1, 64,32768,4,157384
q1,c,a,0,1, 64,32768,4,72145
q1,r,c,0,1, 64,32768,4,134881
q1,d,-,0,1, 64,32768,4,160270
q1,c,a,0,1, 64,32768,4,72263
q1,r,c,0,1, 64,32768,4,129409
q1,d,-,0,1, 64,32768,4,160217
q1,c,a,0,1, 64,32768,4,72144
q1,r,c,0,1, 64,32768,4,129551
q1,d,-,0,1, 64,32768,4,157143
q1,c,a,0,1, 64,32768,4,72298
q1,r,c,0,1, 64,32768,4,129563
q1,d,-,0,1, 64,32768,4,157264
q1,c,a,0,1, 64,32768,4,72231
q1,r,c,0,1, 64,32768,4,136321
q1,d,-,0,1, 64,32768,4,157978
q1,c,a,0,1, 64,32768,4,72239
q1,r,c,0,1, 64,32768,4,135702
q1,d,-,0,1, 64,32768,4,162287
q1,c,a,0,1, 64,32768,4,72145
q1,r,c,0,1, 64,32768,4,129444
q1,d,-,0,1, 64,32768,4,159936
q1,c,a,0,1, 64,32768,4,72298
q1,r,c,0,1, 64,32768,4,129481
q1,d,-,0,1, 64,32768,4,157600
q1,c,a,0,1, 64,32768,4,72188
q1,r,c,0,1, 64,32768,4,129550
q1,d,-,0,1, 64,32768,4,157401
q1,c,a,0,1, 64,32768,4,72256
q1,r,c,0,1, 64,32768,4,135200
q1,d,-,0,1, 64,32768,4,157673
q1,c,a,0,1, 64,32768,4,74625
q1,r,c,0,1, 64,32768,4,133285
q1,d,-,0,1, 64,32768,4,159694
q1,c,a,0,1, 64,32768,4,72177
q1,r,c,0,1, 64,32768,4,129517
q1,d,-,0,1, 64,32768,4,159772
q1,c,a,0,1, 64,32768,4,72171
q1,r,c,0,1, 64,32768,4,129537
q1,d,-,0,1, 64,32768,4,159776
q1,c,a,0,1, 64,32768,4,72246
q1,r,c,0,1, 64,32768,4,129494
q1,d,-,0,1, 64,32768,4,158204
q1,c,a,0,1, 64,32768,4,74388
q1,r,c,0,1, 64,32768,4,129505
q1,d,-,0,1, 64,32768,4,157839
q1,c,a,0,1, 64,32768,4,75347
q1,r,c,0,1, 64,32768,4,132837
q1,d,-,0,1, 64,32768,4,158204
q1,c,a,0,1, 64,32768,4,72126
q1,r,c,0,1, 64,32768,4,132604
q1,d,-,0,1, 64,32768,4,159740
q1,c,a,0,1, 64,32768,4,72283
q1,r,c,1,1, 80,32768,4,170311
q1,d,-,1,1, 80,32768,4,326142
q1,c,a,1,1, 80,32768,4,261759
q1,r,c,1,1, 80,32768,4,167025
q1,d,-,1,1, 80,32768,4,364064
q1,c,a,1,1, 80,32768,4,263627
q1,r,c,1,1, 80,32768,4,169371
q1,d,-,1,1, 80,32768,4,329550
q1,c,a,1,1, 80,32768,4,260538
q1,r,c,1,1, 80,32768,4,167031
q1,d,-,1,1, 80,32768,4,324438
q1,c,a,1,1, 80,32768,4,262167
q1,r,c,1,1, 80,32768,4,171948
q1,d,-,1,1, 80,32768,4,326667
q1,c,a,1,1, 80,32768,4,261754
q1,r,c,1,1, 80,32768,4,167095
q1,d,-,1,1, 80,32768,4,324285
q1,c,a,1,1, 80,32768,4,262507
q1,r,c,1,1, 80,32768,4,172585
q1,d,-,1,1, 80,32768,4,326696
